market_key,country,region,q,n_cur,n_prior,months,stays_yoy_pct,quarter
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,argentina,LatAm,2016Q1,7935.0,5787.0,3,37.11767755313633,1Q16
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,argentina,LatAm,2016Q2,6843.0,5007.0,3,36.668663870581184,2Q16
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,argentina,LatAm,2016Q3,9111.0,6054.0,3,50.49554013875124,3Q16
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,argentina,LatAm,2016Q4,12282.0,8277.0,3,48.38709677419355,4Q16
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,argentina,LatAm,2017Q1,11919.0,8793.0,3,35.551006482429216,1Q17
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,argentina,LatAm,2017Q2,12900.0,7527.0,3,71.38302112395377,2Q17
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,argentina,LatAm,2017Q3,15330.0,10248.0,3,49.590163934426236,3Q17
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,argentina,LatAm,2017Q4,19167.0,13449.0,3,42.51617220611197,4Q17
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,argentina,LatAm,2018Q1,18873.0,13251.0,3,42.42698664251754,1Q18
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,argentina,LatAm,2018Q2,19146.0,14157.0,3,35.240517058698885,2Q18
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,argentina,LatAm,2018Q3,23781.0,16839.0,3,41.22572599323,3Q18
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,argentina,LatAm,2018Q4,32352.0,20718.0,3,56.15406892557198,4Q18
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,argentina,LatAm,2019Q1,32061.0,20274.0,3,58.13850251553714,1Q19
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,argentina,LatAm,2019Q2,34218.0,20340.0,3,68.23008849557522,2Q19
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,argentina,LatAm,2019Q3,41880.0,25764.0,3,62.55239869585467,3Q19
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,argentina,LatAm,2019Q4,49044.0,34512.0,3,42.107093184979135,4Q19
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,argentina,LatAm,2020Q1,39141.0,34140.0,3,14.64850615114235,1Q20
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,argentina,LatAm,2020Q2,2391.0,36453.0,3,-93.44086906427455,2Q20
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,argentina,LatAm,2020Q3,1971.0,45003.0,3,-95.62029198053463,3Q20
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,argentina,LatAm,2020Q4,5937.0,52614.0,3,-88.71593112099441,4Q20
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,argentina,LatAm,2021Q1,10344.0,42342.0,3,-75.57035567521609,1Q21
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,argentina,LatAm,2021Q2,8205.0,2658.0,3,208.69074492099324,2Q21
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,argentina,LatAm,2021Q3,11970.0,2247.0,3,432.7102803738318,3Q21
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,argentina,LatAm,2021Q4,27495.0,6531.0,3,320.99219108865407,4Q21
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,argentina,LatAm,2022Q1,42519.0,11427.0,3,272.09241270674715,1Q22
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,argentina,LatAm,2022Q2,56232.0,8757.0,3,542.1377183967112,2Q22
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,argentina,LatAm,2022Q3,72609.0,13131.0,3,452.95864747543976,3Q22
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,argentina,LatAm,2022Q4,100653.0,29931.0,3,236.28345193946078,4Q22
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,argentina,LatAm,2023Q1,96303.0,46536.0,3,106.94301186178441,1Q23
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,argentina,LatAm,2023Q2,113994.0,62328.0,3,82.8937235271467,2Q23
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,argentina,LatAm,2023Q3,144333.0,80433.0,3,79.44500391630301,3Q23
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,argentina,LatAm,2023Q4,179268.0,113274.0,3,58.2605010858626,4Q23
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,argentina,LatAm,2024Q1,158253.0,109941.0,3,43.943569732856716,1Q24
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,argentina,LatAm,2024Q2,131064.0,129381.0,3,1.3008092378324454,2Q24
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,argentina,LatAm,2024Q3,166062.0,165237.0,3,0.4992828482724754,3Q24
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,argentina,LatAm,2024Q4,207435.0,205191.0,3,1.0936152170416769,4Q24
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,argentina,LatAm,2025Q1,190230.0,181305.0,3,4.922644163150491,1Q25
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,argentina,LatAm,2025Q2,200676.0,149988.0,3,33.79470357628611,2Q25
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,argentina,LatAm,2025Q3,211243.0,168514.0,3,25.356350214225532,3Q25
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,argentina,LatAm,2025Q4,197460.0,159690.0,3,23.65207589705054,4Q25
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,argentina,LatAm,2026Q1,185926.0,147300.0,3,26.222674813306178,1Q26
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,argentina,LatAm,2026Q2,194128.0,155830.0,3,24.576782391067198,2Q26
australia_nsw_mid-north-coast,australia,APAC,2016Q1,2655.0,1410.0,3,88.29787234042554,1Q16
australia_nsw_mid-north-coast,australia,APAC,2016Q2,1995.0,1437.0,3,38.83089770354906,2Q16
australia_nsw_mid-north-coast,australia,APAC,2016Q3,2772.0,1881.0,3,47.36842105263157,3Q16
australia_nsw_mid-north-coast,australia,APAC,2016Q4,4311.0,2598.0,3,65.93533487297923,4Q16
australia_nsw_mid-north-coast,australia,APAC,2017Q1,4872.0,3174.0,3,53.497164461247635,1Q17
australia_nsw_mid-north-coast,australia,APAC,2017Q2,4137.0,2385.0,3,73.45911949685535,2Q17
australia_nsw_mid-north-coast,australia,APAC,2017Q3,4647.0,3273.0,3,41.97983501374885,3Q17
australia_nsw_mid-north-coast,australia,APAC,2017Q4,6606.0,4941.0,3,33.697632058287795,4Q17
australia_nsw_mid-north-coast,australia,APAC,2018Q1,7905.0,5475.0,3,44.38356164383561,1Q18
australia_nsw_mid-north-coast,australia,APAC,2018Q2,6972.0,4659.0,3,49.645846748229225,2Q18
australia_nsw_mid-north-coast,australia,APAC,2018Q3,8454.0,5211.0,3,62.23373632700058,3Q18
australia_nsw_mid-north-coast,australia,APAC,2018Q4,11919.0,7374.0,3,61.63547599674533,4Q18
australia_nsw_mid-north-coast,australia,APAC,2019Q1,12270.0,8739.0,3,40.40508067284587,1Q19
australia_nsw_mid-north-coast,australia,APAC,2019Q2,11208.0,7608.0,3,47.3186119873817,2Q19
australia_nsw_mid-north-coast,australia,APAC,2019Q3,11175.0,9186.0,3,21.65251469627694,3Q19
australia_nsw_mid-north-coast,australia,APAC,2019Q4,15003.0,13350.0,3,12.382022471910116,4Q19
australia_nsw_mid-north-coast,australia,APAC,2020Q1,15015.0,13713.0,3,9.494640122511488,1Q20
australia_nsw_mid-north-coast,australia,APAC,2020Q2,6369.0,12342.0,3,-48.39572192513369,2Q20
australia_nsw_mid-north-coast,australia,APAC,2020Q3,19473.0,12528.0,3,55.43582375478928,3Q20
australia_nsw_mid-north-coast,australia,APAC,2020Q4,24708.0,16884.0,3,46.33972992181947,4Q20
australia_nsw_mid-north-coast,australia,APAC,2021Q1,22833.0,16959.0,3,34.636476207323554,1Q21
australia_nsw_mid-north-coast,australia,APAC,2021Q2,22032.0,7074.0,3,211.4503816793893,2Q21
australia_nsw_mid-north-coast,australia,APAC,2021Q3,6561.0,21504.0,3,-69.48939732142857,3Q21
australia_nsw_mid-north-coast,australia,APAC,2021Q4,20184.0,27351.0,3,-26.20379510803993,4Q21
australia_nsw_mid-north-coast,australia,APAC,2022Q1,25191.0,25104.0,3,0.3465583173996256,1Q22
australia_nsw_mid-north-coast,australia,APAC,2022Q2,23196.0,24009.0,3,-3.3862301636886194,2Q22
australia_nsw_mid-north-coast,australia,APAC,2022Q3,23103.0,7113.0,3,224.79966258962466,3Q22
australia_nsw_mid-north-coast,australia,APAC,2022Q4,28560.0,22038.0,3,29.594337054179153,4Q22
australia_nsw_mid-north-coast,australia,APAC,2023Q1,29847.0,27963.0,3,6.737474519901299,1Q23
australia_nsw_mid-north-coast,australia,APAC,2023Q2,25728.0,25590.0,3,0.5392731535756257,2Q23
australia_nsw_mid-north-coast,australia,APAC,2023Q3,25647.0,25146.0,3,1.9923645907897969,3Q23
australia_nsw_mid-north-coast,australia,APAC,2023Q4,33342.0,31578.0,3,5.586167585027546,4Q23
australia_nsw_mid-north-coast,australia,APAC,2024Q1,37791.0,33519.0,3,12.745010292669834,1Q24
australia_nsw_mid-north-coast,australia,APAC,2024Q2,30093.0,28518.0,3,5.522827687776144,2Q24
australia_nsw_mid-north-coast,australia,APAC,2024Q3,31200.0,28308.0,3,10.216193302246722,3Q24
australia_nsw_mid-north-coast,australia,APAC,2024Q4,41673.0,37332.0,3,11.628093860495014,4Q24
australia_nsw_mid-north-coast,australia,APAC,2025Q1,41217.0,42489.0,3,-2.9937160206170987,1Q25
australia_nsw_mid-north-coast,australia,APAC,2025Q2,33852.0,33558.0,3,0.8760951188986343,2Q25
australia_nsw_mid-north-coast,australia,APAC,2025Q3,30300.0,30703.0,3,-1.3125753183727995,3Q25
australia_nsw_mid-north-coast,australia,APAC,2025Q4,32328.0,31414.0,3,2.9095307824536842,4Q25
australia_nsw_mid-north-coast,australia,APAC,2026Q1,33192.0,31298.0,3,6.051504888491288,1Q26
australia_nsw_mid-north-coast,australia,APAC,2026Q2,25236.0,25476.0,3,-0.9420631182289196,2Q26
australia_nsw_northern-rivers,australia,APAC,2016Q1,4485.0,1872.0,3,139.58333333333334,1Q16
australia_nsw_northern-rivers,australia,APAC,2016Q2,4368.0,2040.0,3,114.11764705882352,2Q16
australia_nsw_northern-rivers,australia,APAC,2016Q3,6144.0,2730.0,3,125.05494505494505,3Q16
australia_nsw_northern-rivers,australia,APAC,2016Q4,7395.0,3705.0,3,99.59514170040487,4Q16
australia_nsw_northern-rivers,australia,APAC,2017Q1,8664.0,4842.0,3,78.93432465923172,1Q17
australia_nsw_northern-rivers,australia,APAC,2017Q2,7917.0,4662.0,3,69.81981981981981,2Q17
australia_nsw_northern-rivers,australia,APAC,2017Q3,9228.0,6573.0,3,40.3925148334094,3Q17
australia_nsw_northern-rivers,australia,APAC,2017Q4,10587.0,7959.0,3,33.01922352054278,4Q17
australia_nsw_northern-rivers,australia,APAC,2018Q1,11277.0,9261.0,3,21.7687074829932,1Q18
australia_nsw_northern-rivers,australia,APAC,2018Q2,11313.0,8328.0,3,35.84293948126802,2Q18
australia_nsw_northern-rivers,australia,APAC,2018Q3,13752.0,9702.0,3,41.74397031539889,3Q18
australia_nsw_northern-rivers,australia,APAC,2018Q4,15423.0,11256.0,3,37.020255863539454,4Q18
australia_nsw_northern-rivers,australia,APAC,2019Q1,16197.0,11982.0,3,35.17776664997496,1Q19
australia_nsw_northern-rivers,australia,APAC,2019Q2,14616.0,12060.0,3,21.194029850746276,2Q19
australia_nsw_northern-rivers,australia,APAC,2019Q3,16767.0,14853.0,3,12.886285598868907,3Q19
australia_nsw_northern-rivers,australia,APAC,2019Q4,19977.0,16821.0,3,18.762261458890684,4Q19
australia_nsw_northern-rivers,australia,APAC,2020Q1,18399.0,17424.0,3,5.595730027548207,1Q20
australia_nsw_northern-rivers,australia,APAC,2020Q2,4692.0,15846.0,3,-70.39000378644454,2Q20
australia_nsw_northern-rivers,australia,APAC,2020Q3,16542.0,18102.0,3,-8.617832283725557,3Q20
australia_nsw_northern-rivers,australia,APAC,2020Q4,25338.0,21651.0,3,17.029236524871827,4Q20
australia_nsw_northern-rivers,australia,APAC,2021Q1,24234.0,19983.0,3,21.273082119801835,1Q21
australia_nsw_northern-rivers,australia,APAC,2021Q2,23082.0,5082.0,3,354.1912632821724,2Q21
australia_nsw_northern-rivers,australia,APAC,2021Q3,6660.0,18060.0,3,-63.12292358803987,3Q21
australia_nsw_northern-rivers,australia,APAC,2021Q4,16980.0,27984.0,3,-39.32246998284734,4Q21
australia_nsw_northern-rivers,australia,APAC,2022Q1,24561.0,26625.0,3,-7.752112676056333,1Q22
australia_nsw_northern-rivers,australia,APAC,2022Q2,24441.0,25359.0,3,-3.620016562167283,2Q22
australia_nsw_northern-rivers,australia,APAC,2022Q3,26487.0,7353.0,3,260.2203182374541,3Q22
australia_nsw_northern-rivers,australia,APAC,2022Q4,29616.0,18879.0,3,56.872715715874776,4Q22
australia_nsw_northern-rivers,australia,APAC,2023Q1,31314.0,27459.0,3,14.039112859171855,1Q23
australia_nsw_northern-rivers,australia,APAC,2023Q2,27975.0,27336.0,3,2.3375768217734905,2Q23
australia_nsw_northern-rivers,australia,APAC,2023Q3,30990.0,29748.0,3,4.175070592981034,3Q23
australia_nsw_northern-rivers,australia,APAC,2023Q4,36012.0,32844.0,3,9.64559736938253,4Q23
australia_nsw_northern-rivers,australia,APAC,2024Q1,38877.0,35070.0,3,10.85543199315655,1Q24
australia_nsw_northern-rivers,australia,APAC,2024Q2,33135.0,31551.0,3,5.0204430921365395,2Q24
australia_nsw_northern-rivers,australia,APAC,2024Q3,36150.0,34803.0,3,3.8703560037927742,3Q24
australia_nsw_northern-rivers,australia,APAC,2024Q4,43212.0,41016.0,3,5.354008191925108,4Q24
australia_nsw_northern-rivers,australia,APAC,2025Q1,40371.0,44085.0,3,-8.424634229329708,1Q25
australia_nsw_northern-rivers,australia,APAC,2025Q2,38952.0,37881.0,3,2.8272748871465803,2Q25
australia_nsw_northern-rivers,australia,APAC,2025Q3,36811.0,36546.0,3,0.7251135555190746,3Q25
australia_nsw_northern-rivers,australia,APAC,2025Q4,34064.0,33304.0,3,2.282008167187133,4Q25
australia_nsw_northern-rivers,australia,APAC,2026Q1,34380.0,31448.0,3,9.32332739760875,1Q26
australia_nsw_northern-rivers,australia,APAC,2026Q2,30282.0,29850.0,3,1.4472361809045209,2Q26
australia_nsw_sydney,australia,APAC,2016Q1,8400.0,3909.0,3,114.88871834228705,1Q16
australia_nsw_sydney,australia,APAC,2016Q2,7377.0,3408.0,3,116.4612676056338,2Q16
australia_nsw_sydney,australia,APAC,2016Q3,9774.0,4467.0,3,118.80456682337139,3Q16
australia_nsw_sydney,australia,APAC,2016Q4,13437.0,7008.0,3,91.73801369863013,4Q16
australia_nsw_sydney,australia,APAC,2017Q1,16065.0,9078.0,3,76.96629213483146,1Q17
australia_nsw_sydney,australia,APAC,2017Q2,14172.0,7893.0,3,79.55150133029267,2Q17
australia_nsw_sydney,australia,APAC,2017Q3,16302.0,10488.0,3,55.434782608695656,3Q17
australia_nsw_sydney,australia,APAC,2017Q4,21492.0,14511.0,3,48.10833161050239,4Q17
australia_nsw_sydney,australia,APAC,2018Q1,25044.0,17679.0,3,41.65959613100287,1Q18
australia_nsw_sydney,australia,APAC,2018Q2,19659.0,15402.0,3,27.639267627580843,2Q18
australia_nsw_sydney,australia,APAC,2018Q3,22344.0,17811.0,3,25.450564258042775,3Q18
australia_nsw_sydney,australia,APAC,2018Q4,30807.0,23001.0,3,33.937654884570236,4Q18
australia_nsw_sydney,australia,APAC,2019Q1,33861.0,27003.0,3,25.39717809132318,1Q19
australia_nsw_sydney,australia,APAC,2019Q2,28221.0,21579.0,3,30.77992492701238,2Q19
australia_nsw_sydney,australia,APAC,2019Q3,31431.0,24690.0,3,27.302551640340212,3Q19
australia_nsw_sydney,australia,APAC,2019Q4,40221.0,34020.0,3,18.227513227513235,4Q19
australia_nsw_sydney,australia,APAC,2020Q1,37104.0,37170.0,3,-0.17756255044391045,1Q20
australia_nsw_sydney,australia,APAC,2020Q2,9765.0,31266.0,3,-68.76799078871618,2Q20
australia_nsw_sydney,australia,APAC,2020Q3,17181.0,34560.0,3,-50.28645833333334,3Q20
australia_nsw_sydney,australia,APAC,2020Q4,24681.0,44799.0,3,-44.907252394026656,4Q20
australia_nsw_sydney,australia,APAC,2021Q1,25611.0,41427.0,3,-38.177999855166924,1Q21
australia_nsw_sydney,australia,APAC,2021Q2,35943.0,10806.0,3,232.62076624097725,2Q21
australia_nsw_sydney,australia,APAC,2021Q3,6888.0,19158.0,3,-64.04635139367366,3Q21
australia_nsw_sydney,australia,APAC,2021Q4,32343.0,27561.0,3,17.350604114509636,4Q21
australia_nsw_sydney,australia,APAC,2022Q1,44016.0,28539.0,3,54.231052244297274,1Q22
australia_nsw_sydney,australia,APAC,2022Q2,50280.0,40233.0,3,24.97203787935276,2Q22
australia_nsw_sydney,australia,APAC,2022Q3,53622.0,7788.0,3,588.5208012326657,3Q22
australia_nsw_sydney,australia,APAC,2022Q4,65286.0,35967.0,3,81.51639002418885,4Q22
