quarter,pattern,g_emea,g_latam,g_apac,geo_mix_pp
3Q26,base pattern EMEA 8 / LatAm 20 / APAC 18,7.0786910689614455,17.696727672403615,15.927054905163253,-1.292633806119825
3Q26,tilt A: EMEA 6 / LatAm 25 / APAC 22,4.92269710578376,20.511237940765668,18.049889387873787,-1.5345879285289854
3Q26,"tilt B: EMEA 5 / LatAm 30 / APAC 25 (India +60, Brazil +31 origin)",3.7452438138677584,22.471462883206552,18.726219069338793,-1.6739485718353486
3Q26,tilt C: EMEA 10 / LatAm 15 / APAC 14 (Europe leads),9.601897178064075,14.402845767096112,13.442656049289704,-1.009469692392162
4Q26,base pattern EMEA 8 / LatAm 20 / APAC 18,6.316615068619684,15.791537671549209,14.212383904394288,-1.3356182124145577
4Q26,tilt A: EMEA 6 / LatAm 25 / APAC 22,4.459114682768702,18.57964451153626,16.35008717015191,-1.5646607103014243
4Q26,"tilt B: EMEA 5 / LatAm 30 / APAC 25 (India +60, Brazil +31 origin)",3.4144450272853732,20.48667016371224,17.072225136426866,-1.6998889949451534
4Q26,tilt C: EMEA 10 / LatAm 15 / APAC 14 (Europe leads),8.421452280481812,12.632178420722719,11.790033192674537,-1.0760773927611988
1Q27,base pattern EMEA 8 / LatAm 20 / APAC 18,6.53339354949878,16.33348387374695,14.700135486372256,-1.6203852493470672
1Q27,tilt A: EMEA 6 / LatAm 25 / APAC 22,4.564300599757885,19.017919165657858,16.735768865778915,-1.8855592994368564
1Q27,"tilt B: EMEA 5 / LatAm 30 / APAC 25 (India +60, Brazil +31 origin)",3.479189511808747,20.87513707085248,17.395947559043734,-2.040283933390674
1Q27,tilt C: EMEA 10 / LatAm 15 / APAC 14 (Europe leads),8.815175864036139,13.222763796054208,12.341246209650594,-1.3131019096506158
2Q27,base pattern EMEA 8 / LatAm 20 / APAC 18,4.672499916460061,11.681249791150153,10.513124812035137,-1.0807393264024912
2Q27,tilt A: EMEA 6 / LatAm 25 / APAC 22,3.303132922691314,13.763053844547143,12.111487383201487,-1.257558539169723
2Q27,"tilt B: EMEA 5 / LatAm 30 / APAC 25 (India +60, Brazil +31 origin)",2.530821503841489,15.184929023048934,12.654107519207445,-1.3616701990067703
2Q27,tilt C: EMEA 10 / LatAm 15 / APAC 14 (Europe leads),6.219548318631844,9.329322477947766,8.707367646084583,-0.8809770407408268
