quarter,subgeo_pp,part_NAM,part_EMEA,part_LatAm,part_APAC,shares_fy
1Q16,-0.31483799719260475,-0.3060110000234489,-0.056525503546291246,0.26529720066110746,-0.21759869428397208,2025
2Q16,0.46911817073580697,-0.0663478623767722,0.25144166140742513,0.47382020178307305,-0.189795830077919,2025
3Q16,-0.09756116437966836,-0.12461039225896968,0.06975829573298199,0.14122525218449292,-0.1839343200381736,2025
4Q16,0.011244028224446062,-0.1297659759559931,-0.03294895550766573,0.320722800421304,-0.14676384073319912,2025
1Q17,0.030388069378617127,-0.09298933210480143,-0.1210680656928637,0.38933864983820926,-0.144893182661927,2025
2Q17,-0.11349874238390183,-0.26303921665775387,-0.11406717285525902,0.3812198144997899,-0.11761216737067885,2025
3Q17,-0.13336395405544327,-0.1882354965504875,-0.2291304030865326,0.574709409967983,-0.2907074643864062,2025
4Q17,-0.7060920028566382,-0.23316426924057057,-0.5178901624204261,0.2387165645672278,-0.19375413576286937,2025
1Q18,-0.3285993617597942,-0.16535314222936104,-0.3163660993980696,0.33597943028287136,-0.1828595504152349,2025
2Q18,0.08373734482936451,-0.08845408240218713,0.022619367257751502,0.2807261697823987,-0.1311541098085986,2025
3Q18,0.3949047862738729,-0.05094007384458291,0.10404360469039127,0.3849992487305685,-0.04319799330250402,2025
4Q18,0.07143299515543686,-0.12692946249702972,0.21272665058888288,0.13487601969740384,-0.14924021263382015,2025
1Q19,0.04049100667589697,-0.13239178138019686,0.1739314829925809,0.11626721084919146,-0.11731590578567855,2025
2Q19,-0.6224639044200158,-0.14499355382334,-0.25712375672793153,-0.08206611880008166,-0.1382804750686626,2025
3Q19,-0.6097572810764218,-0.09020799019806641,-0.3027827043354167,-0.08942881756927554,-0.12733776897366317,2025
4Q19,-0.6916783391423913,-0.06901636074385759,-0.40698981118958566,-0.16134204861785764,-0.05433011859109035,2025
1Q20,-0.5708298047092811,-0.17914618621222342,-0.35180236451932023,-0.08857497608489992,0.04869372210716247,2025
2Q20,0.4104499698398226,0.6392059063095199,-0.34327929432192394,-0.34456832871303694,0.4590916865652636,2025
3Q20,0.4009743471670484,0.5358925743677141,-0.020052317200616187,-0.39983922377739245,0.2849733137773429,2025
4Q20,0.1741917220076153,0.7483405804446753,-0.7425798302243234,-0.41358023658808557,0.5820112083753489,2020
1Q21,0.5979999785035974,0.7958704411775162,-0.5969242952470005,-0.4072640929763421,0.8063179255494238,2020
2Q21,1.9723260200652437,0.5762772430487297,0.9081979206514342,0.20437639224787946,0.2834744641172004,2020
3Q21,0.44756942834436503,0.21716460018864134,-0.15893485235120708,0.1835479418578885,0.20579173864904227,2020
4Q21,1.1649604395270898,-0.3805852267854487,0.8171410245354918,0.3413973205669334,0.38700732121011333,2020
1Q22,0.6531431742031633,-0.34096120237292377,0.5541106109364147,0.3584908223002479,0.08150294333942443,2021
2Q22,-2.0340507548414073,-1.1513080584401025,-0.8177621147272999,-0.038850045622920264,-0.02613053605108452,2021
3Q22,-0.8550865695789184,-0.7689063996407898,0.07111317433990363,-0.06435548167218759,-0.09293786260584459,2021
4Q22,-0.8517614294073351,-0.2952248533987799,-0.10276973930517835,0.10803673906057869,-0.5618035757639556,2021
1Q23,-0.9327884000667408,-0.29376924689889444,0.06531678800658851,-0.031154367889813978,-0.6731815732846209,2022
2Q23,-1.0677046899142908,-0.3830600272547411,-0.07346633620582126,-0.09654681396556712,-0.5146315124881613,2022
3Q23,-0.6206036511446893,-0.4168902600248923,0.06428647674635973,0.10012600633351341,-0.3681258741996701,2022
4Q23,-0.6639460236497202,-0.262732169184874,-0.05075406288621142,-0.09202793502931207,-0.2584318565493227,2022
1Q24,-0.4705521022479935,-0.1783606388416549,-0.19800358209562166,0.15682933388725703,-0.251017215197974,2023
2Q24,-0.3138780595843347,-0.18727654197909002,-0.06625585404168215,0.03970991926360901,-0.10005558282717156,2023
3Q24,-0.16215120762717072,-0.1929092943977645,0.075412728851472,-0.0930137968025327,0.04835915472165448,2023
4Q24,-0.5038696226565882,-0.26138953974650625,-0.22087276495893335,0.04117576238976998,-0.06278308034091859,2023
1Q25,-0.38039413234807234,-0.03437300584894071,-0.07310048688657932,-0.23143227914643247,-0.041488360466119846,2024
2Q25,-0.5435282555970474,-0.13557174253432494,-0.1851208749887809,-0.2204188120592636,-0.0024168260146779554,2024
3Q25,-0.25416228812623193,-0.28765498719737503,0.06259224513446487,-0.021157228968124654,-0.007942317095197085,2024
4Q25,0.011417214990915213,0.09379143328126543,-0.0228637263902515,-0.058743159351642184,-0.0007673325484565392,2024
1Q26,-0.24908781667553703,-0.010425657112275354,-0.10632110137754865,-0.044147216599159975,-0.08819384158655308,2025
2Q26,-0.09940640335616571,-0.22959234785103685,0.16145539625173488,0.041467155165311013,-0.07273660692217475,2025
3Q26,0.051052242483569085,,0.051052242483569085,,,2025
