region,quarter,q,mix_pp,region_growth_pct,n_countries,share_src,growth_src,share_kept_from_panel,share_imputed_price,price_basis
EMEA,3Q26,2026Q3,0.07746659443745862,7.281803631125516,21,panel,panel,,0.02113683081597998,median
EMEA,4Q26,2026Q4,0.05610665467616904,6.696711246509341,21,panel,panel,,0.021108592765592703,median
EMEA,1Q27,2027Q1,0.033797446725625235,7.0908073955604225,21,panel,panel,,0.021076815244921103,median
EMEA,2Q27,2027Q2,0.011737035902203985,5.405663676142124,21,panel,panel,,0.02104124848076214,median
EMEA,3Q27,2027Q3,-0.011380595772947366,5.583171583785851,21,panel,panel,,0.02100061612446418,median
EMEA,4Q27,2027Q4,-0.034513881056774665,5.721839817651453,21,panel,panel,,0.02095493249658513,median
EMEA,3Q26,2026Q3,0.03606645106510875,7.149479622032601,21,eurostat,panel,0.1231283384953227,0.018411826160265647,median
EMEA,4Q26,2026Q4,0.021336202625166223,6.55850912304443,21,eurostat,panel,0.1231283384953227,0.018394347798186966,median
EMEA,1Q27,2027Q1,0.005480799608181819,6.95070284652553,21,eurostat,panel,0.1231283384953227,0.018376585103482355,median
EMEA,2Q27,2027Q2,-0.01122485117429628,5.267699735342082,21,eurostat,panel,0.1231283384953227,0.01835805970964238,median
EMEA,3Q27,2027Q3,-0.029050676059294567,5.451457956856377,21,eurostat,panel,0.1231283384953227,0.018337700734793384,median
EMEA,4Q27,2027Q4,-0.04759603786842481,5.600441496288205,21,eurostat,panel,0.1231283384953227,0.01831507033844827,median
EMEA,3Q26,2026Q3,-0.2356431096137812,7.286022598742556,21,eurostat,eurostat,0.1231283384953227,0.018411826160265647,median
EMEA,4Q26,2026Q4,-0.24835933695289691,6.622519993374734,21,eurostat,eurostat,0.1231283384953227,0.020248141600593718,median
EMEA,1Q27,2027Q1,-0.2598308725003995,6.947984411184372,21,eurostat,eurostat,0.1231283384953227,0.02247270053791535,median
EMEA,2Q27,2027Q2,-0.277616732455499,5.206529799669964,21,eurostat,eurostat,0.1231283384953227,0.025141834703581,median
EMEA,3Q27,2027Q3,-0.2921994226889213,5.341177267475496,21,eurostat,eurostat,0.1231283384953227,0.02840052476239229,median
EMEA,4Q27,2027Q4,-0.3082166021518451,5.454059899397739,21,eurostat,eurostat,0.1231283384953227,0.03231297562851221,median
EMEA,3Q26,2026Q3,-0.041521216946860395,7.149479622032601,21,eurostat,panel,0.1231283384953227,0.018411826160265647,rw_mean
EMEA,4Q26,2026Q4,-0.05659968913068747,6.55850912304443,21,eurostat,panel,0.1231283384953227,0.018394347798186966,rw_mean
EMEA,1Q27,2027Q1,-0.07185657018203839,6.95070284652553,21,eurostat,panel,0.1231283384953227,0.018376585103482355,rw_mean
EMEA,2Q27,2027Q2,-0.0892475716867458,5.267699735342082,21,eurostat,panel,0.1231283384953227,0.01835805970964238,rw_mean
EMEA,3Q27,2027Q3,-0.10614025838142638,5.451457956856377,21,eurostat,panel,0.1231283384953227,0.018337700734793384,rw_mean
EMEA,4Q27,2027Q4,-0.12354648836506721,5.600441496288205,21,eurostat,panel,0.1231283384953227,0.01831507033844827,rw_mean
EMEA,3Q26,2026Q3,0.025294427245636797,7.281803631125516,21,panel,panel,,0.02113683081597998,rw_mean
EMEA,4Q26,2026Q4,0.005065933045189652,6.696711246509341,21,panel,panel,,0.021108592765592703,rw_mean
EMEA,1Q27,2027Q1,-0.015489066057294831,7.0908073955604225,21,panel,panel,,0.021076815244921103,rw_mean
EMEA,2Q27,2027Q2,-0.03661727483533772,5.405663676142124,21,panel,panel,,0.02104124848076214,rw_mean
EMEA,3Q27,2027Q3,-0.057786175656737715,5.583171583785851,21,panel,panel,,0.02100061612446418,rw_mean
EMEA,4Q27,2027Q4,-0.0788893202972929,5.721839817651453,21,panel,panel,,0.02095493249658513,rw_mean
EMEA,3Q26,2026Q3,-0.2297853669680161,7.286022598742556,21,eurostat,eurostat,0.1231283384953227,0.018411826160265647,rw_mean
EMEA,4Q26,2026Q4,-0.24217606034151462,6.622519993374734,21,eurostat,eurostat,0.1231283384953227,0.020248141600593718,rw_mean
EMEA,1Q27,2027Q1,-0.25317104846050986,6.947984411184372,21,eurostat,eurostat,0.1231283384953227,0.02247270053791535,rw_mean
EMEA,2Q27,2027Q2,-0.27009421830032077,5.206529799669964,21,eurostat,eurostat,0.1231283384953227,0.025141834703581,rw_mean
EMEA,3Q27,2027Q3,-0.283620651266292,5.341177267475496,21,eurostat,eurostat,0.1231283384953227,0.02840052476239229,rw_mean
EMEA,4Q27,2027Q4,-0.2982206132628895,5.454059899397739,21,eurostat,eurostat,0.1231283384953227,0.03231297562851221,rw_mean
