market_key,country,region,dump_date,period,lang,reviews,tot,share_pct,reviews_lag4,share_pct_lag4,yoy_pct,share_chg_pp
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,argentina,LatAm,2026-06-29,2021Q1,de,4,3526,0.11344299489506524,,,,
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,argentina,LatAm,2026-06-29,2021Q1,en,550,3526,15.598411798071469,,,,
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,argentina,LatAm,2026-06-29,2021Q1,es,2429,3526,68.88825865002836,,,,
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,argentina,LatAm,2026-06-29,2021Q1,fr,37,3526,1.0493477027793534,,,,
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,argentina,LatAm,2026-06-29,2021Q1,it,6,3526,0.17016449234259784,,,,
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,argentina,LatAm,2026-06-29,2021Q1,other,471,3526,13.357912648893931,,,,
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,argentina,LatAm,2026-06-29,2021Q1,pt,28,3526,0.7941009642654566,,,,
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,argentina,LatAm,2026-06-29,2021Q1,zh_ja_ko,1,3526,0.02836074872376631,,,,
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,argentina,LatAm,2026-06-29,2021Q2,de,2,2782,0.07189072609633357,,,,
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,argentina,LatAm,2026-06-29,2021Q2,en,385,2782,13.838964773544213,,,,
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,argentina,LatAm,2026-06-29,2021Q2,es,1961,2782,70.48885693745507,,,,
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,argentina,LatAm,2026-06-29,2021Q2,fr,21,2782,0.7548526240115025,,,,
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,argentina,LatAm,2026-06-29,2021Q2,it,5,2782,0.17972681524083392,,,,
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,argentina,LatAm,2026-06-29,2021Q2,other,396,2782,14.234363767074047,,,,
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,argentina,LatAm,2026-06-29,2021Q2,pt,11,2782,0.39539899352983465,,,,
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,argentina,LatAm,2026-06-29,2021Q2,zh_ja_ko,1,2782,0.035945363048166784,,,,
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,argentina,LatAm,2026-06-29,2021Q3,de,2,4131,0.04841442749939482,,,,
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,argentina,LatAm,2026-06-29,2021Q3,en,355,4131,8.593560881142581,,,,
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,argentina,LatAm,2026-06-29,2021Q3,es,3174,4131,76.83369644153957,,,,
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,argentina,LatAm,2026-06-29,2021Q3,fr,35,4131,0.8472524812394093,,,,
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,argentina,LatAm,2026-06-29,2021Q3,it,5,4131,0.12103606874848705,,,,
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,argentina,LatAm,2026-06-29,2021Q3,other,545,4131,13.192931493585089,,,,
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,argentina,LatAm,2026-06-29,2021Q3,pt,14,4131,0.3389009924957637,,,,
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,argentina,LatAm,2026-06-29,2021Q3,zh_ja_ko,1,4131,0.02420721374969741,,,,
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,argentina,LatAm,2026-06-29,2021Q4,de,22,9353,0.2352186464236074,,,,
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,argentina,LatAm,2026-06-29,2021Q4,en,1931,9353,20.64578210199936,,,,
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,argentina,LatAm,2026-06-29,2021Q4,es,6048,9353,64.6637442531808,,,,
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,argentina,LatAm,2026-06-29,2021Q4,fr,89,9353,0.9515663423500481,,,,
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,argentina,LatAm,2026-06-29,2021Q4,it,22,9353,0.2352186464236074,,,,
