market_key,country,market,store,dump_date,active,median_price,rw_mean,reviews_ltm,reviews_ly,reviews_ltm_on_ly_panel,n_ly
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,argentina,buenos-aires,capture,2026-06-29,19925,104029.74,155398.16876101468,346243.0,290498.0,346243.0,19925
australia_nsw_mid-north-coast,australia,mid-north-coast,yoy2025,2025-11-12,3304,248.0,231.99852031484411,48659.0,44164.0,48659.0,3304
australia_nsw_mid-north-coast,australia,mid-north-coast,capture,2026-06-19,3491,342.5,324.7657531108652,51513.0,47343.0,51513.0,3491
australia_nsw_mid-north-coast,australia,mid-north-coast,backfill,2026-07-16,3463,349.5,331.39966117233985,51265.0,46881.0,51265.0,3463
australia_nsw_northern-rivers,australia,northern-rivers,yoy2025,2025-09-22,3656,330.0,324.31889068287586,52645.0,47789.0,52645.0,3656
australia_nsw_northern-rivers,australia,northern-rivers,backfill,2026-06-24,3827,420.0,420.74888232326873,55508.0,49892.0,55508.0,3827
australia_nsw_sydney,australia,sydney,yoy2025,2025-09-12,0,,,,,,0
australia_nsw_sydney,australia,sydney,backfill,2026-06-16,10741,343.0,387.71817683321217,174707.0,149216.0,174707.0,10741
australia_qld_brisbane,australia,brisbane,yoy2025,2025-11-11,3515,211.0,223.28374217896513,70483.0,50203.0,70483.0,3515
australia_qld_brisbane,australia,brisbane,capture,2026-06-15,3769,300.67,317.5116447861226,76095.0,66454.0,76095.0,3769
australia_qld_brisbane,australia,brisbane,backfill,2026-07-14,3745,324.0,342.90721668561156,75658.0,64646.0,75658.0,3745
australia_qld_sunshine-coast,australia,sunshine-coast,yoy2025,2025-09-30,4669,341.0,339.39801803691273,76288.0,66715.0,76288.0,4669
australia_qld_sunshine-coast,australia,sunshine-coast,capture,2026-06-30,4641,431.67,432.6689739515499,76780.0,69240.0,76780.0,4641
australia_qld_sunshine-coast,australia,sunshine-coast,backfill,2026-07-26,4692,406.0,406.08287611934514,77389.0,68738.0,77389.0,4692
australia_sa_barossa-valley,australia,barossa-valley,yoy2025,2025-09-27,234,310.5,327.6066362715299,3948.0,3573.0,3948.0,234
australia_sa_barossa-valley,australia,barossa-valley,backfill,2026-06-29,250,408.5,420.4293145063963,4143.0,3842.0,4143.0,250
australia_tas_tasmania,australia,tasmania,yoy2025,2025-09-11,4628,200.0,209.58675259512427,110014.0,99097.0,110014.0,4628
australia_tas_tasmania,australia,tasmania,backfill,2026-06-15,4809,292.03,304.5734249787059,113881.0,105272.0,113881.0,4809
australia_vic_barwon-south-west-vic,australia,barwon-south-west-vic,yoy2025,2025-09-28,4619,287.0,271.49143833199224,70839.0,66964.0,70839.0,4619
australia_vic_barwon-south-west-vic,australia,barwon-south-west-vic,backfill,2026-06-29,4403,377.5,347.97916868516063,65643.0,63647.0,65643.0,4403
australia_vic_melbourne,australia,melbourne,yoy2025,2025-09-12,0,,,,,,0
australia_vic_melbourne,australia,melbourne,backfill,2026-06-16,11828,277.0,313.8395395121366,200179.0,179941.0,200179.0,11828
australia_vic_mornington-peninsula,australia,mornington-peninsula,yoy2025,2025-09-18,2976,351.0,341.07898193353327,40351.0,37856.0,40351.0,2976
australia_vic_mornington-peninsula,australia,mornington-peninsula,backfill,2026-06-22,2964,490.25,478.84266664934796,38494.0,36672.0,38494.0,2964
australia_wa_western-australia,australia,western-australia,yoy2025,2025-06-23,8358,233.0,242.85575979504338,151837.0,134782.0,151837.0,8358
australia_wa_western-australia,australia,western-australia,backfill,2026-06-28,8923,347.5,356.33516856673646,168064.0,149423.0,168064.0,8923
austria_vienna_vienna,austria,vienna,yoy2025,2025-09-14,7000,94.0,115.50889822356186,124744.0,106239.0,124744.0,7000
austria_vienna_vienna,austria,vienna,backfill,2026-06-20,7133,125.0,144.55241764530825,131049.0,116410.0,131049.0,7133
belgium_bru_brussels,belgium,brussels,yoy2025,2025-09-23,3027,100.0,115.50703369102656,70731.0,53770.0,70731.0,3027
belgium_bru_brussels,belgium,brussels,backfill,2026-06-27,2639,137.0,159.77730220629041,66673.0,60175.0,66673.0,2639
belgium_vlg_antwerp,belgium,antwerp,yoy2025,2025-09-28,1478,96.0,138.3886080673067,29477.0,23074.0,29477.0,1478
belgium_vlg_antwerp,belgium,antwerp,backfill,2026-06-29,1418,147.16500000000002,167.83801054432456,28641.0,24720.0,28641.0,1418
belgium_vlg_ghent,belgium,ghent,yoy2025,2025-09-26,717,113.0,131.76809773920988,17516.0,14223.0,17516.0,717
belgium_vlg_ghent,belgium,ghent,backfill,2026-06-29,752,171.5,184.8789195006457,18584.0,16727.0,18584.0,752
belize_bz_belize,belize,belize,yoy2025,2025-09-28,1720,273.0,321.09800714761644,16509.0,15725.0,16509.0,1720
belize_bz_belize,belize,belize,backfill,2026-06-29,1685,405.17,474.9932013685239,16368.0,14650.0,16368.0,1685
brazil_rj_rio-de-janeiro,brazil,rio-de-janeiro,yoy2025,2025-09-26,22881,310.0,398.3334029701621,330285.0,222086.0,330285.0,22881
brazil_rj_rio-de-janeiro,brazil,rio-de-janeiro,backfill,2026-06-24,26632,445.0,541.2298851203363,398591.0,325164.0,398591.0,26632
brazil_sp_são-paulo,brazil,são-paulo,capture,2026-06-14,29945,340.5,363.7923390351791,542339.0,441309.0,542339.0,29945
canada_bc_vancouver,canada,vancouver,yoy2025,2025-11-17,2891,165.0,190.7014700170307,66938.0,52476.0,66938.0,2891
canada_bc_vancouver,canada,vancouver,capture,2026-06-15,3604,382.0,455.3284410331451,72439.0,61810.0,72439.0,3604
canada_bc_vancouver,canada,vancouver,backfill,2026-07-14,3786,397.0,454.6495778141256,74588.0,61204.0,74588.0,3786
canada_bc_victoria,canada,victoria,yoy2025,2025-09-29,2048,166.5,198.35918080028156,45459.0,36527.0,45459.0,2048
canada_bc_victoria,canada,victoria,capture,2026-06-29,2057,296.71,367.45460296207796,48547.0,43323.0,48547.0,2057
canada_bc_victoria,canada,victoria,backfill,2026-07-24,2090,307.0,373.64290239726023,49056.0,42906.0,49056.0,2090
canada_mb_winnipeg,canada,winnipeg,yoy2025,2025-09-18,913,109.0,122.41488679072326,21818.0,18055.0,21818.0,913
canada_mb_winnipeg,canada,winnipeg,backfill,2026-06-22,1056,160.0,194.87848202291585,25310.0,22850.0,25310.0,1056
canada_nb_new-brunswick,canada,new-brunswick,yoy2025,2025-09-29,2747,157.0,161.51193746038453,52063.0,40056.0,52063.0,2747
canada_nb_new-brunswick,canada,new-brunswick,backfill,2026-06-30,2947,247.8,264.5392501471873,56051.0,51141.0,56051.0,2947
canada_on_ottawa,canada,ottawa,yoy2025,2025-09-22,1106,144.0,187.15886568074401,26236.0,21200.0,26236.0,1106
canada_on_ottawa,canada,ottawa,backfill,2026-06-24,1068,177.5,279.1999664207131,22633.0,22090.0,22633.0,1068
canada_on_toronto,canada,toronto,yoy2025,2025-11-11,6974,170.0,234.74834571163703,93847.0,66545.0,93847.0,6974
canada_on_toronto,canada,toronto,capture,2026-06-15,8164,296.0,402.76319977750825,109667.0,86214.0,109667.0,8164
canada_on_toronto,canada,toronto,backfill,2026-07-14,8105,286.63,388.01197333158416,106718.0,82793.0,106718.0,8105
canada_qc_montreal,canada,montreal,yoy2025,2025-12-22,0,,,,,,0
canada_qc_montreal,canada,montreal,backfill,2026-06-15,5582,216.0,299.3978169048243,103083.0,87130.0,103083.0,5582
canada_qc_quebec-city,canada,quebec-city,yoy2025,2025-11-12,1476,126.0,152.74092430651064,38537.0,32388.0,38537.0,1476
canada_qc_quebec-city,canada,quebec-city,capture,2026-06-19,1476,253.8,321.0858565146114,38429.0,36482.0,38429.0,1476
canada_qc_quebec-city,canada,quebec-city,backfill,2026-07-16,1578,294.125,364.80842544109987,40297.0,37770.0,40297.0,1578
chile_rm_santiago,chile,santiago,backfill,2026-06-29,11469,64547.0,79084.00440641477,227600.0,187079.0,227600.0,11469
china_hk_hong-kong,china,hong-kong,yoy2025,2025-09-23,1057,850.0,1001.0675223214286,12544.0,9173.0,12544.0,1057
china_hk_hong-kong,china,hong-kong,backfill,2026-06-27,1165,1068.99,1200.7595422484526,13894.0,11438.0,13894.0,1165
colombia_dc_bogotá,colombia,bogotá,capture,2026-06-21,9897,179900.0,258432.85072477956,156282.0,132032.0,156282.0,9897
czech-republic_prague_prague,czech-republic,prague,yoy2025,2025-09-23,6983,2191.0,2645.431137155025,189253.0,161669.0,189253.0,6983
czech-republic_prague_prague,czech-republic,prague,backfill,2026-06-27,7688,2605.645,3070.050963142882,205442.0,190640.0,205442.0,7688
denmark_hovedstaden_copenhagen,denmark,copenhagen,yoy2025,2025-09-29,9666,1243.0,1533.5354100477198,79003.0,57037.0,79003.0,9666
denmark_hovedstaden_copenhagen,denmark,copenhagen,backfill,2026-06-30,9661,1752.0,2134.3399614839104,76851.0,67175.0,76851.0,9661
france_auvergne-rhone-alpes_lyon,france,lyon,yoy2025,2025-09-18,3499,82.0,97.02481877902368,70632.0,62996.0,70632.0,3499
france_auvergne-rhone-alpes_lyon,france,lyon,backfill,2026-06-22,3616,114.5,133.49233091142946,73083.0,66788.0,73083.0,3616
france_ile-de-france_paris,france,paris,yoy2025,2025-09-12,0,,,,,,0
france_ile-de-france_paris,france,paris,backfill,2026-06-16,31069,211.67,301.88145751557283,417553.0,375219.0,417553.0,31069
france_nouvelle-aquitaine_bordeaux,france,bordeaux,yoy2025,2025-09-18,4656,86.0,104.52727052359405,74256.0,63265.0,74256.0,4656
france_nouvelle-aquitaine_bordeaux,france,bordeaux,backfill,2026-06-22,5002,122.235,137.0345306934709,78893.0,71114.0,78893.0,5002
france_pyrénées-atlantiques_pays-basque,france,pays-basque,yoy2025,2025-09-21,6440,108.0,134.74984374486002,60798.0,51034.0,60798.0,6440
france_pyrénées-atlantiques_pays-basque,france,pays-basque,capture,2026-06-23,6273,154.33,174.74367147262274,59995.0,56951.0,59995.0,6273
germany_be_berlin,germany,berlin,yoy2025,2025-09-23,4462,131.0,153.5897193207811,88749.0,77648.0,88749.0,4462
germany_be_berlin,germany,berlin,backfill,2026-06-26,4405,178.0,210.46100779985613,88976.0,84972.0,88976.0,4405
germany_bv_munich,germany,munich,yoy2025,2025-09-27,2398,242.5,378.1573735628364,30094.0,24855.0,30094.0,2398
germany_bv_munich,germany,munich,backfill,2026-06-29,2018,188.33499999999998,240.92406805253177,28478.0,26120.0,28478.0,2018
greece_attica_athens,greece,athens,yoy2025,2025-09-26,10318,74.0,102.14361970563293,192209.0,173024.0,192209.0,10318
greece_attica_athens,greece,athens,backfill,2026-06-28,10195,103.0,129.72883556758728,192085.0,183611.0,192085.0,10195
greece_central-macedonia_thessaloniki,greece,thessaloniki,yoy2025,2025-09-26,3351,56.0,98.97030779010396,48767.0,39706.0,48767.0,3351
greece_central-macedonia_thessaloniki,greece,thessaloniki,backfill,2026-06-29,3588,74.065,76.69256677350427,52416.0,48074.0,52416.0,3588
greece_crete_crete,greece,crete,yoy2025,2025-09-28,15629,101.0,141.38099641977456,109211.0,96296.0,109211.0,15629
greece_crete_crete,greece,crete,backfill,2026-06-29,16040,148.5,212.02031127790542,114046.0,110534.0,114046.0,16040
greece_south-aegean_south-aegean,greece,south-aegean,yoy2025,2025-09-23,18826,129.0,211.01400804192252,137778.0,133440.0,137778.0,18826
greece_south-aegean_south-aegean,greece,south-aegean,backfill,2026-06-28,19309,196.33,266.8799837985333,140728.0,138912.0,140728.0,19309
hungary_közép-magyarország_budapest,hungary,budapest,yoy2025,2025-09-25,9337,20916.0,25610.153620281566,235327.0,209501.0,235327.0,9337
hungary_közép-magyarország_budapest,hungary,budapest,capture,2026-06-28,8476,32497.25,39884.89322870299,221733.0,209613.0,221733.0,8476
ireland_leinster_dublin,ireland,dublin,yoy2025,2025-09-16,2284,200.0,221.26592209084126,44231.0,34892.0,44231.0,2284
ireland_leinster_dublin,ireland,dublin,backfill,2026-06-21,2470,256.815,290.12394385504825,50334.0,44276.0,50334.0,2470
italy_campania_naples,italy,naples,yoy2025,2025-09-22,4606,87.0,112.2112006165035,83049.0,75141.0,83049.0,4606
italy_campania_naples,italy,naples,backfill,2026-06-25,4650,115.0,142.19802700790186,84790.0,82335.0,84790.0,4650
italy_emilia-romagna_bologna,italy,bologna,yoy2025,2025-09-22,2709,155.0,181.98621208322888,51857.0,46203.0,51857.0,2709
italy_emilia-romagna_bologna,italy,bologna,capture,2026-06-26,2956,136.0,171.76431471443442,55714.0,52172.0,55714.0,2956
italy_lazio_rome,italy,rome,yoy2025,2025-09-14,21324,138.0,179.61148981487563,426308.0,372824.0,426308.0,21324
italy_lazio_rome,italy,rome,capture,2026-06-20,21290,178.01,224.00514519976545,453582.0,420788.0,453582.0,21290
italy_lombardia_bergamo,italy,bergamo,yoy2025,2025-09-29,2243,89.0,115.78987978938305,30197.0,26147.0,30197.0,2243
italy_lombardia_bergamo,italy,bergamo,capture,2026-06-30,2424,128.0,147.2264490591316,32842.0,28829.0,32842.0,2424
italy_lombardy_milan,italy,milan,yoy2025,2025-09-22,13740,126.0,172.79362558860777,255051.0,206027.0,255051.0,13740
italy_lombardy_milan,italy,milan,capture,2026-06-25,15272,138.0,173.1699932358717,274980.0,241848.0,274980.0,15272
italy_puglia_puglia,italy,puglia,yoy2025,2025-09-29,19112,88.0,179.80256531199123,131446.0,101831.0,131446.0,19112
italy_puglia_puglia,italy,puglia,capture,2026-06-30,18785,148.35,191.36791223414144,134517.0,125812.0,134517.0,18785
italy_sicilia_sicily,italy,sicily,yoy2025,2025-09-29,24537,85.0,173.65238429620172,234975.0,204865.0,234975.0,24537
italy_sicilia_sicily,italy,sicily,capture,2026-06-30,23594,135.5,167.9719920014589,235793.0,223916.0,235793.0,23594
italy_toscana_florence,italy,florence,yoy2025,2025-09-22,8462,143.0,193.91359144222415,184160.0,171297.0,184160.0,8462
italy_toscana_florence,italy,florence,capture,2026-06-26,8578,174.0,207.7191111288818,187575.0,178123.0,187575.0,8578
italy_trentino-alto-adige-südtirol_trentino,italy,trentino,yoy2025,2025-09-30,4985,115.0,274.6172213221428,37651.0,30379.0,37651.0,4985
italy_trentino-alto-adige-südtirol_trentino,italy,trentino,capture,2026-06-30,4966,168.33,216.69389163722025,38205.0,34752.0,38205.0,4966
italy_veneto_venice,italy,venice,yoy2025,2025-09-11,5359,166.0,198.75721633937377,122673.0,123719.0,122673.0,5359
italy_veneto_venice,italy,venice,capture,2026-06-15,5572,222.6,247.92278363318198,124007.0,117999.0,124007.0,5572
japan_kantō_tokyo,japan,tokyo,yoy2025,2025-09-29,18590,17103.0,23834.20813306727,301682.0,220888.0,301682.0,18590
japan_kantō_tokyo,japan,tokyo,capture,2026-06-30,23121,20700.0,27261.936510433345,380990.0,323051.0,380990.0,23121
kenya_nairobi_nairobi,kenya,nairobi,capture,2026-06-15,5723,6207.0,7344.626638946192,46536.0,38631.0,46536.0,5723
latvia_riga_riga,latvia,riga,yoy2025,2025-09-29,2134,48.0,55.86142635895092,39387.0,31010.0,39387.0,2134
latvia_riga_riga,latvia,riga,capture,2026-06-30,2404,84.0,96.95850230693044,41397.0,38722.0,41397.0,2404
mexico_df_mexico-city,mexico,mexico-city,yoy2025,2025-09-27,13516,1228.0,1518.7095324994614,315636.0,256293.0,315636.0,13516
mexico_df_mexico-city,mexico,mexico-city,capture,2026-06-15,15830,2100.0,2586.2222097739846,364621.0,327213.0,364621.0,15830
norway_oslo_oslo,norway,oslo,yoy2025,2025-09-29,5588,1292.0,1437.1628078733124,58222.0,37383.0,58222.0,5588
norway_oslo_oslo,norway,oslo,capture,2026-06-30,5959,1898.0,2185.3320213476823,56868.0,49614.0,56868.0,5959
portugal_lisbon_lisbon,portugal,lisbon,yoy2025,2025-12-25,0,,,,,,0
portugal_lisbon_lisbon,portugal,lisbon,capture,2026-06-23,13972,155.225,182.01403399445996,270397.0,267451.0,270397.0,13972
portugal_norte_porto,portugal,porto,yoy2025,2025-12-25,0,,,,,,0
portugal_norte_porto,portugal,porto,capture,2026-06-23,9569,123.0,148.2078473259475,186122.0,180424.0,186122.0,9569
singapore_sg_singapore,singapore,singapore,yoy2025,2025-09-28,316,324.0,347.96920668058453,1916.0,1926.0,1916.0,316
singapore_sg_singapore,singapore,singapore,capture,2026-06-29,319,262.32,249.19195148842334,1814.0,1782.0,1814.0,319
south-africa_wc_cape-town,south-africa,cape-town,yoy2025,2025-09-28,13998,1533.0,2109.7832817745016,151930.0,123691.0,151930.0,13998
