market_key,n_langs,reviews_ltm_2026,price_idx_2024,price_idx_2025,price_idx_2026,mix_pct_24_26,mix_pct_25_26,mix_pp_pct_24_26,mix_pp_pct_25_26,country,region,currency
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,8,374229.0,100530.97982874865,100246.84194361328,99550.28128565665,-0.9755187353814643,-0.694845487849316,-1.2304378917406544,-0.841841592303183,argentina,LatAm,ARS
australia_nsw_mid-north-coast,6,57211.0,258.527163775415,258.37317237685244,258.22085787698165,-0.11848112746071227,-0.05895136034039794,-0.03360187789056557,-0.02096675522099689,australia,APAC,AUD
australia_nsw_northern-rivers,6,63197.0,300.3400827158367,300.05893299364965,299.89312340775666,-0.14881773489517913,-0.055259006702024216,-0.05747916447109702,-0.013073337123770123,australia,APAC,AUD
australia_nsw_sydney,8,218262.0,289.89154831546324,289.6106760307195,289.21730489045274,-0.23258471277568527,-0.13582756881000968,-0.08819837978647493,-0.07192722030013865,australia,APAC,AUD
australia_qld_brisbane,8,94483.0,270.8713730903354,270.5455644396458,270.20265719759107,-0.2468758086596745,-0.12674657696382097,-0.09941617400008873,-0.049569786531988846,australia,APAC,AUD
australia_qld_sunshine-coast,7,86194.0,342.0551671572577,341.79086830032446,341.4518655590876,-0.17637552538206647,-0.0991842593462744,-0.04563803535637678,-0.02354605699254053,australia,APAC,AUD
australia_sa_barossa-valley,2,4417.0,345.9736257634647,345.97297297297297,345.96875707493774,-0.001407242681072951,-0.0012185628255889647,-0.018370303863568527,-0.015907617661448104,australia,APAC,AUD
australia_tas_tasmania,7,124555.0,262.3940785273462,262.3012399108871,262.17633174099797,-0.08298464186780041,-0.04762012178499697,-0.0777637066039949,-0.04375042754721781,australia,APAC,AUD
australia_vic_barwon-south-west-vic,6,74447.0,285.69696163690753,285.6538668501213,285.4259540344137,-0.09485841254351923,-0.07978635760151898,-0.012434926671101021,-0.05020729331948193,australia,APAC,AUD
australia_vic_melbourne,8,237211.0,245.73864022680502,245.6530369260145,245.44193852730268,-0.12073872437338151,-0.0859335595250088,-0.11596371914811554,-0.08489829329166865,australia,APAC,AUD
australia_vic_mornington-peninsula,6,40480.0,360.7253222075831,360.7180555627476,360.6799856719368,-0.012568159997428108,-0.010553918835987108,-0.034113340970465256,-0.034114805840179674,australia,APAC,AUD
australia_wa_western-australia,8,196412.0,292.0203800221975,291.55124813934225,290.88075031057167,-0.3902569099934805,-0.2299759761104192,-0.11189468663297397,-0.0700553104851509,australia,APAC,AUD
austria_vienna_vienna,8,153625.0,115.66670739370961,115.41621615600346,114.98235251423922,-0.5916610707530245,-0.3759122038603291,-0.6451982538043244,-0.41762594668370845,austria,EMEA,EUR
belgium_bru_brussels,8,93085.0,120.84343464206874,120.58296333528804,120.34877649460171,-0.4093380405250646,-0.19421221224690255,-0.44110812676844136,-0.19158638336316258,belgium,EMEA,EUR
belgium_vlg_antwerp,8,35273.0,135.28788038012874,135.05899304374125,134.90625024806508,-0.2820874501037074,-0.11309339143873443,-0.36354622842607043,-0.11264437325605448,belgium,EMEA,EUR
belgium_vlg_ghent,8,26212.0,144.2942965512845,144.0633822938636,143.76073325194568,-0.36977435151027693,-0.21008047784174533,-0.3671164392415882,-0.2070780087764068,belgium,EMEA,EUR
belize_bz_belize,6,20169.0,301.10411775329595,300.2823480662983,298.8288462491944,-0.7556427726989057,-0.48404504176283725,-0.5577351486626969,-0.361388315159783,belize,LatAm,BZD
brazil_rj_rio-de-janeiro,8,458968.0,384.90942918448405,383.9952931954564,383.39447074741594,-0.3935882891406117,-0.15646609702963943,-0.4452475971151171,-0.17938488127046126,brazil,LatAm,BRL
brazil_sp_são-paulo,8,595881.0,311.6111394057972,311.1833425086259,310.9285806058592,-0.21904184851655462,-0.08186874680145007,-0.18624797126384207,-0.08811467695787334,brazil,LatAm,BRL
canada_bc_vancouver,8,85170.0,350.1323141793649,349.878183303859,349.47798726077264,-0.18687989999606192,-0.11438153682729046,-0.06422802283878593,-0.0719600453182867,canada,NAM,CAD
canada_bc_victoria,7,57588.0,276.42270794585664,276.28678478105104,276.0814635861638,-0.12345019055369777,-0.07431451889743368,-0.06190043013938329,-0.036302483186978485,canada,NAM,CAD
canada_mb_winnipeg,6,29791.0,157.4908798853016,157.72072208083512,157.94634285522474,0.28919958429012294,0.14305081248231488,0.04477883168663155,0.02011209567622796,canada,NAM,CAD
canada_nb_new-brunswick,6,63234.0,220.0415295311091,219.83580237941987,219.53259591359077,-0.23128980179460967,-0.13792406084328634,-0.2728407066321603,-0.17202155228718263,canada,NAM,CAD
canada_on_ottawa,8,35381.0,166.43101573550211,166.2587333870318,166.23039823634156,-0.12054093299496138,-0.01704280437665462,-0.051696942135026624,-0.004325681625005906,canada,NAM,CAD
canada_on_toronto,8,169776.0,282.65532730529543,282.99401840668673,282.75679295071154,0.03589730516790901,-0.08382702126031871,-0.0014429506180135832,-0.05338711425449949,canada,NAM,CAD
canada_qc_montreal,8,122118.0,236.8582634231802,236.48276432179648,236.1794002522151,-0.28661156303093627,-0.12828168279045427,-0.09706133027120867,-0.036730482269753395,canada,NAM,CAD
canada_qc_quebec-city,8,43182.0,262.5255346810735,262.03963889044707,261.4835459219119,-0.3969094893673697,-0.21221711756657102,-0.2648051220706438,-0.14467621315141788,canada,NAM,CAD
chile_rm_santiago,8,253876.0,57487.0700710546,56889.364133329305,56494.01388232838,-1.7274426884146266,-0.6949458075754866,-1.4698383784057745,-0.535528714236877,chile,LatAm,CLP
china_hk_hong-kong,8,28581.0,600.7710047307952,605.957088345085,606.3051506245407,0.9211739331902891,0.05744008712007531,0.64842165094956,0.21377783662077654,china,APAC,HKD
colombia_dc_bogotá,8,181717.0,167373.40922541582,165286.06181198408,163675.479750271,-2.209388870226392,-0.9744209790327862,-2.1160493595263286,-0.9444754408324152,colombia,LatAm,COP
czech-republic_prague_prague,8,234340.0,2357.3994879100514,2348.4369896808657,2340.176662008193,-0.7305857997418674,-0.3517372494543758,-0.4551997306042166,-0.22428590737914034,czech-republic,EMEA,CZK
denmark_hovedstaden_copenhagen,8,110202.0,1675.5163703874978,1673.140039873752,1669.887795139834,-0.33593078212432737,-0.19437970859649267,-0.5522614787313973,-0.36778232735804606,denmark,EMEA,DKK
france_auvergne-rhone-alpes_lyon,8,90051.0,107.13401514610273,106.56564055912466,106.1618714950417,-0.907408958522915,-0.37889235401249444,-0.687794517707907,-0.2787948881131541,france,EMEA,EUR
france_ile-de-france_paris,8,559415.0,214.94458140078564,213.35156664371348,210.90723092873804,-1.8783215867719583,-1.1456844463004878,-1.3682520772770324,-0.8324743077483654,france,EMEA,EUR
france_nouvelle-aquitaine_bordeaux,8,102255.0,102.72839260443419,101.38060296612112,100.65082079115935,-2.0223929924366058,-0.7198439875186424,-1.9619217501902764,-0.7232460600069213,france,EMEA,EUR
france_pyrénées-atlantiques_pays-basque,8,79186.0,124.08589447380606,124.04032295931513,124.30386577172733,0.17566162443005684,0.2124654355331268,0.10512325738007977,0.14224804152445092,france,EMEA,EUR
germany_be_berlin,8,136162.0,150.90440117408738,150.51024910377794,150.11785387993714,-0.5212222360849839,-0.26070996904020705,-0.47751712871674235,-0.23925995440887693,germany,EMEA,EUR
germany_bv_munich,8,49239.0,143.44813141923436,142.4412127146731,141.87839659619408,-1.094287396782223,-0.39512168406373727,-0.6313904364417366,-0.22947899891345713,germany,EMEA,EUR
greece_attica_athens,8,200374.0,99.50801087748198,98.89228191543214,98.33889401818598,-1.1748972258479373,-0.5595865385322862,-0.858648898931591,-0.38991931111348466,greece,EMEA,EUR
greece_central-macedonia_thessaloniki,8,54012.0,68.0416746315639,67.8542529963347,67.66417351699621,-0.5548086766114957,-0.28012905742068606,-0.22807091468217688,-0.11703415154048491,greece,EMEA,EUR
greece_crete_crete,8,123732.0,134.03363621625127,133.56083668431918,133.05108504671387,-0.7330631304758084,-0.3816625069594015,-0.389338453728727,-0.22353883086325688,greece,EMEA,EUR
greece_south-aegean_south-aegean,8,161887.0,183.8367937273824,182.36797419903604,181.6671278113746,-1.1802130966368285,-0.3843034341635798,-0.9222448364297087,-0.3050041614205634,greece,EMEA,EUR
hungary_közép-magyarország_budapest,8,239297.0,30537.129870318764,30428.42384195603,30330.08976710949,-0.6779946382928115,-0.3231651936928648,-0.3720279981969776,-0.18260057035927035,hungary,EMEA,HUF
ireland_leinster_dublin,8,93996.0,164.51754007443043,164.36792385720884,163.43800087237753,-0.656184867318399,-0.565756969491904,-0.3892932613013156,-0.33907677738311826,ireland,EMEA,EUR
