market_key,dump_date,n_listed,n_quote,median_listed_local,median_quote_local,rw_mean_listed_local,rw_mean_quote_local,mean_accommodates_eh,country,region,currency,fx_available,usd_per_unit,median_listed_usd,median_quote_usd,rw_mean_listed_usd,rw_mean_quote_usd
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2026-06-29,19925,19925,104029.74,104029.74,155398.16876101468,155398.16876101468,3.0581478822684853,argentina,LatAm,ARS,False,,,,,
australia_nsw_mid-north-coast,2026-06-19,3491,3490,342.5,342.5,324.7657531108652,324.73062421124166,5.7823889332269225,australia,APAC,AUD,True,0.7040833333333333,241.14854166666666,241.14854166666666,228.66215400280834,228.63742033006505
australia_nsw_northern-rivers,2026-06-24,3827,3827,420.0,420.0,420.74888232326873,420.74888232326873,5.317930204572804,australia,APAC,AUD,True,0.7040833333333333,295.715,295.715,296.2422755624414,296.2422755624414
australia_nsw_sydney,2026-06-16,10741,10740,343.0,343.0,387.71817683321217,387.74793713219304,4.486710824180431,australia,APAC,AUD,True,0.7040833333333333,241.5005833333333,241.5005833333333,272.9859063386508,273.0068600691582
australia_qld_brisbane,2026-06-15,3769,3769,300.67,300.67,317.5116447861226,317.5116447861226,4.301142005958292,australia,APAC,AUD,True,0.7040833333333333,211.69673583333332,211.69673583333332,223.55465723316246,223.55465723316246
australia_qld_sunshine-coast,2026-06-30,4641,4641,431.67,431.67,432.6689739515499,432.6689739515499,5.195721077654516,australia,APAC,AUD,True,0.7040833333333333,303.9316525,303.9316525,304.6350134097204,304.6350134097204
australia_sa_barossa-valley,2026-06-29,250,250,408.5,408.5,420.4293145063963,420.4293145063963,5.20532319391635,australia,APAC,AUD,True,0.7040833333333333,287.61804166666667,287.61804166666667,296.01727318871184,296.01727318871184
australia_tas_tasmania,2026-06-15,4809,4809,292.03,292.03,304.5734249787059,304.5734249787059,4.913207547169812,australia,APAC,AUD,True,0.7040833333333333,205.6134558333333,205.6134558333333,214.44507230375714,214.44507230375714
australia_vic_barwon-south-west-vic,2026-06-29,4403,4402,377.5,377.51,347.97916868516063,348.0827970266805,6.2020265991133625,australia,APAC,AUD,True,0.7040833333333333,265.7914583333333,265.79849916666666,245.00633301841017,245.0792960065353
australia_vic_melbourne,2026-06-16,11828,11828,277.0,277.0,313.8395395121366,313.8395395121366,4.52754303599374,australia,APAC,AUD,True,0.7040833333333333,195.03108333333333,195.03108333333333,220.96918911150348,220.96918911150348
