window_start,value_musd,value_ex_gebbia_musd
2023-01-01,704.9043990973,19.89693035
2023-01-02,704.9043990973,19.89693035
2023-01-03,704.9043990973,19.89693035
2023-01-04,704.4454965973,19.43802785
2023-01-05,704.4454965973,19.43802785
2023-01-06,705.4035384773,20.39606973
2023-01-07,706.2706915573,21.26322281
2023-01-08,706.2706915573,21.26322281
2023-01-09,706.3237415573,21.316272809999997
2023-01-10,706.3237415573,21.316272809999997
2023-01-11,706.0800640573,21.072595309999997
2023-01-12,706.0800640573,21.072595309999997
2023-01-13,706.0800640573,21.072595309999997
2023-01-14,706.0800640573,21.072595309999997
2023-01-15,743.1216608546,21.072595309999997
2023-01-16,747.020926627,24.9718610824
2023-01-17,747.020926627,24.9718610824
2023-01-18,746.495926627,24.4468610824
2023-01-19,746.495926627,24.4468610824
2023-01-20,746.495926627,24.4468610824
2023-01-21,746.495926627,24.4468610824
2023-01-22,746.495926627,24.4468610824
2023-01-23,746.495926627,24.4468610824
2023-01-24,746.495926627,24.4468610824
2023-01-25,746.495926627,24.4468610824
2023-01-26,746.495926627,24.4468610824
2023-01-27,746.495926627,24.4468610824
2023-01-28,755.680534235,24.4468610824
2023-01-29,832.7881481398001,24.4468610824
2023-01-30,856.2397978149,27.0015638034
2023-01-31,856.2397978149,27.0015638034
2023-02-01,856.2397978149,27.0015638034
2023-02-02,855.9620228149,26.723788803399998
2023-02-03,855.9620228149,26.723788803399998
2023-02-04,854.0420228149001,24.8037888034
2023-02-05,854.0420228149001,24.8037888034
2023-02-06,854.0420228149001,24.8037888034
2023-02-07,854.0420228149001,24.8037888034
2023-02-08,854.0420228149001,24.8037888034
2023-02-09,854.0420228149001,24.8037888034
2023-02-10,854.3802728149001,25.1420388034
2023-02-11,919.123582836,25.4841663034
2023-02-12,919.123582836,25.4841663034
2023-02-13,919.123582836,25.4841663034
2023-02-14,919.123582836,25.4841663034
2023-02-15,919.123582836,25.4841663034
2023-02-16,870.4662163909001,21.533186303399997
2023-02-17,846.7797533079,21.5293337271
2023-02-18,846.5056933079001,21.2552737271
2023-02-19,846.8683083079001,21.6178887271
2023-02-20,846.8683083079001,21.6178887271
2023-02-21,846.8683083079001,21.6178887271
2023-02-22,846.8683083079001,21.6178887271
2023-02-23,846.8683083079001,21.6178887271
2023-02-24,689.9925385609001,19.813237447099997
2023-02-25,693.0986894109,22.9193882971
2023-02-26,693.0986894109,22.9193882971
2023-02-27,764.8250775956,22.9193882971
2023-02-28,766.3865036932001,26.1629553967
2023-03-01,597.7352271746,26.1629553967
2023-03-02,597.7352271746,26.1629553967
2023-03-03,591.9535698322001,27.163455396699998
2023-03-04,592.3495698322,27.5594553967
2023-03-05,592.3495698322,27.5594553967
2023-03-06,592.3495698322,27.5594553967
2023-03-07,592.3495698322,27.5594553967
2023-03-08,592.3495698322,27.5594553967
2023-03-09,592.3495698322,27.5594553967
2023-03-10,592.3495698322,27.5594553967
2023-03-11,593.3545698322,28.564455396699998
2023-03-12,593.3545698322,28.564455396699998
2023-03-13,671.0701247943,28.564455396699998
2023-03-14,671.0701247943,28.564455396699998
2023-03-15,630.0426275904,28.564455396699998
2023-03-16,630.0426275904,28.564455396699998
2023-03-17,630.0426275904,28.564455396699998
2023-03-18,630.7785099904,29.300337796699996
2023-03-19,630.7785099904,29.300337796699996
2023-03-20,630.7785099904,29.300337796699996
2023-03-21,630.7785099904,29.300337796699996
2023-03-22,630.5385099904,29.060337796699997
2023-03-23,627.2805107604,28.929386066699998
2023-03-24,627.2805107604,28.929386066699998
2023-03-25,631.4406783482,33.089553654499994
2023-03-26,631.4406783482,33.089553654499994
2023-03-27,631.4406783482,33.089553654499994
2023-03-28,631.4406783482,33.089553654499994
2023-03-29,631.1174433481999,32.7663186545
2023-03-30,631.1174433481999,32.7663186545
2023-03-31,588.5954994649,32.7663186545
2023-04-01,549.9227383483,32.7663186545
2023-04-02,549.9227383483,32.7663186545
2023-04-03,549.9227383483,32.7663186545
