feature,target,quarter,vintage_date,point,slope,intercept,n_train,actual,error,feature_value,feature_quarter,knowable_from,last_training_date,n_params,interval_error,target_basis
funds_growth,gbv_yoy,2025Q4,2025-11-06,10.19975872189821,0.04949591187990603,9.852780031964619,4,15.909090909090917,-5.709332187192707,7.010249468187979,2025Q2,2025-08-06,2025-08-06,2,-5.30024127810179,PIT
funds_growth,gbv_yoy,2026Q1,2026-02-12,10.93666125024509,-0.06861898627903097,11.600614928526904,5,19.183673469387763,-8.247012219142674,9.675947056138746,2025Q3,2025-11-06,2025-11-06,2,-7.5633387497549105,PIT
funds_growth,gbv_yoy,2026Q2,2026-05-07,10.766375947041892,-0.11659686126521682,12.787309573422652,6,15.74468085106382,-4.978304904021927,17.33265891080762,2025Q4,2026-02-12,2026-02-12,2,-4.733624052958108,PIT
funds_growth,R_musd,2025Q4,2025-11-06,1183.8267559604478,4.145187588449755,1154.7679568729786,4,1074.4412169683912,109.38553899205658,7.010249468187979,2025Q2,2025-08-06,2025-08-06,2,,full_sample_target_diagnostic
funds_growth,R_musd,2026Q1,2026-02-12,1271.785119049747,-10.870721211452814,1376.9696419538088,5,1355.339134944848,-83.55401589510097,9.675947056138746,2025Q3,2025-11-06,2025-11-06,2,,full_sample_target_diagnostic
funds_growth,R_musd,2026Q2,2026-05-07,1171.7708698631113,-8.603591252961836,1320.893982458707,6,1324.3080816471734,-152.53721178406204,17.33265891080762,2025Q4,2026-02-12,2026-02-12,2,,full_sample_target_diagnostic
gbv_momentum,gbv_yoy,2023Q2,2023-05-09,38.474850133054794,-0.060966497644947576,39.66180849428386,4,12.352941176470589,26.121908956584207,19.469026548672574,2022Q4,2023-02-14,2023-02-14,2,24.974850133054794,PIT
gbv_momentum,gbv_yoy,2023Q3,2023-08-03,29.669949834285337,0.08556645413385594,28.078015803888015,5,17.307692307692314,12.362257526593023,18.60465116279071,2023Q1,2023-05-09,2023-05-09,2,12.169949834285337,PIT
gbv_momentum,gbv_yoy,2023Q4,2023-11-01,21.757235209646428,0.21363894734744945,19.118165860060287,6,14.814814814814813,6.942420394831615,12.352941176470589,2023Q2,2023-08-03,2023-08-03,2,6.257235209646428,PIT
gbv_momentum,gbv_yoy,2024Q1,2024-02-13,21.167217959105322,0.2453597662450757,16.92060662024824,7,12.254901960784315,8.912315998321008,17.307692307692314,2023Q3,2023-11-01,2023-11-01,2,,PIT
gbv_momentum,gbv_yoy,2024Q2,2024-05-08,19.273634013428154,0.27142208419599934,15.25256609941335,8,10.994764397905765,8.278869615522389,14.814814814814813,2023Q4,2024-02-13,2024-02-13,2,7.773634013428154,PIT
gbv_momentum,gbv_yoy,2024Q3,2024-08-06,17.077428645895623,0.29763294244043054,13.429966115988387,9,9.836065573770503,7.24136307212512,12.254901960784315,2024Q1,2024-05-08,2024-05-08,2,6.577428645895623,PIT
gbv_momentum,gbv_yoy,2024Q4,2024-11-07,15.496968202601515,0.31960465515306274,11.98299031871967,10,13.548387096774196,1.9485811058273192,10.994764397905765,2024Q2,2024-08-06,2024-08-06,2,1.996968202601515,PIT
gbv_momentum,gbv_yoy,2025Q1,2025-02-13,14.150863744411673,0.33820224648429115,10.82428427079569,11,6.986899563318771,7.163964181092902,9.836065573770503,2024Q3,2024-11-07,2024-11-07,2,6.650863744411673,PIT
gbv_momentum,gbv_yoy,2025Q2,2025-05-01,15.275259778374279,0.34099012446631183,10.655393575927473,12,10.849056603773576,4.426203174600703,13.548387096774196,2024Q4,2025-02-13,2025-02-13,2,3.775259778374279,PIT
gbv_momentum,gbv_yoy,2025Q3,2025-08-06,12.092921523571736,0.3591776327174302,9.583383478384453,13,13.93034825870647,-1.8374267351347342,6.986899563318771,2025Q1,2025-05-01,2025-05-01,2,-1.4070784764282642,PIT
gbv_momentum,gbv_yoy,2025Q4,2025-11-06,13.105577629516079,0.36597277810866147,9.135118244374944,14,15.909090909090917,-2.8035132795748385,10.849056603773576,2025Q2,2025-08-06,2025-08-06,2,-2.3944223704839214,PIT
gbv_momentum,gbv_yoy,2026Q1,2026-02-12,14.451793693086469,0.3605479848711908,9.429234699855948,15,19.183673469387763,-4.7318797763012945,13.93034825870647,2025Q3,2025-11-06,2025-11-06,2,-4.0482063069135314,PIT
gbv_momentum,gbv_yoy,2026Q2,2026-05-07,15.370485282439844,0.3559871876609067,9.70705275147087,16,15.74468085106382,-0.37419556862397485,15.909090909090917,2025Q4,2026-02-12,2026-02-12,2,-0.12951471756015565,PIT
gbv_momentum,R_musd,2023Q2,2023-05-09,772.3209686578726,2.1996597342896465,729.4957348929414,4,910.3391983939276,-138.018229736055,19.469026548672574,2022Q4,2023-02-14,2023-02-14,2,,full_sample_target_diagnostic
gbv_momentum,R_musd,2023Q3,2023-08-03,833.0876127599415,1.1629313533616217,811.4516806043764,5,1403.2752021846625,-570.187589424721,18.60465116279071,2023Q1,2023-05-09,2023-05-09,2,,full_sample_target_diagnostic
gbv_momentum,R_musd,2023Q4,2023-11-01,858.1633327641811,0.6014294121621777,850.7339106139424,6,848.7615553411167,9.401777423064345,12.352941176470589,2023Q2,2023-08-03,2023-08-03,2,,full_sample_target_diagnostic
gbv_momentum,R_musd,2024Q1,2024-02-13,1015.4076777142429,-2.366880991414025,1056.3729256425627,7,1118.3393932932656,-102.9317155790227,17.307692307692314,2023Q3,2023-11-01,2023-11-01,2,,full_sample_target_diagnostic
gbv_momentum,R_musd,2024Q2,2024-05-08,976.7926069304402,-1.4618604393305372,998.449798624226,8,971.473165037712,5.319441892728264,14.814814814814813,2023Q4,2024-02-13,2024-02-13,2,,full_sample_target_diagnostic
gbv_momentum,R_musd,2024Q3,2024-08-06,1008.8620812676578,-1.9563901718700996,1032.8374510209678,9,1510.3237321272777,-501.4616508596199,12.254901960784315,2024Q1,2024-05-08,2024-05-08,2,,full_sample_target_diagnostic
gbv_momentum,R_musd,2024Q4,2024-11-07,1005.6248166591034,-1.852445124624248,1025.9920143643963,10,970.6420017584304,34.98281490067302,10.994764397905765,2024Q2,2024-08-06,2024-08-06,2,,full_sample_target_diagnostic
gbv_momentum,R_musd,2025Q1,2025-02-13,1089.3644223159693,-3.407548006724947,1122.8812879558868,11,1123.7559523147584,-34.39152999878911,9.836065573770503,2024Q3,2024-11-07,2024-11-07,2,,full_sample_target_diagnostic
