model,target,window,fx_estimator,fx_estimator_source,n,rmse_pp,bias_pp,mae_pp,rmse_naive_pp,rmse_prior_year_pp,rmse_ar1_pp,ratio_vs_naive,ratio_vs_prior_year,ratio_vs_ar1,sign_accuracy_vs_naive,jackknife_ratio_min,jackknife_ratio_max,jackknife_below_1,jackknife_n,knowable_before_print,scoring
v3_last_q_measured_mix,t1_exfx_integer_fair,1Q24-2Q26,none,none,10,0.894427191,-0.2,0.8,0.908295106229,1.74642491966,1.26491106407,0.984731927835,0.512147519732,0.707106781187,0.285714285714,0.921132372944,1.08012344973,8,10,DESCRIPTIVE: realised target-quarter mix; fixed retrospective FX calibration,model ex-FX rounded half away from zero to whole points vs disclosed integer ex-FX; naive = last disclosed ex-FX
v3_last_q_measured_mix,t1_exfx_integer_fair,2Q24-2Q26,none,none,9,0.881917103688,-0.111111111111,0.777777777778,0.816496580928,1.8104634152,1.15470053838,1.08012344973,0.487122300447,0.763762615826,0.166666666667,1,1.18321595662,0,9,DESCRIPTIVE: realised target-quarter mix; fixed retrospective FX calibration,model ex-FX rounded half away from zero to whole points vs disclosed integer ex-FX; naive = last disclosed ex-FX
v3_last_q_measured_mix,t2_reported_usd_yoy,1Q24-2Q26,eur,est_from_eur,10,1.0985575506,-0.391640733061,0.946839633865,1.19884558756,4.07103847666,2.6820387327,0.916346160008,0.269847007564,0.409597943985,0.8,0.87112278517,0.968863118272,10,10,DESCRIPTIVE: realised target-quarter mix; fixed retrospective FX calibration,model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator
v3_last_q_measured_mix,t2_reported_usd_yoy,2Q24-2Q26,eur,est_from_eur,9,0.93517027504,-0.207516955994,0.824404623555,1.03291634129,4.21424942417,2.82704166672,0.90536884514,0.221906721913,0.330794655787,0.777777777778,0.825615299655,0.989083842333,9,9,DESCRIPTIVE: realised target-quarter mix; fixed retrospective FX calibration,model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator
v3_last_q_measured_mix,t2_reported_usd_yoy,1Q24-2Q26,baskets,est_from_regional_baskets,10,0.831299766208,-0.254140733061,0.649603788046,0.948533905387,4.07103847666,2.6820387327,0.876404903912,0.204198454761,0.309950693878,0.9,0.785671102639,0.918023462427,10,10,DESCRIPTIVE: realised target-quarter mix; fixed retrospective FX calibration,model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator
v3_last_q_measured_mix,t2_reported_usd_yoy,2Q24-2Q26,baskets,est_from_regional_baskets,9,0.782901390729,-0.151183622661,0.590587017088,0.898466942365,4.21424942417,2.82704166672,0.871374731571,0.185774811106,0.276933092266,0.888888888889,0.745945462994,0.923652942821,9,9,DESCRIPTIVE: realised target-quarter mix; fixed retrospective FX calibration,model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator
v3_last_q_measured_mix,t2_reported_usd_yoy,1Q24-2Q26,midpoint,mean of eur and baskets,10,0.932035069964,-0.322890733061,0.765389633865,1.04317737286,4.07103847666,2.6820387327,0.893457904873,0.228942830019,0.347509921687,0.8,0.82494464144,0.944574768418,10,10,DESCRIPTIVE: realised target-quarter mix; fixed retrospective FX calibration,model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator
v3_last_q_measured_mix,t2_reported_usd_yoy,2Q24-2Q26,midpoint,mean of eur and baskets,9,0.821885426535,-0.179350289327,0.671015734666,0.932113805392,4.21424942417,2.82704166672,0.881743647375,0.195025339939,0.290722784956,0.777777777778,0.768315026215,0.955238944086,9,9,DESCRIPTIVE: realised target-quarter mix; fixed retrospective FX calibration,model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator
v3_point_last_q_plus_K_line_measured_mix,t1_exfx_integer_fair,1Q24-2Q26,none,none,10,0.894427191,-0.2,0.8,0.908295106229,1.74642491966,1.26491106407,0.984731927835,0.512147519732,0.707106781187,0.285714285714,0.921132372944,1.08012344973,8,10,DESCRIPTIVE: realised target-quarter mix; fixed retrospective FX calibration,model ex-FX rounded half away from zero to whole points vs disclosed integer ex-FX; naive = last disclosed ex-FX
v3_point_last_q_plus_K_line_measured_mix,t1_exfx_integer_fair,2Q24-2Q26,none,none,9,0.881917103688,-0.111111111111,0.777777777778,0.816496580928,1.8104634152,1.15470053838,1.08012344973,0.487122300447,0.763762615826,0.166666666667,1,1.18321595662,0,9,DESCRIPTIVE: realised target-quarter mix; fixed retrospective FX calibration,model ex-FX rounded half away from zero to whole points vs disclosed integer ex-FX; naive = last disclosed ex-FX
