window,comparator,abnb_target,transform,n,pearson,spearman,drop_one_min,drop_one_max,evidence_status
history_2023Q1_2026Q2,cpi_lodging_yoy_pct,adr_exfx_yoy_pp,growth_level,13,0.132067979615,0.0454809819109,-0.0426930878212,0.366469186489,descriptive_same_period_archived_vintage_no_causality
history_2023Q1_2026Q2,cpi_lodging_yoy_pct,adr_exfx_yoy_pp,change_in_growth,11,-0.0521523238543,-0.0376705287478,-0.182197240368,0.085586777837,descriptive_same_period_archived_vintage_no_causality
history_2023Q1_2026Q2,cpi_lodging_yoy_pct,adr_yoy_reported_pp,growth_level,13,-0.182787886582,-0.241758241758,-0.319176829356,-0.0134200056233,descriptive_same_period_archived_vintage_no_causality
history_2023Q1_2026Q2,cpi_lodging_yoy_pct,adr_yoy_reported_pp,change_in_growth,11,-0.416615183233,-0.2,-0.573610795146,-0.0364745053058,descriptive_same_period_archived_vintage_no_causality
history_2023Q1_2026Q2,bea_hotels_price_yoy_pct,adr_exfx_yoy_pp,growth_level,14,0.0105652003139,-0.126899655813,-0.175114759317,0.21888715521,descriptive_same_period_archived_vintage_no_causality
history_2023Q1_2026Q2,bea_hotels_price_yoy_pct,adr_exfx_yoy_pp,change_in_growth,13,0.0180788547454,-0.0113702454777,-0.108349250331,0.136216425429,descriptive_same_period_archived_vintage_no_causality
history_2023Q1_2026Q2,bea_hotels_price_yoy_pct,adr_yoy_reported_pp,growth_level,14,-0.350129807349,-0.468131868132,-0.482370025632,-0.224648450133,descriptive_same_period_archived_vintage_no_causality
history_2023Q1_2026Q2,bea_hotels_price_yoy_pct,adr_yoy_reported_pp,change_in_growth,13,-0.367509536484,-0.0549450549451,-0.519551841161,0.0839086204841,descriptive_same_period_archived_vintage_no_causality
ADR_2024Q1_2026Q2,cpi_lodging_yoy_pct,adr_exfx_yoy_pp,growth_level,9,0.474511169237,0.316227766017,0.0123258757888,0.600750471518,descriptive_same_period_archived_vintage_no_causality
ADR_2024Q1_2026Q2,cpi_lodging_yoy_pct,adr_exfx_yoy_pp,change_in_growth,7,0.00948857550911,0,-0.21152667866,0.140312974859,descriptive_same_period_archived_vintage_no_causality
ADR_2024Q1_2026Q2,cpi_lodging_yoy_pct,adr_yoy_reported_pp,growth_level,9,0.0781617855532,-0.133333333333,-0.302543781656,0.184714112979,descriptive_same_period_archived_vintage_no_causality
ADR_2024Q1_2026Q2,cpi_lodging_yoy_pct,adr_yoy_reported_pp,change_in_growth,7,-0.693397159392,-0.464285714286,-0.866376303678,-0.407064268699,descriptive_same_period_archived_vintage_no_causality
ADR_2024Q1_2026Q2,bea_hotels_price_yoy_pct,adr_exfx_yoy_pp,growth_level,10,0.271593632785,0,-0.295496216616,0.440849050009,descriptive_same_period_archived_vintage_no_causality
ADR_2024Q1_2026Q2,bea_hotels_price_yoy_pct,adr_exfx_yoy_pp,change_in_growth,9,-0.0103454613089,0.0267261241912,-0.230005677749,0.130010167417,descriptive_same_period_archived_vintage_no_causality
ADR_2024Q1_2026Q2,bea_hotels_price_yoy_pct,adr_yoy_reported_pp,growth_level,10,-0.185634202381,-0.515151515152,-0.64506456123,-0.0804018568075,descriptive_same_period_archived_vintage_no_causality
ADR_2024Q1_2026Q2,bea_hotels_price_yoy_pct,adr_yoy_reported_pp,change_in_growth,9,-0.604197036592,-0.316666666667,-0.785586229506,-0.191483952875,descriptive_same_period_archived_vintage_no_causality
ADR_2024Q2_2026Q2,cpi_lodging_yoy_pct,adr_exfx_yoy_pp,growth_level,8,0.467395889329,0.333562192497,0.0109399210248,0.599883691003,descriptive_same_period_archived_vintage_no_causality
ADR_2024Q2_2026Q2,cpi_lodging_yoy_pct,adr_exfx_yoy_pp,change_in_growth,6,0.140312974859,0.0925820099773,-0.0803233932465,0.452866355193,descriptive_same_period_archived_vintage_no_causality
ADR_2024Q2_2026Q2,cpi_lodging_yoy_pct,adr_yoy_reported_pp,growth_level,8,0.0713915932054,-0.142857142857,-0.303554027745,0.178541932515,descriptive_same_period_archived_vintage_no_causality
ADR_2024Q2_2026Q2,cpi_lodging_yoy_pct,adr_yoy_reported_pp,change_in_growth,6,-0.718318029448,-0.6,-0.9336509128,-0.441065035587,descriptive_same_period_archived_vintage_no_causality
ADR_2024Q2_2026Q2,bea_hotels_price_yoy_pct,adr_exfx_yoy_pp,growth_level,9,0.273344970166,0.0601129713251,-0.287189966397,0.440396383162,descriptive_same_period_archived_vintage_no_causality
ADR_2024Q2_2026Q2,bea_hotels_price_yoy_pct,adr_exfx_yoy_pp,change_in_growth,8,0.0605806566272,0.0881917103688,-0.16206523876,0.196457413136,descriptive_same_period_archived_vintage_no_causality
ADR_2024Q2_2026Q2,bea_hotels_price_yoy_pct,adr_yoy_reported_pp,growth_level,9,-0.186868707543,-0.5,-0.643306116894,-0.0800985904714,descriptive_same_period_archived_vintage_no_causality
ADR_2024Q2_2026Q2,bea_hotels_price_yoy_pct,adr_yoy_reported_pp,change_in_growth,8,-0.645044134992,-0.452380952381,-0.868308526326,-0.244107759522,descriptive_same_period_archived_vintage_no_causality
