q,market,reviews,mention_any,share_solo,cond_solo,share_couple,cond_couple,share_family,cond_family,share_group,cond_group,headcount_n,headcount_mean,headcount_ge4,review_len_mean,accommodates_mean,accommodates_ge5,entire_share
2013Q1,australia_qld_sunshine-coast_2026-07-26,6,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0,,,331.1666666666667,6.333333333333333,0.5,1.0
2013Q2,australia_qld_sunshine-coast_2026-07-26,3,0.3333333333333333,0.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0,,,578.6666666666666,2.0,0.0,1.0
2013Q3,australia_qld_sunshine-coast_2026-07-26,13,0.0,0.0,,0.0,,0.0,,0.0,,0,,,523.2307692307693,2.3076923076923075,0.0,0.6923076923076923
2013Q4,australia_qld_sunshine-coast_2026-07-26,27,0.25925925925925924,0.0,0.0,0.14814814814814814,0.5714285714285714,0.037037037037037035,0.14285714285714285,0.14814814814814814,0.5714285714285714,2,8.0,1.0,507.81481481481484,4.0,0.2222222222222222,0.8888888888888888
2014Q1,australia_qld_sunshine-coast_2026-07-26,40,0.1,0.0,0.0,0.075,0.75,0.025,0.25,0.0,0.0,0,,,334.55,3.175,0.15,0.825
2014Q2,australia_qld_sunshine-coast_2026-07-26,49,0.14285714285714285,0.0,0.0,0.04081632653061224,0.2857142857142857,0.061224489795918366,0.42857142857142855,0.04081632653061224,0.2857142857142857,2,3.5,0.5,388.9183673469388,3.9183673469387754,0.2857142857142857,0.9183673469387755
2014Q3,australia_qld_sunshine-coast_2026-07-26,72,0.1388888888888889,0.013888888888888888,0.1,0.08333333333333333,0.6,0.027777777777777776,0.2,0.027777777777777776,0.2,1,7.0,1.0,398.0833333333333,3.513888888888889,0.16666666666666666,0.7916666666666666
2014Q4,australia_qld_sunshine-coast_2026-07-26,141,0.10638297872340426,0.0,0.0,0.03546099290780142,0.3333333333333333,0.04964539007092199,0.4666666666666667,0.02127659574468085,0.2,2,6.0,1.0,366.27659574468083,4.078014184397163,0.2978723404255319,0.7588652482269503
2015Q1,australia_qld_sunshine-coast_2026-07-26,229,0.11353711790393013,0.0,0.0,0.043668122270742356,0.38461538461538464,0.03056768558951965,0.2692307692307692,0.048034934497816595,0.4230769230769231,7,6.571428571428571,0.8571428571428571,379.1965065502183,4.288209606986899,0.38427947598253276,0.8078602620087336
2015Q2,australia_qld_sunshine-coast_2026-07-26,239,0.13389121338912133,0.0,0.0,0.05439330543933055,0.40625,0.03347280334728033,0.25,0.0502092050209205,0.375,7,7.428571428571429,1.0,378.255230125523,4.439330543933054,0.3807531380753138,0.9330543933054394
2015Q3,australia_qld_sunshine-coast_2026-07-26,380,0.15263157894736842,0.002631578947368421,0.017241379310344827,0.039473684210526314,0.25862068965517243,0.06578947368421052,0.43103448275862066,0.05526315789473684,0.3620689655172414,13,5.615384615384615,0.8461538461538461,365.9868421052632,4.505263157894737,0.4052631578947368,0.9342105263157895
2015Q4,australia_qld_sunshine-coast_2026-07-26,511,0.12915851272015655,0.003913894324853229,0.030303030303030304,0.04892367906066536,0.3787878787878788,0.06653620352250489,0.5151515151515151,0.019569471624266144,0.15151515151515152,7,5.142857142857143,0.8571428571428571,344.5831702544031,4.162426614481409,0.34637964774951074,0.8708414872798435
2016Q1,australia_qld_sunshine-coast_2026-07-26,607,0.14497528830313014,0.0032948929159802307,0.022727272727272728,0.04118616144975288,0.2840909090909091,0.07084019769357495,0.48863636363636365,0.032948929159802305,0.22727272727272727,12,5.083333333333333,0.8333333333333334,381.3064250411862,4.090609555189456,0.34761120263591433,0.8632619439868204
