q,market,reviews,mention_any,share_solo,cond_solo,share_couple,cond_couple,share_family,cond_family,share_group,cond_group,headcount_n,headcount_mean,headcount_ge4,review_len_mean,accommodates_mean,accommodates_ge5,entire_share
2010Q2,argentina_ciudad-autónoma-de-buenos-aires_buenos-aires_2026-07-24,1,0.0,0.0,,0.0,,0.0,,0.0,,0,,,269.0,4.0,0.0,1.0
2010Q3,argentina_ciudad-autónoma-de-buenos-aires_buenos-aires_2026-07-24,3,0.0,0.0,,0.0,,0.0,,0.0,,0,,,304.3333333333333,3.6666666666666665,0.0,1.0
2010Q4,argentina_ciudad-autónoma-de-buenos-aires_buenos-aires_2026-07-24,8,0.0,0.0,,0.0,,0.0,,0.0,,0,,,484.0,3.75,0.125,1.0
2011Q1,argentina_ciudad-autónoma-de-buenos-aires_buenos-aires_2026-07-24,21,0.09523809523809523,0.0,0.0,0.047619047619047616,0.5,0.047619047619047616,0.5,0.0,0.0,0,,,441.23809523809524,3.238095238095238,0.09523809523809523,1.0
2011Q2,argentina_ciudad-autónoma-de-buenos-aires_buenos-aires_2026-07-24,28,0.10714285714285714,0.0,0.0,0.10714285714285714,1.0,0.0,0.0,0.0,0.0,0,,,326.7142857142857,2.8214285714285716,0.0,1.0
2011Q3,argentina_ciudad-autónoma-de-buenos-aires_buenos-aires_2026-07-24,53,0.03773584905660377,0.0,0.0,0.018867924528301886,0.5,0.018867924528301886,0.5,0.0,0.0,0,,,459.07547169811323,2.69811320754717,0.018867924528301886,0.9622641509433962
2011Q4,argentina_ciudad-autónoma-de-buenos-aires_buenos-aires_2026-07-24,96,0.11458333333333333,0.0,0.0,0.052083333333333336,0.45454545454545453,0.020833333333333332,0.18181818181818182,0.041666666666666664,0.36363636363636365,2,6.0,1.0,409.3125,2.6979166666666665,0.041666666666666664,0.9479166666666666
2012Q1,argentina_ciudad-autónoma-de-buenos-aires_buenos-aires_2026-07-24,194,0.08247422680412371,0.0,0.0,0.06701030927835051,0.8125,0.020618556701030927,0.25,0.005154639175257732,0.0625,1,2.0,0.0,406.91237113402065,2.6391752577319587,0.04639175257731959,0.9278350515463918
2012Q2,argentina_ciudad-autónoma-de-buenos-aires_buenos-aires_2026-07-24,199,0.11557788944723618,0.0,0.0,0.07035175879396985,0.6086956521739131,0.03015075376884422,0.2608695652173913,0.01507537688442211,0.13043478260869565,2,2.5,0.0,453.86934673366835,2.8442211055276383,0.08542713567839195,0.9045226130653267
2012Q3,argentina_ciudad-autónoma-de-buenos-aires_buenos-aires_2026-07-24,233,0.09012875536480687,0.017167381974248927,0.19047619047619047,0.05150214592274678,0.5714285714285714,0.030042918454935622,0.3333333333333333,0.004291845493562232,0.047619047619047616,1,6.0,1.0,421.15450643776825,2.7682403433476397,0.0815450643776824,0.8969957081545065
