market,m,reviews,mention_any,headcount_n,headcount_mean,share_solo,share_couple,share_family,share_group,cond_solo,cond_couple,cond_family,cond_group
australia_qld_sunshine-coast_2026-07-26,2013-01,2,0.5,0,,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0
australia_qld_sunshine-coast_2026-07-26,2013-02,1,0.0,0,,0.0,0.0,0.0,0.0,,,,
australia_qld_sunshine-coast_2026-07-26,2013-03,3,0.3333333333333333,0,,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,1.0
australia_qld_sunshine-coast_2026-07-26,2013-04,3,0.3333333333333333,0,,0.0,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.0
australia_qld_sunshine-coast_2026-07-26,2013-07,1,0.0,0,,0.0,0.0,0.0,0.0,,,,
australia_qld_sunshine-coast_2026-07-26,2013-08,5,0.0,0,,0.0,0.0,0.0,0.0,,,,
australia_qld_sunshine-coast_2026-07-26,2013-09,7,0.0,0,,0.0,0.0,0.0,0.0,,,,
australia_qld_sunshine-coast_2026-07-26,2013-10,8,0.25,1,8.0,0.0,0.125,0.0,0.125,0.0,0.5,0.0,0.5
australia_qld_sunshine-coast_2026-07-26,2013-11,9,0.2222222222222222,0,,0.0,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.0,1.0,0.5,0.5
australia_qld_sunshine-coast_2026-07-26,2013-12,10,0.3,1,8.0,0.0,0.1,0.0,0.2,0.0,0.3333333333333333,0.0,0.6666666666666666
australia_qld_sunshine-coast_2026-07-26,2014-01,18,0.05555555555555555,0,,0.0,0.05555555555555555,0.0,0.0,0.0,1.0,0.0,0.0
australia_qld_sunshine-coast_2026-07-26,2014-02,9,0.1111111111111111,0,,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,1.0,0.0
australia_qld_sunshine-coast_2026-07-26,2014-03,13,0.15384615384615385,0,,0.0,0.15384615384615385,0.0,0.0,0.0,1.0,0.0,0.0
australia_qld_sunshine-coast_2026-07-26,2014-04,16,0.125,1,4.0,0.0,0.0625,0.0,0.0625,0.0,0.5,0.0,0.5
australia_qld_sunshine-coast_2026-07-26,2014-05,15,0.2,1,3.0,0.0,0.0,0.13333333333333333,0.06666666666666667,0.0,0.0,0.6666666666666666,0.3333333333333333
australia_qld_sunshine-coast_2026-07-26,2014-06,18,0.1111111111111111,0,,0.0,0.05555555555555555,0.05555555555555555,0.0,0.0,0.5,0.5,0.0
australia_qld_sunshine-coast_2026-07-26,2014-07,20,0.15,1,7.0,0.0,0.05,0.05,0.1,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666
australia_qld_sunshine-coast_2026-07-26,2014-08,20,0.15,0,,0.0,0.15,0.0,0.0,0.0,1.0,0.0,0.0
australia_qld_sunshine-coast_2026-07-26,2014-09,32,0.125,0,,0.03125,0.0625,0.03125,0.0,0.25,0.5,0.25,0.0
australia_qld_sunshine-coast_2026-07-26,2014-10,38,0.05263157894736842,1,4.0,0.0,0.02631578947368421,0.0,0.02631578947368421,0.0,0.5,0.0,0.5
australia_qld_sunshine-coast_2026-07-26,2014-11,39,0.07692307692307693,1,8.0,0.0,0.02564102564102564,0.0,0.05128205128205128,0.0,0.3333333333333333,0.0,0.6666666666666666
australia_qld_sunshine-coast_2026-07-26,2014-12,64,0.15625,0,,0.0,0.046875,0.109375,0.0,0.0,0.3,0.7,0.0
australia_qld_sunshine-coast_2026-07-26,2015-01,88,0.056818181818181816,2,4.0,0.0,0.045454545454545456,0.011363636363636364,0.022727272727272728,0.0,0.8,0.2,0.4
australia_qld_sunshine-coast_2026-07-26,2015-02,65,0.2153846153846154,3,6.666666666666667,0.0,0.07692307692307693,0.06153846153846154,0.07692307692307693,0.0,0.35714285714285715,0.2857142857142857,0.35714285714285715
australia_qld_sunshine-coast_2026-07-26,2015-03,76,0.09210526315789473,2,9.0,0.0,0.013157894736842105,0.02631578947368421,0.05263157894736842,0.0,0.14285714285714285,0.2857142857142857,0.5714285714285714
australia_qld_sunshine-coast_2026-07-26,2015-04,84,0.11904761904761904,1,9.0,0.0,0.047619047619047616,0.047619047619047616,0.023809523809523808,0.0,0.4,0.4,0.2
australia_qld_sunshine-coast_2026-07-26,2015-05,72,0.1111111111111111,3,6.333333333333333,0.0,0.041666666666666664,0.027777777777777776,0.05555555555555555,0.0,0.375,0.25,0.5
australia_qld_sunshine-coast_2026-07-26,2015-06,83,0.1686746987951807,3,8.0,0.0,0.07228915662650602,0.024096385542168676,0.07228915662650602,0.0,0.42857142857142855,0.14285714285714285,0.42857142857142855
australia_qld_sunshine-coast_2026-07-26,2015-07,107,0.14953271028037382,5,5.6,0.0,0.009345794392523364,0.11214953271028037,0.037383177570093455,0.0,0.0625,0.75,0.25
