listing_id,side,crawl,timestamp,url,is_superhost,room_type,person_capacity,localized_location,lat,lng,visible_review_count,rating_count,review_count,reviews_count,rating_value,star_rating,home_tier,picture_count,host_reviews,host_years,host_months,instant_book,property_type,guest_favorite,og_title,canonical,price_present,reviews,rating,bedrooms,html_bytes,ts,year,region,parsed_ok
37117529,a,CC-MAIN-2021-04,20210125000000,https://www.airbnb.fr/rooms/37117529/enhanced-cleaning?previous_page_section_name=1000&federated_search_id=c0807c17-d9fd-447b-834e-085a9bf77a0d,True,Entire home/apt,4.0,Saint-Angel,45.49298,2.20077,60.0,,60.0,,,4.97,1.0,3.0,,,,,Maison entière,,"ESCALE NATURE - Maisons à louer à Saint-Angel, Nouvelle-Aquitaine, France",https://www.airbnb.fr/rooms/37117529,False,60.0,4.97,,599525,2021-01-25 00:00:00,2021,Europe,True
37117529,b,CC-MAIN-2021-43,20211025000000,https://www.airbnb.fr/rooms/37117529,True,Entire home/apt,4.0,Saint-Angel,45.49298,2.20077,119.0,,119.0,,,4.97,1.0,3.0,,,,,Logement entier : logement résidentiel,,"ESCALE NATURE - Maisons à louer à Saint-Angel, Nouvelle-Aquitaine, France",https://www.airbnb.fr/rooms/37117529,False,119.0,4.97,,621103,2021-10-25 00:00:00,2021,Europe,True
37742431,a,CC-MAIN-2021-04,20210125000000,https://www.airbnb.es/rooms/37742431?previous_page_section_name=1000&federated_search_id=4ef8bb4e-6042-481c-a615-d8684421675e,False,Entire home/apt,10.0,Yalova,40.655,29.284,6.0,,6.0,,,4.33,1.0,17.0,,,,,Villa entera,,"PRIVATE VILLA WITH  POOL AND SEA VIEW IN YALOVA - Villas en alquiler en Yalova, Yalova, Turquía",https://www.airbnb.es/rooms/37742431,False,6.0,4.33,,595991,2021-01-25 00:00:00,2021,Europe,True
37742431,b,CC-MAIN-2021-49,20211206000000,https://www.airbnb.co.uk/rooms/37742431,False,Entire home/apt,10.0,Yalova,40.6549,29.2842,6.0,,6.0,,,4.33,1.0,17.0,,,,,Entire villa,,"PRIVATE VILLA WITH  POOL AND SEA VIEW IN YALOVA - Villas for Rent in Yalova, Yalova, Turkey",https://www.airbnb.co.uk/rooms/37742431,False,6.0,4.33,,604617,2021-12-06 00:00:00,2021,Europe,True
28247857,a,CC-MAIN-2021-04,20210125000000,https://www.airbnb.fr/rooms/28247857?previous_page_section_name=1000&federated_search_id=b2f29a35-3109-4672-9064-c76b2fe043c5,False,Entire home/apt,6.0,Warm Springs,32.8582,-84.76103,1.0,,1.0,,,5.0,1.0,8.0,,,,,Cabane entière,,"Perfect Getaway near FDR State Park! - Cabanes à louer à Warm Springs, Géorgie, États-Unis",https://www.airbnb.fr/rooms/28247857,False,1.0,5.0,,604902,2021-01-25 00:00:00,2021,NA,True
28247857,b,CC-MAIN-2021-49,20211206000000,https://www.airbnb.com/rooms/28247857,False,Entire home/apt,6.0,Warm Springs,32.8582,-84.76103,4.0,,4.0,,,5.0,1.0,8.0,,,,,Entire cabin,,"Perfect Getaway near FDR State Park! - Cabins for Rent in Warm Springs, Georgia, United States",https://www.airbnb.com/rooms/28247857,False,4.0,5.0,,608755,2021-12-06 00:00:00,2021,NA,True
34448754,a,CC-MAIN-2021-10,20210308000000,https://www.airbnb.fr/rooms/34448754?previous_page_section_name=1000&federated_search_id=a539a714-5277-481a-90f9-5baa18519684,True,Entire home/apt,4.0,Greenville,34.85131,-82.39913,151.0,,151.0,,,4.98,1.0,16.0,,,,,Appartement en résidence entier,,"LUXURY MAIN ST. CONDO WITH BALCONY No Cleaning Fee - Appartements en résidence à louer à Greenville, Caroline du Sud, États-Unis",https://www.airbnb.fr/rooms/34448754,False,151.0,4.98,,604674,2021-03-08 00:00:00,2021,NA,True
34448754,b,CC-MAIN-2021-49,20211206000000,https://www.airbnb.it/rooms/34448754,True,Entire home/apt,4.0,Greenville,34.85131,-82.39913,212.0,,212.0,,,4.97,1.0,16.0,,,,,Intero alloggio: appartamento,,"LUXURY MAIN ST. CONDO WITH BALCONY No Cleaning Fee - Condomini in affitto a Greenville, South Carolina, Stati Uniti",https://www.airbnb.it/rooms/34448754,False,212.0,4.97,,606339,2021-12-06 00:00:00,2021,NA,True
43546082,a,CC-MAIN-2021-04,20210125000000,https://www.airbnb.de/rooms/43546082?previous_page_section_name=1000&federated_search_id=80881c41-2e5b-4199-931d-f93cf739e591,False,Entire home/apt,6.0,Quitaque,34.38055,-101.05708,29.0,,29.0,,,4.93,1.0,16.0,,,,,Campingbus/Wohnmobil,,"The Bob White Camper at Caprock Canyons - Wohnwagen zur Miete in Quitaque, Texas, Vereinigte Staaten",https://www.airbnb.de/rooms/43546082,False,29.0,4.93,,602102,2021-01-25 00:00:00,2021,NA,True
43546082,b,CC-MAIN-2021-49,20211206000000,https://www.airbnb.de/rooms/43546082,False,Entire home/apt,6.0,Quitaque,34.38055,-101.05708,59.0,,59.0,,,4.83,1.0,16.0,,,,,Campingbus/Wohnmobil,,"The Bob White Camper at Caprock Canyons - Wohnwagen zur Miete in Quitaque, Texas, Vereinigte Staaten",https://www.airbnb.de/rooms/43546082,False,59.0,4.83,,601656,2021-12-06 00:00:00,2021,NA,True
