q,market,reviews,mention_any,share_solo,cond_solo,share_couple,cond_couple,share_family,cond_family,share_group,cond_group,headcount_n,headcount_mean,headcount_ge4,review_len_mean,accommodates_mean,accommodates_ge5,entire_share
2012Q2,australia_nsw_mid-north-coast_2026-07-16,3,0.3333333333333333,0.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0,,,426.0,3.0,0.0,1.0
2012Q3,australia_nsw_mid-north-coast_2026-07-16,5,0.4,0.0,0.0,0.0,0.0,0.4,1.0,0.0,0.0,0,,,576.4,3.6,0.2,1.0
2012Q4,australia_nsw_mid-north-coast_2026-07-16,14,0.14285714285714285,0.0,0.0,0.07142857142857142,0.5,0.07142857142857142,0.5,0.0,0.0,0,,,481.2857142857143,4.071428571428571,0.2857142857142857,1.0
2013Q1,australia_nsw_mid-north-coast_2026-07-16,16,0.0625,0.0,0.0,0.0625,1.0,0.0,0.0,0.0,0.0,0,,,365.0625,5.0,0.4375,1.0
2013Q2,australia_nsw_mid-north-coast_2026-07-16,14,0.0,0.0,,0.0,,0.0,,0.0,,0,,,338.2142857142857,4.571428571428571,0.2857142857142857,1.0
2013Q3,australia_nsw_mid-north-coast_2026-07-16,37,0.32432432432432434,0.0,0.0,0.13513513513513514,0.4166666666666667,0.21621621621621623,0.6666666666666666,0.0,0.0,1,4.0,1.0,584.081081081081,4.594594594594595,0.24324324324324326,1.0
2013Q4,australia_nsw_mid-north-coast_2026-07-16,74,0.12162162162162163,0.0,0.0,0.02702702702702703,0.2222222222222222,0.06756756756756757,0.5555555555555556,0.02702702702702703,0.2222222222222222,1,2.0,0.0,318.14864864864865,4.108108108108108,0.25675675675675674,0.9864864864864865
2014Q1,australia_nsw_mid-north-coast_2026-07-16,117,0.11965811965811966,0.0,0.0,0.05128205128205128,0.42857142857142855,0.03418803418803419,0.2857142857142857,0.03418803418803419,0.2857142857142857,4,8.0,0.75,363.97435897435895,5.0256410256410255,0.3076923076923077,0.8205128205128205
2014Q2,australia_nsw_mid-north-coast_2026-07-16,125,0.144,0.0,0.0,0.04,0.2777777777777778,0.056,0.3888888888888889,0.048,0.3333333333333333,7,4.142857142857143,0.7142857142857143,400.616,5.464,0.464,0.912
2014Q3,australia_nsw_mid-north-coast_2026-07-16,150,0.12,0.0,0.0,0.06666666666666667,0.5555555555555556,0.04666666666666667,0.3888888888888889,0.02,0.16666666666666666,3,5.333333333333333,1.0,387.4266666666667,5.426666666666667,0.4666666666666667,0.9
