market,year,lang,reviews,mention_any,headcount_n,headcount_mean,share_solo,share_couple,share_family,share_group,cond_solo,cond_couple,cond_family,cond_group
australia_qld_sunshine-coast_2026-07-26,2013,de,1,0.0,0,,0.0,0.0,0.0,0.0,,,,
australia_qld_sunshine-coast_2026-07-26,2013,en,47,0.2127659574468085,2,8.0,0.0,0.10638297872340426,0.02127659574468085,0.1276595744680851,0.0,0.5,0.1,0.6
australia_qld_sunshine-coast_2026-07-26,2013,es,1,0.0,0,,0.0,0.0,0.0,0.0,,,,
australia_qld_sunshine-coast_2026-07-26,2014,en,298,0.12080536912751678,5,5.2,0.003355704697986577,0.053691275167785234,0.0436241610738255,0.02348993288590604,0.027777777777777776,0.4444444444444444,0.3611111111111111,0.19444444444444445
australia_qld_sunshine-coast_2026-07-26,2014,es,1,0.0,0,,0.0,0.0,0.0,0.0,,,,
australia_qld_sunshine-coast_2026-07-26,2014,fr,2,0.0,0,,0.0,0.0,0.0,0.0,,,,
australia_qld_sunshine-coast_2026-07-26,2014,other,1,0.0,0,,0.0,0.0,0.0,0.0,,,,
australia_qld_sunshine-coast_2026-07-26,2015,de,3,0.0,0,,0.0,0.0,0.0,0.0,,,,
australia_qld_sunshine-coast_2026-07-26,2015,en,1345,0.13531598513011153,34,6.088235294117647,0.0022304832713754648,0.04684014869888476,0.0550185873605948,0.04014869888475837,0.016483516483516484,0.34615384615384615,0.4065934065934066,0.2967032967032967
australia_qld_sunshine-coast_2026-07-26,2015,es,1,0.0,0,,0.0,0.0,0.0,0.0,,,,
australia_qld_sunshine-coast_2026-07-26,2015,fr,1,0.0,0,,0.0,0.0,0.0,0.0,,,,
australia_qld_sunshine-coast_2026-07-26,2015,other,9,0.0,0,,0.0,0.0,0.0,0.0,,,,
australia_qld_sunshine-coast_2026-07-26,2016,de,12,0.0,0,,0.0,0.0,0.0,0.0,,,,
australia_qld_sunshine-coast_2026-07-26,2016,en,3500,0.12057142857142857,81,5.271604938271605,0.0008571428571428571,0.03628571428571428,0.05542857142857143,0.031142857142857142,0.0071090047393364926,0.3009478672985782,0.4597156398104265,0.25829383886255924
australia_qld_sunshine-coast_2026-07-26,2016,es,15,0.06666666666666667,0,,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,1.0,0.0
australia_qld_sunshine-coast_2026-07-26,2016,fr,6,0.16666666666666666,0,,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,1.0,0.0
australia_qld_sunshine-coast_2026-07-26,2016,other,38,0.02631578947368421,0,,0.0,0.02631578947368421,0.0,0.0,0.0,1.0,0.0,0.0
australia_qld_sunshine-coast_2026-07-26,2016,zh_ja_ko,1,0.0,0,,0.0,0.0,0.0,0.0,,,,
australia_qld_sunshine-coast_2026-07-26,2017,de,27,0.037037037037037035,0,,0.037037037037037035,0.0,0.0,0.0,1.0,0.0,0.0,0.0
australia_qld_sunshine-coast_2026-07-26,2017,en,7130,0.09004207573632539,114,5.385964912280702,0.0011220196353436186,0.0302945301542777,0.04109396914446003,0.020056100981767182,0.012461059190031152,0.3364485981308411,0.45638629283489096,0.22274143302180685
australia_qld_sunshine-coast_2026-07-26,2017,es,17,0.058823529411764705,0,,0.0,0.058823529411764705,0.0,0.0,0.0,1.0,0.0,0.0
australia_qld_sunshine-coast_2026-07-26,2017,fr,7,0.0,0,,0.0,0.0,0.0,0.0,,,,
australia_qld_sunshine-coast_2026-07-26,2017,it,2,0.0,0,,0.0,0.0,0.0,0.0,,,,
australia_qld_sunshine-coast_2026-07-26,2017,other,210,0.004761904761904762,0,,0.0,0.0,0.0,0.004761904761904762,0.0,0.0,0.0,1.0
australia_qld_sunshine-coast_2026-07-26,2017,pt,1,0.0,0,,0.0,0.0,0.0,0.0,,,,
australia_qld_sunshine-coast_2026-07-26,2017,zh_ja_ko,13,0.0,0,,0.0,0.0,0.0,0.0,,,,
australia_qld_sunshine-coast_2026-07-26,2018,de,61,0.01639344262295082,0,,0.0,0.0,0.01639344262295082,0.0,0.0,0.0,1.0,0.0
australia_qld_sunshine-coast_2026-07-26,2018,en,12857,0.07785642062689585,201,5.109452736318408,0.001400015555728397,0.0248891654351715,0.03896709963444038,0.015866842964921832,0.017982017982017984,0.3196803196803197,0.5004995004995005,0.2037962037962038
australia_qld_sunshine-coast_2026-07-26,2018,es,35,0.05714285714285714,1,2.0,0.0,0.0,0.02857142857142857,0.02857142857142857,0.0,0.0,0.5,0.5
australia_qld_sunshine-coast_2026-07-26,2018,fr,16,0.0,0,,0.0,0.0,0.0,0.0,,,,
australia_qld_sunshine-coast_2026-07-26,2018,it,3,0.0,0,,0.0,0.0,0.0,0.0,,,,
australia_qld_sunshine-coast_2026-07-26,2018,other,486,0.00823045267489712,1,4.0,0.0,0.00411522633744856,0.00411522633744856,0.0,0.0,0.5,0.5,0.0
australia_qld_sunshine-coast_2026-07-26,2018,pt,1,0.0,0,,0.0,0.0,0.0,0.0,,,,
australia_qld_sunshine-coast_2026-07-26,2018,zh_ja_ko,31,0.0,0,,0.0,0.0,0.0,0.0,,,,
australia_qld_sunshine-coast_2026-07-26,2019,de,71,0.014084507042253521,0,,0.0,0.0,0.0,0.014084507042253521,0.0,0.0,0.0,1.0
