accommodation_country,accommodation_type,couple,family,group,solo,reviews
Albania,Apartment,0.4365079365079365,0.19727891156462585,0.22448979591836735,0.1417233560090703,882
Albania,Guest house,0.46722454672245467,0.16736401673640167,0.15341701534170155,0.21199442119944212,717
Albania,Hotel,0.5087281795511222,0.2082294264339152,0.16427680798004987,0.11876558603491272,3208
Argentina,Hotel,0.5186147186147186,0.12813852813852813,0.12121212121212122,0.23203463203463204,1155
Armenia,Hotel,0.29436038514442914,0.2517193947730399,0.1609353507565337,0.29298486932599727,727
Australia,ApartHotel,0.3882513661202186,0.35890710382513663,0.13409836065573771,0.1187431693989071,18300
Australia,Apartment,0.36090062784152416,0.3836328209569171,0.16843472613119723,0.08703182507036156,4619
Australia,Bed and Breakfast,0.7152165580682254,0.09927175162897663,0.06822537370640092,0.11728631659639709,2609
Australia,Camping,0.44574468085106383,0.32659574468085106,0.09148936170212765,0.13617021276595745,940
Australia,Guest house,0.5501222493887531,0.12469437652811736,0.08679706601466992,0.23838630806845965,818
Australia,Holiday Park,0.3492163009404389,0.4724137931034483,0.09905956112852665,0.07931034482758621,3190
Australia,Holiday home,0.4272503082614057,0.30579531442663377,0.2120838471023428,0.054870530209617754,1622
Australia,Hostel,0.19571865443425077,0.0581039755351682,0.11391437308868502,0.632262996941896,2616
Australia,Hotel,0.4505231377856436,0.2513143511529853,0.0982770287855916,0.1998854822757795,38422
Australia,Lodge,0.5093516209476309,0.25374064837905236,0.12531172069825436,0.11159600997506235,1604
Australia,Motel,0.47182040202893105,0.27052414052226187,0.08486755588953597,0.1727879015592711,21292
Australia,Resort,0.42047128129602357,0.38188512518409423,0.10544918998527246,0.09219440353460973,6790
Austria,ApartHotel,0.37767220902612825,0.39825811559778307,0.14647664291369755,0.07759303246239113,1263
Austria,Apartment,0.2729007633587786,0.44274809160305345,0.19274809160305342,0.0916030534351145,2096
Austria,Guest house,0.3404634581105169,0.3226381461675579,0.15151515151515152,0.18538324420677363,561
Austria,Hostel,0.2224231464737794,0.11392405063291139,0.18625678119349007,0.47739602169981915,553
Austria,Hotel,0.41221148155454723,0.2929571907674097,0.11974748471098837,0.17508384296705465,10138
Azerbaijan,Hotel,0.2721417069243156,0.28502415458937197,0.1723027375201288,0.27053140096618356,621
Bahrain,Hotel,0.3028391167192429,0.2610410094637224,0.12302839116719243,0.31309148264984227,1268
Belgium,Apartment,0.2775831873905429,0.3161120840630473,0.24518388791593695,0.16112084063047286,1142
Belgium,Bed and Breakfast,0.5056179775280899,0.15730337078651685,0.12563840653728295,0.21144024514811033,979
Belgium,Hotel,0.3956440406199893,0.22715125601282737,0.14096739711384287,0.23623730625334047,7484
Bosnia and Herzegovina,Apartment,0.30602957906712175,0.3162684869169511,0.2150170648464164,0.1626848691695108,879
Bosnia and Herzegovina,Hotel,0.32021466905187834,0.27549194991055453,0.15384615384615385,0.2504472271914132,559
Brazil,Hotel,0.4325980392156863,0.2113970588235294,0.11151960784313726,0.24448529411764705,1632
Bulgaria,Hotel,0.38651743883394063,0.2980218636127017,0.12831858407079647,0.18714211348256116,3842
Cambodia,Hotel,0.46715328467153283,0.15582354807997462,0.146302761028245,0.23072040622024753,3151
Canada,ApartHotel,0.37454100367197063,0.390452876376989,0.15422276621787026,0.08078335373317014,817
Canada,Apartment,0.41898527004909986,0.3044189852700491,0.16530278232405893,0.11129296235679215,611
Canada,Bed and Breakfast,0.6820483961733258,0.1108610016882386,0.088351153629713,0.11873944850872256,1777
Canada,Guest house,0.556350626118068,0.11806797853309481,0.06440071556350627,0.26118067978533094,559
Canada,Hostel,0.13866231647634583,0.09624796084828711,0.11419249592169657,0.6508972267536705,613
Canada,Hotel,0.42408241445359013,0.3462235336750013,0.10369104933478283,0.12600300253662577,19317
Canada,Inn,0.5322033898305085,0.2264406779661017,0.11186440677966102,0.12949152542372883,1475
Canada,Motel,0.44450656975118813,0.2851551579535924,0.10259994408722393,0.16773832820799553,3577
Canada,Resort,0.4824120603015075,0.33668341708542715,0.12060301507537688,0.06030150753768844,796
Chile,Hotel,0.5504201680672269,0.16736694677871147,0.10994397759103641,0.1722689075630252,1428
China,Hotel,0.24406332453825857,0.25131926121372034,0.14907651715039577,0.3555408970976253,1516
Colombia,Hostel,0.37327188940092165,0.05069124423963134,0.1259600614439324,0.4500768049155146,651
Colombia,Hotel,0.47680890538033394,0.19888682745825603,0.14063079777365492,0.1836734693877551,2695
Costa Rica,Bed and Breakfast,0.5472027972027972,0.1853146853146853,0.12412587412587413,0.14335664335664336,572
Costa Rica,Hostel,0.27977839335180055,0.06509695290858726,0.10803324099722991,0.5470914127423823,722
Costa Rica,Hotel,0.46380697050938335,0.23801012809055705,0.11528150134048257,0.182901400059577,3357
Croatia,Apartment,0.4719707185513389,0.2716239645540358,0.15969947986900404,0.09670583702562127,5191
Croatia,Bed and Breakfast,0.5552631578947368,0.193859649122807,0.1307017543859649,0.12017543859649123,1140
Croatia,Guest house,0.5373368146214099,0.1741514360313316,0.13159268929503917,0.1569190600522193,3830
Croatia,Hostel,0.22075471698113208,0.04716981132075472,0.12830188679245283,0.6037735849056604,530
Croatia,Hotel,0.5161195779601406,0.25351699882766704,0.11019929660023446,0.1201641266119578,3412
Cyprus,ApartHotel,0.363901018922853,0.29112081513828236,0.18922852983988356,0.15574963609898107,687
Cyprus,Apartment,0.4060344827586207,0.2836206896551724,0.17758620689655172,0.13275862068965516,1160
Cyprus,Hotel,0.46890833717181024,0.2538000921234454,0.1110087517273146,0.16628281897742975,2171
Cyprus,Resort,0.3652892561983471,0.5388429752066116,0.06446280991735537,0.03140495867768595,605
Czech Republic,ApartHotel,0.3758278145695364,0.32781456953642385,0.1672185430463576,0.1291390728476821,604
Czech Republic,Apartment,0.24793388429752067,0.39834710743801655,0.256198347107438,0.09752066115702479,1210
Czech Republic,Hotel,0.3930327868852459,0.26202185792349725,0.14084699453551913,0.2040983606557377,7320
Denmark,Hostel,0.19083969465648856,0.11603053435114503,0.20610687022900764,0.4870229007633588,655
Denmark,Hotel,0.41359163591635917,0.23800738007380073,0.12300123001230012,0.22539975399753998,3252
Ecuador,Hotel,0.49096385542168675,0.13102409638554216,0.13403614457831325,0.24397590361445784,664
Egypt,Apartment,0.35864978902953587,0.2841068917018284,0.15752461322081576,0.19971870604781997,711
Egypt,Hostel,0.30243337195828507,0.23406720741599074,0.1100811123986095,0.35341830822711473,863
Egypt,Hotel,0.32890070921985815,0.30031028368794327,0.13076241134751773,0.24002659574468085,4512
Egypt,Resort,0.32665890570430733,0.47240977881257273,0.11175785797438882,0.08917345750873108,4295
Estonia,Hotel,0.3541488451668092,0.25919589392643283,0.11120615911035073,0.2754491017964072,2338
Fiji,Resort,0.4176394293125811,0.4383916990920882,0.09208819714656291,0.05188067444876784,771
Finland,Hotel,0.3227040816326531,0.23639455782312926,0.1326530612244898,0.3082482993197279,2352
France,ApartHotel,0.3363770250368189,0.3835051546391753,0.1313696612665685,0.1487481590574374,3395
France,Apartment,0.3826291079812207,0.36519114688128773,0.17069081153588195,0.08148893360160966,2982
France,Bed and Breakfast,0.6557181248133771,0.17408181546730367,0.08689160943565244,0.08330845028366676,3349
France,Guest house,0.6307692307692307,0.20341880341880342,0.08205128205128205,0.08376068376068375,585
France,Hostel,0.09647887323943662,0.07887323943661972,0.10985915492957747,0.7147887323943662,1420
France,Hotel,0.4546579367943496,0.26746404083105635,0.11958034747641388,0.15829767489818014,38794
Georgia,Guest house,0.43080357142857145,0.140625,0.171875,0.25669642857142855,896
Georgia,Hotel,0.38365417088821346,0.2647754137115839,0.15265113137453562,0.198919284025667,2961
Germany,ApartHotel,0.3746385790995456,0.30400660883932257,0.1396117306897976,0.18174308137133416,2421
Germany,Apartment,0.27047781569965873,0.3873720136518771,0.1945392491467577,0.1476109215017065,1172
Germany,Guest house,0.39679715302491103,0.2508896797153025,0.11298932384341637,0.2393238434163701,1124
Germany,Hostel,0.12087139845397049,0.09978917779339423,0.14968376669009137,0.6296556570625439,1423
Germany,Hotel,0.35231328167700865,0.2641545831591808,0.1309198469601003,0.25261228820371023,31103
Greece,ApartHotel,0.49329647546648236,0.27947477539737386,0.12785072563925362,0.09937802349689012,7235
Greece,Apartment,0.459345584939489,0.2764679515912147,0.15445988346033168,0.10972658000896458,11155
Greece,Guest house,0.5739348370927319,0.15664160401002505,0.13993316624895571,0.12949039264828738,2394
Greece,Hostel,0.13126491646778043,0.03937947494033413,0.11694510739856802,0.7124105011933174,838
Greece,Hotel,0.4979832313618853,0.23716292771357353,0.1283480625424881,0.13650577838205302,22065
Greece,Resort,0.42073170731707316,0.4649390243902439,0.0701219512195122,0.04420731707317073,656
Guatemala,Hotel,0.4099868593955322,0.1800262812089356,0.13534822601839686,0.27463863337713534,761
Hong Kong,Hotel,0.31105990783410137,0.347926267281106,0.11382488479262673,0.2271889400921659,2170
Hungary,ApartHotel,0.27578215527230593,0.32792584009269987,0.19351100811123986,0.20278099652375434,863
Hungary,Apartment,0.38838084991931143,0.27111350188273264,0.22054868208714362,0.11995696611081226,1859
Hungary,Hotel,0.4671103148195547,0.23291528026618888,0.11799334527770668,0.18198105963654979,3907
Iceland,Apartment,0.24581589958158995,0.4330543933054393,0.27719665271966526,0.043933054393305436,956
Iceland,Guest house,0.42653276955602537,0.2774841437632135,0.1686046511627907,0.1273784355179704,1892
Iceland,Hostel,0.2398753894080997,0.10903426791277258,0.1573208722741433,0.4937694704049844,642
Iceland,Hotel,0.4922828841280811,0.25961759963142134,0.1511172540889196,0.09698226215157797,4341
India,Apartment,0.21636363636363637,0.41454545454545455,0.15636363636363637,0.21272727272727274,550
India,Bed and Breakfast,0.4004400440044004,0.24092409240924093,0.13641364136413642,0.2222222222222222,909
India,Guest house,0.35472370766488415,0.19340463458110516,0.15240641711229946,0.2994652406417112,1122
India,Homestay,0.4193962748876044,0.21066152858060372,0.13808606294155426,0.23185613359023763,1557
India,Hostel,0.14885331025530074,0.039376893119861534,0.1280830809173518,0.683686715707486,2311
India,Hotel,0.3214186563020544,0.34786229872293173,0.1260410882842865,0.2046779566907274,14408
India,Resort,0.336740488358887,0.4747302668938103,0.11697898921067575,0.07155025553662692,1761
Indonesia,Bed and Breakfast,0.436183395291202,0.09417596034696406,0.12019826517967781,0.34944237918215615,807
Indonesia,Guest house,0.4471171502019831,0.1423062798384135,0.1266984943077488,0.2838780756518546,5446
Indonesia,Holiday Park,0.4671232876712329,0.2237442922374429,0.12420091324200913,0.18493150684931506,2190
Indonesia,Homestay,0.436318407960199,0.10149253731343283,0.1208955223880597,0.34129353233830845,2010
Indonesia,Hostel,0.19838056680161945,0.05128205128205128,0.12550607287449392,0.6248313090418354,741
Indonesia,Hotel,0.42327072835547414,0.25185524507558404,0.13458543289051764,0.19028859367842418,10915
Indonesia,Resort,0.45076142131979696,0.34187817258883246,0.1182741116751269,0.08908629441624366,3940
Indonesia,Villa,0.505658852061439,0.25464834276475345,0.14834276475343572,0.09135004042037187,2474
