switch_rate,abnb_adr_premium_growth,us_nights_2030_mm,cagr_2025_30,implied_cross_price_elasticity,airbnb_share_of_pool_2030
2.5,-0.02,190.44225572955466,0.05551322834093342,0.9076917270229526,0.05847548196080435
2.5,0.0,174.6440629853674,0.03738934349308276,0.9076917270229526,0.046620651461825216
2.5,0.02,162.0810035429802,0.022015401479829944,0.9076917270229526,0.03719343768809164
2.5,0.04,152.10995001175786,0.009119368480282164,0.9076917270229526,0.029711243273646323
5.0,-0.02,209.8116118847467,0.0761601872292379,1.8153834540459053,0.07301008334289256
5.0,0.0,174.6440629853674,0.03738934349308276,1.8153834540459053,0.046620651461825216
5.0,0.02,151.93735047888296,0.008890254422301291,1.8153834540459053,0.02958172604091175
5.0,0.04,137.49786528353448,-0.011059396669261257,1.8153834540459053,0.018746458219131453
7.0,-0.02,228.27546446042157,0.09446748576902175,2.541536835664268,0.08686520248133335
7.0,0.0,174.6440629853674,0.03738934349308276,2.541536835664268,0.046620651461825216
7.0,0.02,145.27859114292164,-0.00011203508588164546,2.541536835664268,0.02458504923492956
7.0,0.04,129.7144547055104,-0.022518172755253585,2.541536835664268,0.012905852613127123
10.3,-0.02,265.3789933744394,0.12793565586170463,3.7396899153345653,0.11470737742577393
10.3,0.0,174.6440629853674,0.03738934349308276,3.7396899153345653,0.046620651461825216
10.3,0.02,136.5894935667975,-0.012369539223076154,3.7396899153345653,0.01806482374952127
10.3,0.04,121.7483211694618,-0.03483044679750158,3.7396899153345653,0.006928133241597344
