market,m,reviews,mention_any,headcount_n,headcount_mean,share_solo,share_couple,share_family,share_group,cond_solo,cond_couple,cond_family,cond_group
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires_2026-07-24,2010-05,1,0.0,0,,0.0,0.0,0.0,0.0,,,,
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires_2026-07-24,2010-08,2,0.0,0,,0.0,0.0,0.0,0.0,,,,
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires_2026-07-24,2010-09,1,0.0,0,,0.0,0.0,0.0,0.0,,,,
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires_2026-07-24,2010-10,1,0.0,0,,0.0,0.0,0.0,0.0,,,,
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires_2026-07-24,2010-11,4,0.0,0,,0.0,0.0,0.0,0.0,,,,
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires_2026-07-24,2010-12,3,0.0,0,,0.0,0.0,0.0,0.0,,,,
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires_2026-07-24,2011-01,3,0.0,0,,0.0,0.0,0.0,0.0,,,,
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires_2026-07-24,2011-02,3,0.0,0,,0.0,0.0,0.0,0.0,,,,
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires_2026-07-24,2011-03,15,0.13333333333333333,0,,0.0,0.06666666666666667,0.06666666666666667,0.0,0.0,0.5,0.5,0.0
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires_2026-07-24,2011-04,10,0.1,0,,0.0,0.1,0.0,0.0,0.0,1.0,0.0,0.0
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires_2026-07-24,2011-05,7,0.0,0,,0.0,0.0,0.0,0.0,,,,
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires_2026-07-24,2011-06,11,0.18181818181818182,0,,0.0,0.18181818181818182,0.0,0.0,0.0,1.0,0.0,0.0
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires_2026-07-24,2011-07,13,0.0,0,,0.0,0.0,0.0,0.0,,,,
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires_2026-07-24,2011-08,15,0.06666666666666667,0,,0.0,0.06666666666666667,0.0,0.0,0.0,1.0,0.0,0.0
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires_2026-07-24,2011-09,25,0.04,0,,0.0,0.0,0.04,0.0,0.0,0.0,1.0,0.0
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires_2026-07-24,2011-10,17,0.058823529411764705,0,,0.0,0.058823529411764705,0.0,0.0,0.0,1.0,0.0,0.0
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires_2026-07-24,2011-11,46,0.043478260869565216,1,4.0,0.0,0.021739130434782608,0.0,0.021739130434782608,0.0,0.5,0.0,0.5
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires_2026-07-24,2011-12,33,0.24242424242424243,1,8.0,0.0,0.09090909090909091,0.06060606060606061,0.09090909090909091,0.0,0.375,0.25,0.375
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires_2026-07-24,2012-01,63,0.09523809523809523,0,,0.0,0.06349206349206349,0.047619047619047616,0.0,0.0,0.6666666666666666,0.5,0.0
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires_2026-07-24,2012-02,45,0.044444444444444446,0,,0.0,0.044444444444444446,0.0,0.0,0.0,1.0,0.0,0.0
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires_2026-07-24,2012-03,86,0.09302325581395349,1,2.0,0.0,0.08139534883720931,0.011627906976744186,0.011627906976744186,0.0,0.875,0.125,0.125
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires_2026-07-24,2012-04,73,0.136986301369863,1,2.0,0.0,0.0821917808219178,0.0273972602739726,0.0273972602739726,0.0,0.6,0.2,0.2
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires_2026-07-24,2012-05,77,0.12987012987012986,0,,0.0,0.1038961038961039,0.012987012987012988,0.012987012987012988,0.0,0.8,0.1,0.1
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires_2026-07-24,2012-06,49,0.061224489795918366,1,3.0,0.0,0.0,0.061224489795918366,0.0,0.0,0.0,1.0,0.0
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires_2026-07-24,2012-07,70,0.1,0,,0.0,0.05714285714285714,0.04285714285714286,0.0,0.0,0.5714285714285714,0.42857142857142855,0.0
