market,m,reviews,mention_any,headcount_n,headcount_mean,share_solo,share_couple,share_family,share_group,cond_solo,cond_couple,cond_family,cond_group
australia_nsw_mid-north-coast_2026-07-16,2012-04,1,0.0,0,,0.0,0.0,0.0,0.0,,,,
australia_nsw_mid-north-coast_2026-07-16,2012-05,2,0.5,0,,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0
australia_nsw_mid-north-coast_2026-07-16,2012-07,1,0.0,0,,0.0,0.0,0.0,0.0,,,,
australia_nsw_mid-north-coast_2026-07-16,2012-09,4,0.5,0,,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0
australia_nsw_mid-north-coast_2026-07-16,2012-10,3,0.0,0,,0.0,0.0,0.0,0.0,,,,
australia_nsw_mid-north-coast_2026-07-16,2012-11,2,0.5,0,,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0
australia_nsw_mid-north-coast_2026-07-16,2012-12,9,0.1111111111111111,0,,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,1.0,0.0
australia_nsw_mid-north-coast_2026-07-16,2013-01,10,0.1,0,,0.0,0.1,0.0,0.0,0.0,1.0,0.0,0.0
australia_nsw_mid-north-coast_2026-07-16,2013-03,6,0.0,0,,0.0,0.0,0.0,0.0,,,,
australia_nsw_mid-north-coast_2026-07-16,2013-04,8,0.0,0,,0.0,0.0,0.0,0.0,,,,
australia_nsw_mid-north-coast_2026-07-16,2013-05,2,0.0,0,,0.0,0.0,0.0,0.0,,,,
australia_nsw_mid-north-coast_2026-07-16,2013-06,4,0.0,0,,0.0,0.0,0.0,0.0,,,,
australia_nsw_mid-north-coast_2026-07-16,2013-07,16,0.3125,0,,0.0,0.125,0.1875,0.0,0.0,0.4,0.6,0.0
australia_nsw_mid-north-coast_2026-07-16,2013-08,5,0.2,0,,0.0,0.0,0.2,0.0,0.0,0.0,1.0,0.0
australia_nsw_mid-north-coast_2026-07-16,2013-09,16,0.375,1,4.0,0.0,0.1875,0.25,0.0,0.0,0.5,0.6666666666666666,0.0
australia_nsw_mid-north-coast_2026-07-16,2013-10,15,0.06666666666666667,0,,0.0,0.06666666666666667,0.0,0.0,0.0,1.0,0.0,0.0
australia_nsw_mid-north-coast_2026-07-16,2013-11,16,0.1875,0,,0.0,0.0625,0.125,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0
australia_nsw_mid-north-coast_2026-07-16,2013-12,43,0.11627906976744186,1,2.0,0.0,0.0,0.06976744186046512,0.046511627906976744,0.0,0.0,0.6,0.4
australia_nsw_mid-north-coast_2026-07-16,2014-01,54,0.12962962962962962,2,9.0,0.0,0.05555555555555555,0.018518518518518517,0.05555555555555555,0.0,0.42857142857142855,0.14285714285714285,0.42857142857142855
australia_nsw_mid-north-coast_2026-07-16,2014-02,30,0.13333333333333333,1,11.0,0.0,0.06666666666666667,0.03333333333333333,0.03333333333333333,0.0,0.5,0.25,0.25
australia_nsw_mid-north-coast_2026-07-16,2014-03,33,0.09090909090909091,1,3.0,0.0,0.030303030303030304,0.06060606060606061,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0
australia_nsw_mid-north-coast_2026-07-16,2014-04,53,0.1320754716981132,2,6.0,0.0,0.03773584905660377,0.07547169811320754,0.018867924528301886,0.0,0.2857142857142857,0.5714285714285714,0.14285714285714285
australia_nsw_mid-north-coast_2026-07-16,2014-05,27,0.07407407407407407,1,3.0,0.0,0.0,0.037037037037037035,0.037037037037037035,0.0,0.0,0.5,0.5
australia_nsw_mid-north-coast_2026-07-16,2014-06,45,0.2,4,3.5,0.0,0.06666666666666667,0.044444444444444446,0.08888888888888889,0.0,0.3333333333333333,0.2222222222222222,0.4444444444444444
australia_nsw_mid-north-coast_2026-07-16,2014-07,50,0.06,0,,0.0,0.0,0.04,0.02,0.0,0.0,0.6666666666666666,0.3333333333333333
australia_nsw_mid-north-coast_2026-07-16,2014-08,40,0.125,2,6.0,0.0,0.05,0.025,0.05,0.0,0.4,0.2,0.4
australia_nsw_mid-north-coast_2026-07-16,2014-09,60,0.16666666666666666,1,4.0,0.0,0.13333333333333333,0.06666666666666667,0.0,0.0,0.8,0.4,0.0
australia_nsw_mid-north-coast_2026-07-16,2014-10,90,0.16666666666666666,4,4.0,0.0,0.044444444444444446,0.06666666666666667,0.05555555555555555,0.0,0.26666666666666666,0.4,0.3333333333333333
australia_nsw_mid-north-coast_2026-07-16,2014-11,74,0.14864864864864866,2,11.0,0.0,0.04054054054054054,0.08108108108108109,0.06756756756756757,0.0,0.2727272727272727,0.5454545454545454,0.45454545454545453
australia_nsw_mid-north-coast_2026-07-16,2014-12,142,0.1267605633802817,5,3.6,0.0,0.04225352112676056,0.06338028169014084,0.02112676056338028,0.0,0.3333333333333333,0.5,0.16666666666666666
australia_nsw_mid-north-coast_2026-07-16,2015-01,180,0.11666666666666667,7,5.714285714285714,0.0,0.05,0.03333333333333333,0.03333333333333333,0.0,0.42857142857142855,0.2857142857142857,0.2857142857142857
australia_nsw_mid-north-coast_2026-07-16,2015-02,98,0.07142857142857142,1,4.0,0.0,0.02040816326530612,0.04081632653061224,0.01020408163265306,0.0,0.2857142857142857,0.5714285714285714,0.14285714285714285
australia_nsw_mid-north-coast_2026-07-16,2015-03,127,0.07086614173228346,2,7.5,0.0,0.03937007874015748,0.007874015748031496,0.023622047244094488,0.0,0.5555555555555556,0.1111111111111111,0.3333333333333333
australia_nsw_mid-north-coast_2026-07-16,2015-04,171,0.12280701754385964,2,8.0,0.0,0.029239766081871343,0.07017543859649122,0.023391812865497075,0.0,0.23809523809523808,0.5714285714285714,0.19047619047619047
australia_nsw_mid-north-coast_2026-07-16,2015-05,84,0.07142857142857142,0,,0.0,0.023809523809523808,0.03571428571428571,0.011904761904761904,0.0,0.3333333333333333,0.5,0.16666666666666666
australia_nsw_mid-north-coast_2026-07-16,2015-06,129,0.06201550387596899,2,5.5,0.007751937984496124,0.015503875968992248,0.007751937984496124,0.031007751937984496,0.125,0.25,0.125,0.5
australia_nsw_mid-north-coast_2026-07-16,2015-07,172,0.0755813953488372,2,5.0,0.0,0.03488372093023256,0.023255813953488372,0.03488372093023256,0.0,0.46153846153846156,0.3076923076923077,0.46153846153846156
australia_nsw_mid-north-coast_2026-07-16,2015-08,131,0.06870229007633588,1,6.0,0.0,0.015267175572519083,0.03816793893129771,0.015267175572519083,0.0,0.2222222222222222,0.5555555555555556,0.2222222222222222
australia_nsw_mid-north-coast_2026-07-16,2015-09,192,0.0625,6,3.8333333333333335,0.0,0.010416666666666666,0.036458333333333336,0.020833333333333332,0.0,0.16666666666666666,0.5833333333333334,0.3333333333333333
australia_nsw_mid-north-coast_2026-07-16,2015-10,215,0.12558139534883722,3,5.0,0.0,0.06046511627906977,0.046511627906976744,0.027906976744186046,0.0,0.48148148148148145,0.37037037037037035,0.2222222222222222
australia_nsw_mid-north-coast_2026-07-16,2015-11,178,0.09550561797752809,5,6.0,0.0,0.016853932584269662,0.056179775280898875,0.033707865168539325,0.0,0.17647058823529413,0.5882352941176471,0.35294117647058826
australia_nsw_mid-north-coast_2026-07-16,2015-12,330,0.11818181818181818,8,4.625,0.0,0.03939393939393939,0.05757575757575758,0.02727272727272727,0.0,0.3333333333333333,0.48717948717948717,0.23076923076923078
australia_nsw_mid-north-coast_2026-07-16,2016-01,370,0.15135135135135136,15,4.6,0.0,0.04594594594594595,0.07027027027027027,0.04594594594594595,0.0,0.30357142857142855,0.4642857142857143,0.30357142857142855
australia_nsw_mid-north-coast_2026-07-16,2016-02,241,0.1078838174273859,5,5.2,0.0,0.04564315352697095,0.03734439834024896,0.029045643153526972,0.0,0.4230769230769231,0.34615384615384615,0.2692307692307692
australia_nsw_mid-north-coast_2026-07-16,2016-03,276,0.07246376811594203,2,7.5,0.0,0.043478260869565216,0.018115942028985508,0.010869565217391304,0.0,0.6,0.25,0.15
australia_nsw_mid-north-coast_2026-07-16,2016-04,272,0.08088235294117647,4,6.5,0.0,0.03676470588235294,0.04044117647058824,0.011029411764705883,0.0,0.45454545454545453,0.5,0.13636363636363635
australia_nsw_mid-north-coast_2026-07-16,2016-05,212,0.08018867924528301,4,9.25,0.0,0.04245283018867924,0.02358490566037736,0.014150943396226415,0.0,0.5294117647058824,0.29411764705882354,0.17647058823529413
australia_nsw_mid-north-coast_2026-07-16,2016-06,198,0.10101010101010101,7,4.0,0.005050505050505051,0.030303030303030304,0.03535353535353535,0.045454545454545456,0.05,0.3,0.35,0.45
australia_nsw_mid-north-coast_2026-07-16,2016-07,340,0.11470588235294117,13,5.461538461538462,0.0,0.03823529411764706,0.04411764705882353,0.03823529411764706,0.0,0.3333333333333333,0.38461538461538464,0.3333333333333333
australia_nsw_mid-north-coast_2026-07-16,2016-08,244,0.09016393442622951,4,3.5,0.0,0.028688524590163935,0.05737704918032787,0.01639344262295082,0.0,0.3181818181818182,0.6363636363636364,0.18181818181818182
australia_nsw_mid-north-coast_2026-07-16,2016-09,363,0.08539944903581267,4,6.5,0.0,0.030303030303030304,0.049586776859504134,0.011019283746556474,0.0,0.3548387096774194,0.5806451612903226,0.12903225806451613
australia_nsw_mid-north-coast_2026-07-16,2016-10,474,0.06962025316455696,7,5.285714285714286,0.0,0.0189873417721519,0.027426160337552744,0.023206751054852322,0.0,0.2727272727272727,0.3939393939393939,0.3333333333333333
