year,acc,trips_weighted_mm,party_size,n_raw,share_with_child,share_solo,share_with_own_kids,share_with_friends,nights_per_trip
2015,hotel,34.33534983484,2.086168788566059,13813.0,0.2619363028273893,0.12938831699020906,0.2822350385133089,0.14203520340775713,3.8422342072419067
2015,rental_room,0.809309853478,1.4139499801939663,297.0,0.08539977939225571,0.10885428578486324,0.07465201958231482,0.07327899171143866,6.1226999549434
2015,rental_whole,9.156297103798,2.4287051795434618,3203.0,0.3813162190281878,0.040018800700122384,0.3952019167927637,0.13907157215582336,7.899272381096782
2016,hotel,37.394369479242,2.095209493071393,14746.0,0.26778409004523157,0.1400771240887407,0.2913085648227865,0.15932388780482698,3.8369638593137045
2016,rental_room,0.864230597774,1.7938563565292922,282.0,0.2747744094315196,0.16747634555152566,0.29487862001576876,0.10525209319282511,5.906817906720239
2016,rental_whole,10.78553199541,2.3128052737198104,3751.0,0.33873607780393206,0.05513587294155483,0.3788087470445345,0.16137828779829555,7.164549275048118
2017,hotel,38.704309723637,2.101981268269421,15474.0,0.264932349386089,0.11985620793466727,0.29334017854968536,0.15342939946314013,3.7818624744956018
2017,rental_room,0.68711598067,1.4587129160897443,262.0,0.1268091616789903,0.18236818983137798,0.14450067626455806,0.1462871754648867,13.536425566971376
2017,rental_whole,12.739725493982,2.545628203436062,4177.0,0.4254582933789593,0.04825119849155114,0.43668645987223026,0.16367003970148072,6.42136669941254
2018,hotel,41.039852942473004,2.079851508177322,16291.0,0.25575298592808554,0.12859622400569404,0.27228145254149755,0.14973095646676834,3.717555845711968
2018,rental_room,1.030945694623,1.558019929130577,379.0,0.14163339482337697,0.08823892413583051,0.08321044335062705,0.1460128777491494,7.601939057047939
2018,rental_whole,13.675944071138002,2.499397656431164,4491.0,0.39376395166925365,0.047406534458213176,0.39837855238520614,0.17776692053075216,6.0383649171393055
2019,hotel,41.864320482513996,2.0937381575222536,15760.0,0.2513833772941254,0.12341849844953524,0.2745138501334842,0.1531938606590724,3.674307112381532
2019,rental_room,0.9805702180169998,1.3320170444503097,332.0,0.07075276603270976,0.13400366384645995,0.06598987347265954,0.1254189649668392,6.7870104388634624
2019,rental_whole,16.109139741759,2.5055197078884976,5079.0,0.3856494488006498,0.03509887465686986,0.41367152584898687,0.1943644535426392,5.628215315040279
2020,hotel,13.476557937705,2.0413082131084432,4650.0,0.2402415354240932,0.1188186139650648,0.2690661311234274,0.1340373330917179,3.296925326338221
2020,rental_room,0.404382931802,1.4711623830757776,144.0,0.10654870341089628,0.0675942737004134,0.05850134206847105,0.13569677088119028,7.795061235740834
2020,rental_whole,8.250850156457,2.3324657476378077,2568.0,0.3373264382962867,0.05214882314670023,0.3607815909870128,0.1706794385640276,6.722176884332688
2021,hotel,23.502040653713003,2.100894294446826,8433.0,0.24669299629089989,0.11104970203260507,0.28109605126779874,0.1404303350937563,3.3774692680443237
2021,rental_room,0.802051953117,1.145846530133611,240.0,0.02269943361180765,0.2087815205352073,0.035520938096692156,0.045639649193223976,6.288877039597711
2021,rental_whole,10.925265907433,2.2922224121710313,3605.0,0.329366837808663,0.06045317227607721,0.36650544626742365,0.1966929494022641,6.003147312726696
2022,hotel,35.816773435386004,2.1183773493975058,11567.0,0.24872881406605102,0.10689859428566746,0.2979930116324833,0.14715116654460864,3.693452461902319
2022,rental_room,1.0256696595619998,1.3102361457039524,294.0,0.07522649011763612,0.23240697344288633,0.05897216156889131,0.042117917407684315,4.901197433718302
2022,rental_whole,13.363214022639,2.412897615109091,3798.0,0.3085976591005471,0.04150857251012274,0.365174395697683,0.20558615711166006,5.8133113321192385
2023,hotel,37.59499293058099,2.1138252660998673,12226.0,0.2457208569542677,0.11382894519123575,0.29586281284179256,0.1422534598511321,3.614674762997139
2023,rental_room,0.9430312544589999,1.3643957076164333,297.0,0.09167031461390285,0.15656557775988242,0.08531923444696189,0.11489436794770694,6.076104957819424
2023,rental_whole,16.096493479019003,2.4478884532740715,4705.0,0.3529965942221031,0.034315901069570325,0.41396623666014126,0.1925334110413888,5.519475176003712
2024,hotel,37.813800219938,2.047891607445478,12780.0,0.23134247225933383,0.12404820072439392,0.26593492013708764,0.15151709874915065,3.68347237760771
2024,rental_room,0.7953428581640001,1.322718537682618,290.0,0.0695323037936888,0.21900809067186303,0.07462255143273305,0.10211536318121195,5.567175618030109
2024,rental_whole,17.030232670036,2.4719269008713436,5087.0,0.35191483649620225,0.04842229516998471,0.41005656701895427,0.21933977065752583,5.445345454788315
2025,hotel,38.771867274302004,2.0428531707805115,12197.0,0.2225231449200126,0.11340031748185006,0.2613877975529732,0.15769993227794762,3.749097378727598
2025,rental_room,0.7259887425160001,1.383068314193413,214.0,0.10784920090310408,0.23083211229312786,0.13049162927331773,0.15673626450825057,5.237170871734565
2025,rental_whole,17.177389161338,2.388807224709391,4879.0,0.3342437112421328,0.036370586633803444,0.38300741720708253,0.22204210215226378,5.25753746857735
2026,hotel,8.594486155595,1.846101923586678,2583.0,0.15875628837830622,0.16321504514249663,0.19497384297653694,0.15933956367682264,3.271584218756986
2026,rental_room,0.194445201567,1.3675742862771163,58.0,0.04705516586300179,0.32923897712097044,0.04705516586300179,0.05257766712992039,6.267847142491992
2026,rental_whole,3.187155554604,2.255621541294751,844.0,0.30675775318141824,0.04927400809575876,0.297737636468109,0.2659547225363834,4.167086943478091
