market,year,lang,reviews,mention_any,headcount_n,headcount_mean,share_solo,share_couple,share_family,share_group,cond_solo,cond_couple,cond_family,cond_group
australia_nsw_mid-north-coast_2026-07-16,2012,en,22,0.22727272727272727,0,,0.0,0.09090909090909091,0.13636363636363635,0.0,0.0,0.4,0.6,0.0
australia_nsw_mid-north-coast_2026-07-16,2013,de,1,0.0,0,,0.0,0.0,0.0,0.0,,,,
australia_nsw_mid-north-coast_2026-07-16,2013,en,137,0.16058394160583941,2,3.0,0.0,0.058394160583941604,0.0948905109489051,0.014598540145985401,0.0,0.36363636363636365,0.5909090909090909,0.09090909090909091
australia_nsw_mid-north-coast_2026-07-16,2013,other,3,0.0,0,,0.0,0.0,0.0,0.0,,,,
australia_nsw_mid-north-coast_2026-07-16,2014,de,2,0.0,0,,0.0,0.0,0.0,0.0,,,,
australia_nsw_mid-north-coast_2026-07-16,2014,en,688,0.13662790697674418,25,5.32,0.0,0.04941860465116279,0.056686046511627904,0.0377906976744186,0.0,0.3617021276595745,0.4148936170212766,0.2765957446808511
australia_nsw_mid-north-coast_2026-07-16,2014,es,2,0.0,0,,0.0,0.0,0.0,0.0,,,,
australia_nsw_mid-north-coast_2026-07-16,2014,fr,3,0.0,0,,0.0,0.0,0.0,0.0,,,,
australia_nsw_mid-north-coast_2026-07-16,2014,other,2,0.0,0,,0.0,0.0,0.0,0.0,,,,
australia_nsw_mid-north-coast_2026-07-16,2014,zh_ja_ko,1,0.0,0,,0.0,0.0,0.0,0.0,,,,
australia_nsw_mid-north-coast_2026-07-16,2015,de,2,0.0,0,,0.0,0.0,0.0,0.0,,,,
australia_nsw_mid-north-coast_2026-07-16,2015,en,1986,0.094662638469285,39,5.3076923076923075,0.0005035246727089627,0.032225579053373615,0.041289023162134945,0.0256797583081571,0.005319148936170213,0.3404255319148936,0.43617021276595747,0.2712765957446808
australia_nsw_mid-north-coast_2026-07-16,2015,es,3,0.3333333333333333,0,,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,1.0
australia_nsw_mid-north-coast_2026-07-16,2015,fr,4,0.0,0,,0.0,0.0,0.0,0.0,,,,
australia_nsw_mid-north-coast_2026-07-16,2015,other,10,0.0,0,,0.0,0.0,0.0,0.0,,,,
australia_nsw_mid-north-coast_2026-07-16,2015,zh_ja_ko,2,0.0,0,,0.0,0.0,0.0,0.0,,,,
australia_nsw_mid-north-coast_2026-07-16,2016,de,11,0.0,0,,0.0,0.0,0.0,0.0,,,,
australia_nsw_mid-north-coast_2026-07-16,2016,en,3860,0.09792746113989638,81,5.592592592592593,0.00025906735751295336,0.03212435233160622,0.046373056994818654,0.024093264248704664,0.0026455026455026454,0.328042328042328,0.47354497354497355,0.24603174603174602
australia_nsw_mid-north-coast_2026-07-16,2016,es,6,0.16666666666666666,0,,0.0,0.16666666666666666,0.0,0.0,0.0,1.0,0.0,0.0
australia_nsw_mid-north-coast_2026-07-16,2016,fr,3,0.0,0,,0.0,0.0,0.0,0.0,,,,
australia_nsw_mid-north-coast_2026-07-16,2016,it,1,0.0,0,,0.0,0.0,0.0,0.0,,,,
