market,q,bucket,room,reviews,mention_any,headcount_n,headcount_mean,share_solo,share_couple,share_family,share_group,cond_solo,cond_couple,cond_family,cond_group
australia_nsw_mid-north-coast_2026-07-16,2012Q2,3-4,entire,3,0.3333333333333333,0,,0.0,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.0
australia_nsw_mid-north-coast_2026-07-16,2012Q3,3-4,entire,4,0.25,0,,0.0,0.0,0.25,0.0,0.0,0.0,1.0,0.0
australia_nsw_mid-north-coast_2026-07-16,2012Q3,5-6,entire,1,1.0,0,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
australia_nsw_mid-north-coast_2026-07-16,2012Q4,3-4,entire,10,0.2,0,,0.0,0.1,0.1,0.0,0.0,0.5,0.5,0.0
australia_nsw_mid-north-coast_2026-07-16,2012Q4,5-6,entire,4,0.0,0,,0.0,0.0,0.0,0.0,,,,
australia_nsw_mid-north-coast_2026-07-16,2013Q1,1-2,entire,1,0.0,0,,0.0,0.0,0.0,0.0,,,,
australia_nsw_mid-north-coast_2026-07-16,2013Q1,3-4,entire,8,0.125,0,,0.0,0.125,0.0,0.0,0.0,1.0,0.0,0.0
australia_nsw_mid-north-coast_2026-07-16,2013Q1,5-6,entire,5,0.0,0,,0.0,0.0,0.0,0.0,,,,
australia_nsw_mid-north-coast_2026-07-16,2013Q1,7+,entire,2,0.0,0,,0.0,0.0,0.0,0.0,,,,
australia_nsw_mid-north-coast_2026-07-16,2013Q2,1-2,entire,2,0.0,0,,0.0,0.0,0.0,0.0,,,,
australia_nsw_mid-north-coast_2026-07-16,2013Q2,3-4,entire,8,0.0,0,,0.0,0.0,0.0,0.0,,,,
australia_nsw_mid-north-coast_2026-07-16,2013Q2,5-6,entire,2,0.0,0,,0.0,0.0,0.0,0.0,,,,
australia_nsw_mid-north-coast_2026-07-16,2013Q2,7+,entire,2,0.0,0,,0.0,0.0,0.0,0.0,,,,
australia_nsw_mid-north-coast_2026-07-16,2013Q3,1-2,entire,1,0.0,0,,0.0,0.0,0.0,0.0,,,,
australia_nsw_mid-north-coast_2026-07-16,2013Q3,3-4,entire,27,0.37037037037037035,1,4.0,0.0,0.18518518518518517,0.2222222222222222,0.0,0.0,0.5,0.6,0.0
australia_nsw_mid-north-coast_2026-07-16,2013Q3,5-6,entire,5,0.2,0,,0.0,0.0,0.2,0.0,0.0,0.0,1.0,0.0
australia_nsw_mid-north-coast_2026-07-16,2013Q3,7+,entire,4,0.25,0,,0.0,0.0,0.25,0.0,0.0,0.0,1.0,0.0
australia_nsw_mid-north-coast_2026-07-16,2013Q4,1-2,entire,20,0.0,0,,0.0,0.0,0.0,0.0,,,,
australia_nsw_mid-north-coast_2026-07-16,2013Q4,3-4,entire,34,0.14705882352941177,1,2.0,0.0,0.058823529411764705,0.058823529411764705,0.029411764705882353,0.0,0.4,0.4,0.2
australia_nsw_mid-north-coast_2026-07-16,2013Q4,3-4,room,1,0.0,0,,0.0,0.0,0.0,0.0,,,,
australia_nsw_mid-north-coast_2026-07-16,2013Q4,5-6,entire,12,0.08333333333333333,0,,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,1.0,0.0
australia_nsw_mid-north-coast_2026-07-16,2013Q4,7+,entire,7,0.42857142857142855,0,,0.0,0.0,0.2857142857142857,0.14285714285714285,0.0,0.0,0.6666666666666666,0.3333333333333333
australia_nsw_mid-north-coast_2026-07-16,2014Q1,1-2,entire,24,0.08333333333333333,0,,0.0,0.08333333333333333,0.0,0.0,0.0,1.0,0.0,0.0
australia_nsw_mid-north-coast_2026-07-16,2014Q1,3-4,entire,36,0.1111111111111111,1,3.0,0.0,0.027777777777777776,0.05555555555555555,0.027777777777777776,0.0,0.25,0.5,0.25
