market,supply_share_5plus,demand_share_5plus,revenue_share_5plus,demand_index_5plus,revenue_index_5plus
es_menorca,0.5825825825825826,0.44343103094896497,0.6250271406497645,0.7611470788969348,1.0728558651359361
it_bergamo,0.3196159122085048,0.2633057362507392,0.35717549010376365,0.8238192348789222,1.1175147308396725
uk_greater-manchester,0.4721580703104952,0.42886530965786057,0.5548812165291824,0.908308756378632,1.1752022287033825
it_puglia,0.403814448441247,0.3042441480459968,0.47587391419036884,0.7534256122345331,1.178446972433197
it_sicily,0.39668437442755083,0.31583979734596057,0.4735024765712975,0.7961992397652269,1.1936504362053628
mt_bozeman,0.4126637554585153,0.39360580864269823,0.4979475422226125,0.953817250573311,1.2066665308886588
mn_twin-cities-msa,0.5873445105462413,0.5615481920783296,0.7348639320582993,0.9560797487595133,1.2511633613036788
uk_bristol,0.34297281665702717,0.30349877949552484,0.44074544648096103,0.8849062221716062,1.2850739915102558
se_stockholm,0.32290459636925456,0.24966031626723714,0.4194591737457284,0.7731705248993743,1.2990189005115917
uk_edinburgh,0.28524340770791073,0.2362166656997544,0.37177617921956047,0.8281231373509613,1.3033646674150636
tx_austin,0.5183122989359069,0.5268696926252108,0.705697207772175,1.0165101111952624,1.3615289647206301
uk_london,0.33446245244671424,0.34329985715376143,0.5050086701193407,1.0264227109572341,1.509911400891248
it_milan,0.17441373534338359,0.19602516541623985,0.305888785324224,1.1239089916302059,1.7538113309825856
