market,q,bucket,room,reviews,mention_any,headcount_n,headcount_mean,share_solo,share_couple,share_family,share_group,cond_solo,cond_couple,cond_family,cond_group
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires_2026-07-24,2010Q2,3-4,entire,1,0.0,0,,0.0,0.0,0.0,0.0,,,,
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires_2026-07-24,2010Q3,3-4,entire,3,0.0,0,,0.0,0.0,0.0,0.0,,,,
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires_2026-07-24,2010Q4,1-2,entire,1,0.0,0,,0.0,0.0,0.0,0.0,,,,
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires_2026-07-24,2010Q4,3-4,entire,6,0.0,0,,0.0,0.0,0.0,0.0,,,,
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires_2026-07-24,2010Q4,5-6,entire,1,0.0,0,,0.0,0.0,0.0,0.0,,,,
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires_2026-07-24,2011Q1,1-2,entire,7,0.0,0,,0.0,0.0,0.0,0.0,,,,
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires_2026-07-24,2011Q1,3-4,entire,12,0.16666666666666666,0,,0.0,0.08333333333333333,0.08333333333333333,0.0,0.0,0.5,0.5,0.0
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires_2026-07-24,2011Q1,5-6,entire,2,0.0,0,,0.0,0.0,0.0,0.0,,,,
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires_2026-07-24,2011Q2,1-2,entire,14,0.07142857142857142,0,,0.0,0.07142857142857142,0.0,0.0,0.0,1.0,0.0,0.0
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires_2026-07-24,2011Q2,3-4,entire,14,0.14285714285714285,0,,0.0,0.14285714285714285,0.0,0.0,0.0,1.0,0.0,0.0
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires_2026-07-24,2011Q3,1-2,entire,30,0.03333333333333333,0,,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,1.0,0.0
