market,year,lang,reviews,mention_any,headcount_n,headcount_mean,share_solo,share_couple,share_family,share_group,cond_solo,cond_couple,cond_family,cond_group
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires_2026-07-24,2010,en,12,0.0,0,,0.0,0.0,0.0,0.0,,,,
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires_2026-07-24,2011,en,180,0.1,2,6.0,0.0,0.05555555555555555,0.022222222222222223,0.022222222222222223,0.0,0.5555555555555556,0.2222222222222222,0.2222222222222222
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires_2026-07-24,2011,es,11,0.0,0,,0.0,0.0,0.0,0.0,,,,
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires_2026-07-24,2011,other,1,0.0,0,,0.0,0.0,0.0,0.0,,,,
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires_2026-07-24,2011,pt,6,0.0,0,,0.0,0.0,0.0,0.0,,,,
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires_2026-07-24,2012,de,9,0.0,0,,0.0,0.0,0.0,0.0,,,,
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires_2026-07-24,2012,en,761,0.10512483574244415,9,4.555555555555555,0.009198423127463863,0.056504599211563734,0.02759526938239159,0.02102496714848883,0.0875,0.5375,0.2625,0.2
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires_2026-07-24,2012,es,184,0.06521739130434782,0,,0.005434782608695652,0.04891304347826087,0.016304347826086956,0.0,0.08333333333333333,0.75,0.25,0.0
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires_2026-07-24,2012,fr,3,0.0,0,,0.0,0.0,0.0,0.0,,,,
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires_2026-07-24,2012,other,6,0.0,0,,0.0,0.0,0.0,0.0,,,,
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires_2026-07-24,2012,pt,20,0.05,0,,0.0,0.0,0.05,0.0,0.0,0.0,1.0,0.0
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires_2026-07-24,2013,de,7,0.0,0,,0.0,0.0,0.0,0.0,,,,
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires_2026-07-24,2013,en,1554,0.10167310167310167,23,4.260869565217392,0.009652509652509652,0.05791505791505792,0.019948519948519948,0.021235521235521235,0.0949367088607595,0.569620253164557,0.1962025316455696,0.2088607594936709
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires_2026-07-24,2013,es,418,0.05980861244019139,1,4.0,0.0023923444976076554,0.04066985645933014,0.014354066985645933,0.007177033492822967,0.04,0.68,0.24,0.12
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires_2026-07-24,2013,fr,14,0.0,1,4.0,0.0,0.0,0.0,0.0,,,,
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires_2026-07-24,2013,it,4,0.0,0,,0.0,0.0,0.0,0.0,,,,
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires_2026-07-24,2013,other,17,0.0,0,,0.0,0.0,0.0,0.0,,,,
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires_2026-07-24,2013,pt,34,0.058823529411764705,1,4.0,0.0,0.029411764705882353,0.0,0.029411764705882353,0.0,0.5,0.0,0.5
