q,market,reviews,mention_any,share_solo,cond_solo,share_couple,cond_couple,share_family,cond_family,share_group,cond_group,headcount_n,headcount_mean,headcount_ge4,review_len_mean,accommodates_mean,accommodates_ge5,entire_share
2011Q1,australia_qld_brisbane_2026-07-14,1,0.0,0.0,,0.0,,0.0,,0.0,,0,,,254.0,1.0,0.0,0.0
2011Q2,australia_qld_brisbane_2026-07-14,5,0.0,0.0,,0.0,,0.0,,0.0,,0,,,636.8,1.0,0.0,0.0
2011Q3,australia_qld_brisbane_2026-07-14,3,0.0,0.0,,0.0,,0.0,,0.0,,0,,,241.33333333333334,1.0,0.0,0.0
2011Q4,australia_qld_brisbane_2026-07-14,15,0.0,0.0,,0.0,,0.0,,0.0,,0,,,318.6,1.0,0.0,0.0
2012Q1,australia_qld_brisbane_2026-07-14,8,0.0,0.0,,0.0,,0.0,,0.0,,0,,,434.25,1.0,0.0,0.0
2012Q2,australia_qld_brisbane_2026-07-14,8,0.0,0.0,,0.0,,0.0,,0.0,,0,,,484.75,1.0,0.0,0.0
2012Q3,australia_qld_brisbane_2026-07-14,17,0.0,0.0,,0.0,,0.0,,0.0,,0,,,382.4117647058824,2.0,0.0,0.29411764705882354
2012Q4,australia_qld_brisbane_2026-07-14,24,0.08333333333333333,0.041666666666666664,0.5,0.0,0.0,0.041666666666666664,0.5,0.0,0.0,0,,,409.875,2.0416666666666665,0.041666666666666664,0.2916666666666667
2013Q1,australia_qld_brisbane_2026-07-14,34,0.058823529411764705,0.029411764705882353,0.5,0.029411764705882353,0.5,0.0,0.0,0.0,0.0,0,,,302.7647058823529,1.8823529411764706,0.0,0.14705882352941177
2013Q2,australia_qld_brisbane_2026-07-14,31,0.0,0.0,,0.0,,0.0,,0.0,,0,,,342.4193548387097,2.032258064516129,0.03225806451612903,0.16129032258064516
2013Q3,australia_qld_brisbane_2026-07-14,23,0.08695652173913043,0.0,0.0,0.0,0.0,0.08695652173913043,1.0,0.0,0.0,0,,,336.3478260869565,2.217391304347826,0.08695652173913043,0.30434782608695654
2013Q4,australia_qld_brisbane_2026-07-14,36,0.1111111111111111,0.0,0.0,0.05555555555555555,0.5,0.05555555555555555,0.5,0.0,0.0,0,,,314.22222222222223,2.1666666666666665,0.1388888888888889,0.2222222222222222
2014Q1,australia_qld_brisbane_2026-07-14,32,0.09375,0.0,0.0,0.0,0.0,0.0625,0.6666666666666666,0.03125,0.3333333333333333,1,2.0,0.0,311.4375,2.125,0.0625,0.25
2014Q2,australia_qld_brisbane_2026-07-14,62,0.08064516129032258,0.0,0.0,0.03225806451612903,0.4,0.04838709677419355,0.6,0.03225806451612903,0.4,1,2.0,0.0,336.93548387096774,2.564516129032258,0.0967741935483871,0.6129032258064516
2014Q3,australia_qld_brisbane_2026-07-14,82,0.15853658536585366,0.0,0.0,0.08536585365853659,0.5384615384615384,0.06097560975609756,0.38461538461538464,0.024390243902439025,0.15384615384615385,1,4.0,1.0,320.2073170731707,2.7560975609756095,0.13414634146341464,0.6097560975609756
2014Q4,australia_qld_brisbane_2026-07-14,115,0.14782608695652175,0.0,0.0,0.043478260869565216,0.29411764705882354,0.05217391304347826,0.35294117647058826,0.05217391304347826,0.35294117647058826,5,4.2,1.0,378.0608695652174,3.1565217391304348,0.20869565217391303,0.7043478260869566
