year,lang,cond_solo,cond_couple,cond_family,cond_group,implied_party_size,reviews,mentions,headcount_mean,mention_rate
2008,en,0.0,0.0,0.0,1.0,4.7,4.0,2.0,,0.5
2009,en,0.04545454545454545,0.4545454545454547,0.36363636363636376,0.3181818181818182,3.868181818181819,217.0,21.99999999999999,3.0,0.10138248847926262
2009,es,,,,,,2.0,0.0,,0.0
2009,fr,,,,,,1.0,0.0,,0.0
2009,other,,,,,,1.0,0.0,,0.0
2010,de,,,,,,2.0,0.0,,0.0
2010,en,0.03238866396761132,0.5222672064777327,0.32388663967611336,0.1700404858299595,3.139271255060729,2116.0,246.99999999999991,3.914285714285714,0.11672967863894136
2010,es,0.0,1.0,0.0,0.0,2.0,11.0,1.0,,0.09090909090909091
2010,fr,,,,,,5.0,0.0,,0.0
2010,other,0.0,0.0,1.0,0.0,3.9,13.0,1.0,,0.07692307692307693
2011,de,,,,,,71.0,0.0,,0.0
2011,en,0.05267118133935288,0.5063957863054929,0.29194883370955604,0.22046651617757707,3.2402558314522194,11820.0,1328.9999999999998,4.084905660377358,0.11243654822335024
2011,es,0.0,0.36363636363636365,0.5454545454545455,0.27272727272727265,4.136363636363636,242.0,10.999999999999995,3.3333333333333335,0.045454545454545435
2011,fr,,,,,,57.0,0.0,8.0,0.0
2011,it,,,,,,7.0,0.0,,0.0
2011,other,0.0,0.5,0.49999999999999994,0.0,2.9499999999999997,85.0,2.0,5.0,0.023529411764705882
2011,pt,,,,,,12.0,0.0,,0.0
2011,zh_ja_ko,,,,,,2.0,0.0,,0.0
2012,de,0.17647058823529424,0.4705882352941174,0.17647058823529413,0.2941176470588237,3.1882352941176473,509.0,16.99999999999999,3.5,0.03339882121807464
2012,en,0.0439852700490998,0.4891571194762684,0.3083060556464812,0.24488543371522095,3.375654664484452,39303.0,4887.999999999998,4.072883172561629,0.12436709665928805
2012,es,0.03496503496503495,0.3356643356643356,0.27972027972027963,0.4055944055944056,3.7034965034965035,1955.0,142.99999999999994,5.516129032258065,0.07314578005115087
2012,fr,0.0,0.09523809523809529,0.4761904761904761,0.4761904761904763,4.2857142857142865,491.0,20.99999999999999,4.428571428571429,0.04276985743380853
2012,it,0.0,0.5000000000000001,0.24999999999999994,0.24999999999999994,3.15,95.0,3.999999999999999,,0.04210526315789473
2012,other,0.0,0.6666666666666667,0.0,0.6666666666666666,4.466666666666667,360.0,2.999999999999999,,0.008333333333333331
2012,pt,0.0,0.33333333333333326,0.6666666666666667,0.0,3.2666666666666666,108.0,2.999999999999999,,0.02777777777777777
2012,zh_ja_ko,,,,,,6.0,0.0,,0.0
2013,de,0.08571428571428576,0.4999999999999999,0.2857142857142857,0.17142857142857137,3.0057142857142853,1677.0,69.99999999999996,3.4193548387096775,0.04174120453190218
2013,en,0.03239994135757216,0.4521331183110981,0.33154962615452277,0.25846650051312126,3.444502272394077,105896.0,13641.999999999996,4.3391771019678,0.128824507063534
