m,cond_solo,cond_couple,cond_family,cond_group,implied_party_size,reviews,mentions,headcount_mean,year,month
2013-01,0.019197207678883065,0.4816753926701571,0.29668411867364747,0.2949389179755672,3.525828970331588,4528.0,572.9999999999998,4.248062015503876,2013,1
2013-02,0.037117903930130994,0.4737991266375546,0.26419213973799127,0.26637554585152834,3.2670305676855893,3996.0,457.9999999999999,4.578947368421052,2013,2
2013-03,0.026385224274406323,0.45910290237467016,0.2862796833773087,0.2968337730870712,3.4562005277044854,6205.0,757.9999999999998,4.586956521739131,2013,3
2013-04,0.022908366533864532,0.47011952191235057,0.32470119521912344,0.25498007968127484,3.427888446215139,8357.0,1003.9999999999998,4.264864864864865,2013,4
2013-05,0.03646237393328159,0.45151280062063615,0.31497284716834756,0.265321955003879,3.4148952676493405,10456.0,1288.9999999999995,4.352713178294573,2013,5
2013-06,0.031884057971014464,0.4355072463768116,0.33985507246376817,0.28043478260869564,3.546376811594203,10763.0,1379.9999999999995,4.367781155015198,2013,6
2013-07,0.03364817001180635,0.39374262101534824,0.3701298701298701,0.2744982290436836,3.554781582054309,12829.0,1693.9999999999995,4.366515837104072,2013,7
2013-08,0.026993094789704932,0.4143126177024482,0.38166980539861894,0.25423728813559315,3.539045825486503,13240.0,1592.9999999999995,4.3651226158038146,2013,8
2013-09,0.03610108303249095,0.4825511432009627,0.2978339350180505,0.25571600481347767,3.3646209386281587,14956.0,1661.9999999999995,4.264984227129338,2013,9
2013-10,0.033216783216783195,0.46736596736596736,0.3205128205128205,0.24999999999999997,3.3929487179487174,14818.0,1715.9999999999995,4.401898734177215,2013,10
2013-11,0.0471014492753623,0.45018115942028986,0.28260869565217395,0.2798913043478261,3.3651268115942035,11067.0,1103.9999999999995,4.180327868852459,2013,11
2013-12,0.027221777421937526,0.40512409927942356,0.3955164131305044,0.2570056044835869,3.58791032826261,10165.0,1248.9999999999995,4.369175627240144,2013,12
2014-01,0.026315789473684195,0.42330827067669163,0.3218045112781954,0.28721804511278193,3.4778947368421047,11492.0,1329.9999999999998,4.645833333333333,2014,1
2014-02,0.026459854014598532,0.4744525547445255,0.3029197080291971,0.27828467153284675,3.4646897810218977,10164.0,1095.9999999999995,4.559471365638767,2014,2
2014-03,0.0321212121212121,0.4406060606060606,0.3024242424242424,0.2903030303030303,3.4572121212121205,15424.0,1649.9999999999995,4.2373887240356085,2014,3
2014-04,0.023557126030624233,0.40243423635649783,0.35571260306242636,0.29171574401256384,3.5867687475461327,20464.0,2546.999999999999,4.5053929121725735,2014,4
2014-05,0.0275575688939222,0.410721026802567,0.32540581351453374,0.31143827859569645,3.581842204605511,23615.0,2648.999999999999,4.471986417657046,2014,5
2014-06,0.03071334214002639,0.40719947159841474,0.3368560105680317,0.29359313077939225,3.5387384412153233,26678.0,3027.999999999999,4.404109589041096,2014,6
2014-07,0.026727861771058275,0.3909287257019438,0.3704103671706263,0.28806695464362847,3.6071004319654425,30713.0,3703.999999999999,4.5,2014,7
2014-08,0.029244306418219432,0.3812111801242236,0.3729296066252588,0.28390269151138714,3.5804347826086955,36195.0,3863.9999999999986,4.427685950413223,2014,8
2014-09,0.03666756538150442,0.4650849285521704,0.2803990293879752,0.2919924507953626,3.4327581558371527,37128.0,3708.9999999999986,4.39819587628866,2014,9
2014-10,0.03789173789173786,0.4373219373219373,0.3037037037037037,0.2831908831908832,3.427977207977208,37817.0,3509.9999999999986,4.443396226415095,2014,10
2014-11,0.03929961089494159,0.42684824902723734,0.2875486381322957,0.31595330739299604,3.499416342412451,28606.0,2569.999999999999,4.5636672325976235,2014,11
2014-12,0.03374578177727782,0.3757030371203599,0.389201349831271,0.27259092613423314,3.5842144731908503,25658.0,2666.999999999999,4.507154213036566,2014,12
2015-01,0.026388888888888868,0.42013888888888884,0.3274305555555555,0.2944444444444444,3.5275347222222218,29065.0,2879.999999999999,4.546805349182764,2015,1
2015-02,0.03838301347488768,0.4299714169048591,0.2968558595345039,0.29154757043691293,3.4263372805226617,27261.0,2448.999999999999,4.581780538302278,2015,2
2015-03,0.03433226651149255,0.4148967122490544,0.2871690427698574,0.32528367762583643,3.5129182426534764,37264.0,3436.999999999999,4.758928571428571,2015,3
2015-04,0.025480283114256784,0.3726996966632963,0.3633973710819009,0.30879676440849346,3.639474216380182,49320.0,4944.999999999998,4.4848249027237355,2015,4
2015-05,0.028721957851801462,0.3883412644459552,0.3297076818490823,0.3200203942895989,3.5953602991162477,62623.0,5883.999999999997,4.765467625899281,2015,5
2015-06,0.029034635224760467,0.3799557848194547,0.36079587324981577,0.29594694178334563,3.587000736919676,66911.0,6784.999999999997,4.7115165336374005,2015,6
2015-07,0.02376508647505284,0.3470200323503794,0.4118452158765708,0.27945750902077887,3.6374517854920985,76733.0,8036.999999999997,4.708805579773322,2015,7
2015-08,0.022975517890772096,0.34601381042059004,0.3988700564971751,0.29441305712492144,3.654337727558066,83582.0,7964.999999999997,4.645251396648045,2015,8
2015-09,0.03508287292817675,0.43604972375690604,0.2947513812154696,0.3002762430939226,3.4680110497237564,84632.0,7239.999999999996,4.492004920049201,2015,9
2015-10,0.03265027322404368,0.4036885245901639,0.3211748633879781,0.3087431693989071,3.543702185792349,84890.0,7319.999999999997,4.532201405152225,2015,10
