market,year,lang,reviews,mention_any,headcount_n,headcount_mean,share_solo,share_couple,share_family,share_group,cond_solo,cond_couple,cond_family,cond_group
australia_nsw_northern-rivers_2026-06-24,2011,en,5,0.0,0,,0.0,0.0,0.0,0.0,,,,
australia_nsw_northern-rivers_2026-06-24,2012,en,63,0.07936507936507936,0,,0.0,0.047619047619047616,0.015873015873015872,0.015873015873015872,0.0,0.6,0.2,0.2
australia_nsw_northern-rivers_2026-06-24,2013,de,1,0.0,0,,0.0,0.0,0.0,0.0,,,,
australia_nsw_northern-rivers_2026-06-24,2013,en,245,0.11020408163265306,6,4.0,0.0,0.053061224489795916,0.02040816326530612,0.04081632653061224,0.0,0.48148148148148145,0.18518518518518517,0.37037037037037035
australia_nsw_northern-rivers_2026-06-24,2013,es,1,0.0,0,,0.0,0.0,0.0,0.0,,,,
australia_nsw_northern-rivers_2026-06-24,2013,other,2,0.0,0,,0.0,0.0,0.0,0.0,,,,
australia_nsw_northern-rivers_2026-06-24,2014,de,1,0.0,0,,0.0,0.0,0.0,0.0,,,,
australia_nsw_northern-rivers_2026-06-24,2014,en,1073,0.10810810810810811,7,3.0,0.0009319664492078285,0.05684995340167754,0.033550792171481825,0.024231127679403542,0.008620689655172414,0.5258620689655172,0.3103448275862069,0.22413793103448276
australia_nsw_northern-rivers_2026-06-24,2014,es,4,0.0,0,,0.0,0.0,0.0,0.0,,,,
australia_nsw_northern-rivers_2026-06-24,2014,fr,3,0.0,0,,0.0,0.0,0.0,0.0,,,,
australia_nsw_northern-rivers_2026-06-24,2014,other,4,0.0,0,,0.0,0.0,0.0,0.0,,,,
australia_nsw_northern-rivers_2026-06-24,2015,de,5,0.0,0,,0.0,0.0,0.0,0.0,,,,
australia_nsw_northern-rivers_2026-06-24,2015,en,3279,0.11802378774016468,78,4.6923076923076925,0.0018298261665141812,0.05428484293992071,0.03537663921927417,0.030802073802988716,0.015503875968992248,0.4599483204134367,0.2997416020671835,0.26098191214470284
australia_nsw_northern-rivers_2026-06-24,2015,es,9,0.1111111111111111,0,,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,1.0
australia_nsw_northern-rivers_2026-06-24,2015,fr,3,0.0,0,,0.0,0.0,0.0,0.0,,,,
australia_nsw_northern-rivers_2026-06-24,2015,other,27,0.0,0,,0.0,0.0,0.0,0.0,,,,
australia_nsw_northern-rivers_2026-06-24,2015,zh_ja_ko,4,0.0,0,,0.0,0.0,0.0,0.0,,,,
australia_nsw_northern-rivers_2026-06-24,2016,de,15,0.06666666666666667,0,,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,1.0
australia_nsw_northern-rivers_2026-06-24,2016,en,7402,0.09429883815185085,117,5.119658119658119,0.0032423669278573357,0.04390705214806809,0.027019724398811132,0.023507160226965685,0.034383954154727794,0.4656160458452722,0.28653295128939826,0.2492836676217765
australia_nsw_northern-rivers_2026-06-24,2016,es,16,0.0,0,,0.0,0.0,0.0,0.0,,,,
australia_nsw_northern-rivers_2026-06-24,2016,fr,10,0.0,0,,0.0,0.0,0.0,0.0,,,,
australia_nsw_northern-rivers_2026-06-24,2016,it,1,0.0,0,,0.0,0.0,0.0,0.0,,,,
