market,m,reviews,mention_any,headcount_n,headcount_mean,share_solo,share_couple,share_family,share_group,cond_solo,cond_couple,cond_family,cond_group
australia_qld_brisbane_2026-07-14,2011-03,1,0.0,0,,0.0,0.0,0.0,0.0,,,,
australia_qld_brisbane_2026-07-14,2011-04,1,0.0,0,,0.0,0.0,0.0,0.0,,,,
australia_qld_brisbane_2026-07-14,2011-05,1,0.0,0,,0.0,0.0,0.0,0.0,,,,
australia_qld_brisbane_2026-07-14,2011-06,3,0.0,0,,0.0,0.0,0.0,0.0,,,,
australia_qld_brisbane_2026-07-14,2011-09,3,0.0,0,,0.0,0.0,0.0,0.0,,,,
australia_qld_brisbane_2026-07-14,2011-10,2,0.0,0,,0.0,0.0,0.0,0.0,,,,
australia_qld_brisbane_2026-07-14,2011-11,7,0.0,0,,0.0,0.0,0.0,0.0,,,,
australia_qld_brisbane_2026-07-14,2011-12,6,0.0,0,,0.0,0.0,0.0,0.0,,,,
australia_qld_brisbane_2026-07-14,2012-01,2,0.0,0,,0.0,0.0,0.0,0.0,,,,
australia_qld_brisbane_2026-07-14,2012-02,2,0.0,0,,0.0,0.0,0.0,0.0,,,,
australia_qld_brisbane_2026-07-14,2012-03,4,0.0,0,,0.0,0.0,0.0,0.0,,,,
australia_qld_brisbane_2026-07-14,2012-04,2,0.0,0,,0.0,0.0,0.0,0.0,,,,
australia_qld_brisbane_2026-07-14,2012-05,4,0.0,0,,0.0,0.0,0.0,0.0,,,,
australia_qld_brisbane_2026-07-14,2012-06,2,0.0,0,,0.0,0.0,0.0,0.0,,,,
australia_qld_brisbane_2026-07-14,2012-07,4,0.0,0,,0.0,0.0,0.0,0.0,,,,
australia_qld_brisbane_2026-07-14,2012-08,4,0.0,0,,0.0,0.0,0.0,0.0,,,,
australia_qld_brisbane_2026-07-14,2012-09,9,0.0,0,,0.0,0.0,0.0,0.0,,,,
australia_qld_brisbane_2026-07-14,2012-10,7,0.14285714285714285,0,,0.14285714285714285,0.0,0.0,0.0,1.0,0.0,0.0,0.0
australia_qld_brisbane_2026-07-14,2012-11,10,0.1,0,,0.0,0.0,0.1,0.0,0.0,0.0,1.0,0.0
australia_qld_brisbane_2026-07-14,2012-12,7,0.0,0,,0.0,0.0,0.0,0.0,,,,
australia_qld_brisbane_2026-07-14,2013-01,10,0.0,0,,0.0,0.0,0.0,0.0,,,,
australia_qld_brisbane_2026-07-14,2013-02,12,0.08333333333333333,0,,0.0,0.08333333333333333,0.0,0.0,0.0,1.0,0.0,0.0
australia_qld_brisbane_2026-07-14,2013-03,12,0.08333333333333333,0,,0.08333333333333333,0.0,0.0,0.0,1.0,0.0,0.0,0.0
australia_qld_brisbane_2026-07-14,2013-04,6,0.0,0,,0.0,0.0,0.0,0.0,,,,
australia_qld_brisbane_2026-07-14,2013-05,8,0.0,0,,0.0,0.0,0.0,0.0,,,,
australia_qld_brisbane_2026-07-14,2013-06,17,0.0,0,,0.0,0.0,0.0,0.0,,,,
australia_qld_brisbane_2026-07-14,2013-07,5,0.2,0,,0.0,0.0,0.2,0.0,0.0,0.0,1.0,0.0
australia_qld_brisbane_2026-07-14,2013-08,7,0.0,0,,0.0,0.0,0.0,0.0,,,,
australia_qld_brisbane_2026-07-14,2013-09,11,0.09090909090909091,0,,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,1.0,0.0
australia_qld_brisbane_2026-07-14,2013-10,10,0.1,0,,0.0,0.0,0.1,0.0,0.0,0.0,1.0,0.0
australia_qld_brisbane_2026-07-14,2013-11,16,0.0625,0,,0.0,0.0625,0.0,0.0,0.0,1.0,0.0,0.0
australia_qld_brisbane_2026-07-14,2013-12,10,0.2,0,,0.0,0.1,0.1,0.0,0.0,0.5,0.5,0.0
australia_qld_brisbane_2026-07-14,2014-01,14,0.07142857142857142,1,2.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,1.0
australia_qld_brisbane_2026-07-14,2014-02,9,0.0,0,,0.0,0.0,0.0,0.0,,,,
australia_qld_brisbane_2026-07-14,2014-03,9,0.2222222222222222,0,,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,1.0,0.0
australia_qld_brisbane_2026-07-14,2014-04,12,0.08333333333333333,1,2.0,0.0,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.0,1.0,1.0,1.0
australia_qld_brisbane_2026-07-14,2014-05,26,0.038461538461538464,0,,0.0,0.0,0.038461538461538464,0.0,0.0,0.0,1.0,0.0
australia_qld_brisbane_2026-07-14,2014-06,24,0.125,0,,0.0,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
australia_qld_brisbane_2026-07-14,2014-07,27,0.14814814814814814,0,,0.0,0.1111111111111111,0.037037037037037035,0.0,0.0,0.75,0.25,0.0
australia_qld_brisbane_2026-07-14,2014-08,23,0.21739130434782608,1,4.0,0.0,0.08695652173913043,0.08695652173913043,0.08695652173913043,0.0,0.4,0.4,0.4
australia_qld_brisbane_2026-07-14,2014-09,32,0.125,0,,0.0,0.0625,0.0625,0.0,0.0,0.5,0.5,0.0
