region,q,weighting,reviews,markets,mention_any,cond_solo,cond_couple,cond_family,cond_group,implied_party_size_conditional,headcount_n,headcount_mean,headcount_ge4,accommodates_mean,accommodates_ge5,entire_share,review_len_mean,share_solo,share_couple,share_family,share_group
apac,2011Q1,fixed_2019,46.0,4.0,0.05528014431310134,0.0,1.0,0.0,0.0,2.0,0.0,,,2.0644997970260963,0.0,0.4498307923509754,223.32758463742942,0.0,0.05528014431310134,0.0,0.0
apac,2011Q2,fixed_2019,68.0,10.0,0.07190466588523904,0.0,0.8707643628498739,0.06991330503119554,0.12923563715012618,2.4502902222068967,1.0,3.0,0.0,2.997299846870695,0.15745915082305778,0.27003803725356873,449.8572824356233,0.0,0.06261202057549324,0.005027092839200917,0.00929264530974581
apac,2011Q3,fixed_2019,90.0,8.0,0.01097592437781512,0.1610869473736458,0.4885771041424112,0.3362549216156174,0.17516797424197153,2.8188455966195543,1.0,4.0,1.0,2.5843493454216384,0.024994195703034308,0.33062699031960274,323.99602422885596,0.0017680781526262204,0.005362585347799007,0.0036907085913211665,0.0019226304386949463
apac,2011Q4,fixed_2019,159.0,11.0,0.1510549534053668,0.17781852875215284,0.38712751062485284,0.4263837089719602,0.008670251651033987,2.6557201977523635,5.0,3.398237817066781,0.20423411858969914,3.08906203436301,0.1624316615165201,0.3745815934821792,351.1090873182243,0.026860369575267298,0.05847752807937278,0.06440737129156693,0.0013096844591597434
apac,2012Q1,fixed_2019,225.0,13.0,0.02888891142945928,0.0,0.37968713339646565,0.5199247826674975,0.15488024562048483,3.333375250506891,5.0,4.148990575411099,0.7868604739342984,3.559735651526664,0.19748754953981731,0.6089645579861248,399.38061163290547,0.0,0.010968747967595787,0.015020060996462201,0.004474321697903081
apac,2012Q2,fixed_2019,255.0,14.0,0.10209762614082908,0.04076160144604795,0.3296900648033452,0.3018489706532976,0.36756466162801754,3.466705381308409,2.0,6.302004250377493,0.8604008500754987,3.4204334682807374,0.18446012540404164,0.5131362076095679,406.71978545205826,0.004161662745340076,0.033660572978637636,0.03081806335675446,0.037527479405477675
apac,2012Q3,fixed_2019,324.0,13.0,0.13224943809727774,0.00439834519198817,0.6836708689081239,0.22691196119277482,0.09726182006022972,2.6810037692544673,7.0,3.8237532482854597,0.43668140988980086,2.9560709237921987,0.07040661316000976,0.6446299073720011,392.73803894286766,0.0005816786801982975,0.09041508825657701,0.03000897936529575,0.012862821051283906
apac,2012Q4,fixed_2019,614.0,14.0,0.11415821631971139,0.02912185090096597,0.3231955822761197,0.4339507156480968,0.2579498604358041,3.428675926651466,10.0,5.2468864276862295,0.9474158620095771,3.3300165792155276,0.13928531242780032,0.5777384572361448,430.5873125112071,0.0033244985547828463,0.036895431195052335,0.049539039669048976,0.029447095967269882
apac,2013Q1,fixed_2019,1006.0,15.0,0.10844970382352712,0.013179515229348354,0.39614084781322983,0.33074664971270645,0.36871473747078787,3.452737574430223,23.0,4.868714400147397,0.6977984668328815,3.3544939713494064,0.16643259862097737,0.6261528059605195,412.86272499342584,0.0014293145231604883,0.04296135761774566,0.03586937620196685,0.03998700407407645
apac,2013Q2,fixed_2019,851.0,15.0,0.12053105160127349,0.06738771533449082,0.5844014858046713,0.21738674308113073,0.2510772710189068,2.9136824731649202,15.0,3.9171918634965563,0.42932757115258363,3.200234441986606,0.1262383161739652,0.6723500428593379,431.4204301974196,0.008122312194273425,0.07043852564138371,0.02620185274774452,0.03026260750908676
