market,q,bucket,room,reviews,mention_any,headcount_n,headcount_mean,share_solo,share_couple,share_family,share_group,cond_solo,cond_couple,cond_family,cond_group
australia_nsw_sydney_2026-06-16,2009Q4,1-2,room,1,0.0,0,,0.0,0.0,0.0,0.0,,,,
australia_nsw_sydney_2026-06-16,2010Q1,1-2,room,1,0.0,0,,0.0,0.0,0.0,0.0,,,,
australia_nsw_sydney_2026-06-16,2010Q2,1-2,room,1,0.0,0,,0.0,0.0,0.0,0.0,,,,
australia_nsw_sydney_2026-06-16,2010Q4,1-2,entire,3,0.0,0,,0.0,0.0,0.0,0.0,,,,
australia_nsw_sydney_2026-06-16,2010Q4,1-2,room,3,0.0,0,,0.0,0.0,0.0,0.0,,,,
australia_nsw_sydney_2026-06-16,2010Q4,3-4,entire,1,1.0,0,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
australia_nsw_sydney_2026-06-16,2011Q1,1-2,entire,5,0.0,0,,0.0,0.0,0.0,0.0,,,,
australia_nsw_sydney_2026-06-16,2011Q1,1-2,room,2,0.0,0,,0.0,0.0,0.0,0.0,,,,
australia_nsw_sydney_2026-06-16,2011Q1,3-4,entire,6,0.16666666666666666,0,,0.0,0.16666666666666666,0.0,0.0,0.0,1.0,0.0,0.0
australia_nsw_sydney_2026-06-16,2011Q2,1-2,entire,7,0.14285714285714285,0,,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,1.0,0.0,1.0
australia_nsw_sydney_2026-06-16,2011Q2,1-2,room,1,0.0,0,,0.0,0.0,0.0,0.0,,,,
australia_nsw_sydney_2026-06-16,2011Q2,3-4,entire,8,0.125,1,3.0,0.0,0.0,0.125,0.0,0.0,0.0,1.0,0.0
australia_nsw_sydney_2026-06-16,2011Q2,3-4,room,1,0.0,0,,0.0,0.0,0.0,0.0,,,,
australia_nsw_sydney_2026-06-16,2011Q3,1-2,entire,13,0.0,0,,0.0,0.0,0.0,0.0,,,,
australia_nsw_sydney_2026-06-16,2011Q3,1-2,room,4,0.0,0,,0.0,0.0,0.0,0.0,,,,
australia_nsw_sydney_2026-06-16,2011Q3,3-4,entire,8,0.0,0,,0.0,0.0,0.0,0.0,,,,
australia_nsw_sydney_2026-06-16,2011Q4,1-2,entire,12,0.0,0,,0.0,0.0,0.0,0.0,,,,
australia_nsw_sydney_2026-06-16,2011Q4,1-2,room,13,0.0,0,,0.0,0.0,0.0,0.0,,,,
australia_nsw_sydney_2026-06-16,2011Q4,3-4,entire,6,0.0,0,,0.0,0.0,0.0,0.0,,,,
australia_nsw_sydney_2026-06-16,2011Q4,3-4,room,1,0.0,0,,0.0,0.0,0.0,0.0,,,,
australia_nsw_sydney_2026-06-16,2012Q1,1-2,entire,15,0.06666666666666667,0,,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,1.0
australia_nsw_sydney_2026-06-16,2012Q1,1-2,room,18,0.0,0,,0.0,0.0,0.0,0.0,,,,
australia_nsw_sydney_2026-06-16,2012Q1,3-4,entire,15,0.2,2,4.0,0.0,0.0,0.13333333333333333,0.06666666666666667,0.0,0.0,0.6666666666666666,0.3333333333333333
australia_nsw_sydney_2026-06-16,2012Q2,1-2,entire,20,0.1,0,,0.0,0.1,0.0,0.0,0.0,1.0,0.0,0.0
australia_nsw_sydney_2026-06-16,2012Q2,1-2,room,15,0.06666666666666667,0,,0.06666666666666667,0.0,0.0,0.0,1.0,0.0,0.0,0.0
australia_nsw_sydney_2026-06-16,2012Q2,3-4,entire,17,0.11764705882352941,0,,0.0,0.058823529411764705,0.11764705882352941,0.0,0.0,0.5,1.0,0.0
australia_nsw_sydney_2026-06-16,2012Q2,5-6,entire,1,0.0,0,,0.0,0.0,0.0,0.0,,,,
australia_nsw_sydney_2026-06-16,2012Q3,1-2,entire,27,0.18518518518518517,1,3.0,0.0,0.1111111111111111,0.07407407407407407,0.0,0.0,0.6,0.4,0.0
australia_nsw_sydney_2026-06-16,2012Q3,1-2,room,14,0.07142857142857142,0,,0.0,0.07142857142857142,0.0,0.0,0.0,1.0,0.0,0.0
australia_nsw_sydney_2026-06-16,2012Q3,3-4,entire,20,0.15,0,,0.0,0.05,0.1,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0
australia_nsw_sydney_2026-06-16,2012Q3,5-6,entire,1,1.0,1,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
australia_nsw_sydney_2026-06-16,2012Q4,1-2,entire,34,0.029411764705882353,0,,0.0,0.0,0.029411764705882353,0.0,0.0,0.0,1.0,0.0
australia_nsw_sydney_2026-06-16,2012Q4,1-2,room,41,0.0975609756097561,0,,0.04878048780487805,0.024390243902439025,0.0,0.024390243902439025,0.5,0.25,0.0,0.25
australia_nsw_sydney_2026-06-16,2012Q4,3-4,entire,40,0.15,0,,0.0,0.05,0.1,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0
australia_nsw_sydney_2026-06-16,2012Q4,3-4,room,1,0.0,0,,0.0,0.0,0.0,0.0,,,,
australia_nsw_sydney_2026-06-16,2012Q4,5-6,entire,2,0.0,0,,0.0,0.0,0.0,0.0,,,,
australia_nsw_sydney_2026-06-16,2013Q1,1-2,entire,46,0.08695652173913043,0,,0.0,0.06521739130434782,0.021739130434782608,0.0,0.0,0.75,0.25,0.0
