month,implied_party_size,cond_family,cond_group,cond_couple,cond_solo
1,0.9918824058856217,0.9988393214431952,0.9587955915312081,1.0393590825440095,0.8550701026659409
2,0.9731716078723396,0.8729292219151821,1.0056499947370303,1.1381918627368703,1.0417634661236388
3,0.9928546265266899,0.9078869574591563,1.0570590192729665,1.0472903582261845,1.04165443538335
4,1.0158113169224472,1.0619818720604073,1.003153060901035,0.9451053328678343,0.8779930593857946
5,1.0021138266193226,0.915422416207471,1.0903400048058247,1.030273910033059,1.0218260357603612
6,1.012040096822044,1.0519021153679433,0.999471588494694,0.9479443761513775,0.9659713392536096
7,1.0272440938297018,1.1910989671760759,0.9294156097924425,0.8588664954876284,0.8196384136872416
8,1.026393108632821,1.1531938567275386,0.9672943971545178,0.8719943803251589,0.8273639457309212
9,0.9774210100339242,0.8383104683432672,1.0593258988898477,1.1192970402632991,1.1868403661811688
10,0.9873847099515227,0.9060845477275304,1.0453673958569372,1.0482779058056404,1.1654778241439647
11,0.9884000051220718,0.9195580153386167,1.0350518800939406,1.0317976415632324,1.2373191532068106
12,1.0052831917814928,1.1827922402336157,0.8490755584695551,0.9216016139957063,0.9590818584771983
