accommodation_type,month,reviews,share_solo,share_couple,share_family,share_group,implied_party_size,nights_mean
ApartHotel,1,4234,0.1358053849787435,0.34506376948512046,0.38167217760982525,0.1374586679263108,2.960510155880964,3.34624468587624
ApartHotel,2,4781,0.15938088266053127,0.3746078226312487,0.3129052499477097,0.15310604476051035,2.848525413093495,3.2553859025308514
ApartHotel,3,5840,0.1470890410958904,0.38767123287671235,0.3,0.16523972602739725,2.869058219178082,3.219178082191781
ApartHotel,4,6509,0.11537870640651406,0.36411123060377937,0.3848517437394377,0.13565831925026886,2.9821170686741434,3.204025195882624
ApartHotel,5,7188,0.15025041736227046,0.41318864774624375,0.2769894268224819,0.1595715080690039,2.8068725653867554,3.2678074568725655
ApartHotel,6,8227,0.12908715206028928,0.38422268141485355,0.33937036586848185,0.14731980065637534,2.9134800048620395,3.510392609699769
ApartHotel,7,8590,0.11233993015133877,0.330034924330617,0.43131548311990686,0.12630966239813737,3.048195576251455,3.5994179278230503
ApartHotel,8,8102,0.11096025672673414,0.365341890891138,0.39656874845717105,0.1271291039249568,2.985768945939274,3.3859540854110097
ApartHotel,9,8519,0.13135344524005166,0.43772743279727666,0.27303674140157297,0.1578823805610987,2.8136987909379036,3.387956332902923
ApartHotel,10,6831,0.1358512662860489,0.40711462450592883,0.3157663592446201,0.14126774996340213,2.845527741179915,3.2752159273898402
ApartHotel,11,5307,0.16167326172979085,0.395703787450537,0.28038439796495196,0.1622385528547202,2.8091011871113625,3.052760504993405
ApartHotel,12,4597,0.12051337829018925,0.3510985425277355,0.4148357624537742,0.11355231672830107,2.9742658255383945,2.9447465738525125
Apartment,1,5428,0.13927781871775977,0.36809137803979364,0.32571849668386144,0.1669123065585851,2.9302505526897566,3.2417096536477525
Apartment,2,6625,0.12483018867924528,0.361811320754717,0.33132075471698114,0.1820377358490566,2.996181132075472,3.128301886792453
Apartment,3,8536,0.1323805060918463,0.3690253045923149,0.2928772258669166,0.2057169634489222,2.9795220243673852,3.0836457357075915
Apartment,4,10731,0.11005498089646817,0.34759109123101295,0.3685583822570124,0.17379554561550647,3.0594539185537224,2.9758643183300717
Apartment,5,12632,0.11581697276757441,0.4033407219759341,0.27984483850538316,0.2009974667511083,2.9585813806206462,3.033090563647878
Apartment,6,14491,0.10751500931612726,0.37802774135670414,0.3254433786488165,0.18901387067835207,3.0211648609481747,3.0735629011110346
Apartment,7,14473,0.08090927934775098,0.32356802321564293,0.4263801561528363,0.16914254128376977,3.185897878808816,3.117321909763007
Apartment,8,13216,0.08292978208232446,0.3336864406779661,0.4223668280871671,0.16101694915254236,3.154312953995157,3.0662832929782082
Apartment,9,15013,0.10510890561513356,0.4428162259375208,0.2546459734896423,0.19742889495770333,2.9117764604009855,3.065942849530407
Apartment,10,11785,0.11344929995757319,0.3957573186253712,0.3027577428935087,0.18803563852354688,2.96948663555367,3.006957997454391
Apartment,11,8031,0.1420744614618354,0.36433818951562696,0.28165857302951064,0.211928775993027,2.965284522475408,2.9137093761673514
Apartment,12,6578,0.12526603830951658,0.3128610519914868,0.38476740650653696,0.1771055031924597,3.0839768926725446,2.7689267254484644
Bed and Breakfast,1,3159,0.2117758784425451,0.5327635327635327,0.15257993035770814,0.102880658436214,2.3559037670148784,2.229503007280785
Bed and Breakfast,2,4602,0.18448500651890481,0.5732290308561495,0.14689265536723164,0.09539330725771404,2.3521729682746635,2.103650586701434
Bed and Breakfast,3,6106,0.19751064526695053,0.5551916148051097,0.13773337700622337,0.10956436292171634,2.360006550933508,2.0912217490992466
Bed and Breakfast,4,8250,0.15333333333333332,0.5572121212121212,0.18593939393939393,0.10351515151515152,2.479442424242424,2.1375757575757577
Bed and Breakfast,5,9728,0.15995065789473684,0.5897409539473685,0.14124177631578946,0.10906661184210527,2.4028885690789474,2.1794819078947367
Bed and Breakfast,6,10451,0.14859822026600325,0.5753516409912927,0.16591713711606546,0.1101330016266386,2.464003444646445,2.187828915893216
Bed and Breakfast,7,10568,0.1365442846328539,0.5436222558667676,0.21177138531415593,0.10806207418622256,2.5575889477668436,2.2644776684330052
Bed and Breakfast,8,9769,0.13778278227044732,0.5520524106868666,0.2101545705804074,0.10001023646227863,2.531538540280479,2.2107687583171254
Bed and Breakfast,9,10774,0.14275106738444404,0.6263226285502135,0.12177464265825134,0.10915166140709115,2.38333023946538,2.1860961574160016
Bed and Breakfast,10,8023,0.16988657609373053,0.5686152312102705,0.1510656861523121,0.1104325065436869,2.4153059952636173,2.146329303253147
Bed and Breakfast,11,4623,0.20787367510274712,0.5463984425697599,0.13757300454250487,0.1081548777849881,2.3455332035474803,2.0625135193597233
Bed and Breakfast,12,3536,0.18184389140271492,0.5359162895927602,0.1976809954751131,0.08455882352941177,2.4220588235294116,2.026018099547511
Boat,1,25,0.12,0.32,0.28,0.28,3.168,1.56
Boat,2,32,0.1875,0.3125,0.28125,0.21875,2.9375,1.65625
Boat,3,44,0.2727272727272727,0.4318181818181818,0.1590909090909091,0.13636363636363635,2.3977272727272725,1.8636363636363635
Boat,4,61,0.19672131147540983,0.47540983606557374,0.19672131147540983,0.13114754098360656,2.5311475409836066,2.19672131147541
Boat,5,63,0.12698412698412698,0.47619047619047616,0.14285714285714285,0.25396825396825395,2.83015873015873,1.9682539682539681
Boat,6,62,0.11290322580645161,0.41935483870967744,0.24193548387096775,0.22580645161290322,2.956451612903226,2.3225806451612905
Boat,7,54,0.12962962962962962,0.24074074074074073,0.35185185185185186,0.2777777777777778,3.2888888888888888,2.0925925925925926
Boat,8,54,0.16666666666666666,0.2777777777777778,0.4444444444444444,0.1111111111111111,2.9777777777777774,1.7037037037037037
Boat,9,79,0.20253164556962025,0.4177215189873418,0.17721518987341772,0.20253164556962025,2.681012658227848,1.6075949367088607
Boat,10,64,0.125,0.484375,0.203125,0.1875,2.7671875,1.734375
Boat,11,50,0.28,0.36,0.08,0.28,2.628,1.86
Boat,12,38,0.07894736842105263,0.47368421052631576,0.23684210526315788,0.21052631578947367,2.939473684210526,1.394736842105263
Camping,1,186,0.13978494623655913,0.45161290322580644,0.27419354838709675,0.13440860215053763,2.7440860215053764,2.032258064516129
Camping,2,199,0.11557788944723618,0.4723618090452261,0.2914572864321608,0.12060301507537688,2.7638190954773867,2.07035175879397
Camping,3,242,0.14049586776859505,0.5165289256198347,0.2231404958677686,0.11983471074380166,2.6070247933884296,1.7396694214876034
Camping,4,348,0.08045977011494253,0.3850574712643678,0.3850574712643678,0.14942528735632185,3.0545977011494254,2.189655172413793
Camping,5,362,0.11602209944751381,0.5082872928176796,0.2430939226519337,0.13259668508287292,2.7038674033149173,2.0801104972375692
Camping,6,421,0.09501187648456057,0.4845605700712589,0.30641330166270786,0.11401425178147269,2.7950118764845606,2.339667458432304
Camping,7,484,0.09297520661157024,0.38636363636363635,0.4214876033057851,0.09917355371900827,2.9756198347107436,2.46900826446281
Camping,8,446,0.06726457399103139,0.3721973094170404,0.46860986547085204,0.09192825112107623,3.0713004484304935,2.513452914798206
Camping,9,399,0.08521303258145363,0.47368421052631576,0.3283208020050125,0.11278195488721804,2.8431077694235585,2.4035087719298245
Camping,10,289,0.10380622837370242,0.4463667820069204,0.30103806228373703,0.14878892733564014,2.869896193771626,2.1038062283737022
Camping,11,192,0.15104166666666666,0.4739583333333333,0.24479166666666666,0.13020833333333334,2.6656250000000004,1.7864583333333333
Camping,12,195,0.11282051282051282,0.36923076923076925,0.38974358974358975,0.1282051282051282,2.973846153846154,1.7794871794871794
Capsule Hotel,1,159,0.7044025157232704,0.14465408805031446,0.025157232704402517,0.12578616352201258,1.6830188679245284,2.5157232704402515
Capsule Hotel,2,209,0.7272727272727273,0.16267942583732056,0.014354066985645933,0.09569377990430622,1.5583732057416269,2.4066985645933014
Capsule Hotel,3,273,0.6996336996336996,0.11355311355311355,0.04395604395604396,0.14285714285714285,1.7695970695970695,2.336996336996337
Capsule Hotel,4,311,0.7009646302250804,0.15112540192926044,0.04501607717041801,0.10289389067524116,1.662379421221865,2.3440514469453375
Capsule Hotel,5,278,0.6510791366906474,0.19784172661870503,0.05755395683453238,0.09352517985611511,1.710791366906475,2.2697841726618706
Capsule Hotel,6,206,0.6310679611650486,0.18446601941747573,0.07281553398058252,0.11165048543689321,1.80873786407767,2.504854368932039
Capsule Hotel,7,229,0.6331877729257642,0.17903930131004367,0.07423580786026202,0.11353711790393013,1.814410480349345,2.131004366812227
Capsule Hotel,8,212,0.6179245283018868,0.1650943396226415,0.09433962264150944,0.12264150943396226,1.8924528301886794,2.1792452830188678
Capsule Hotel,9,244,0.5901639344262295,0.21311475409836064,0.06967213114754098,0.12704918032786885,1.8852459016393444,2.209016393442623
Capsule Hotel,10,258,0.6472868217054264,0.18604651162790697,0.06589147286821706,0.10077519379844961,1.75,2.201550387596899
Capsule Hotel,11,267,0.6217228464419475,0.23220973782771537,0.033707865168539325,0.11235955056179775,1.745692883895131,2.1872659176029963
Capsule Hotel,12,215,0.6093023255813953,0.26046511627906976,0.06976744186046512,0.06046511627906977,1.686511627906977,1.8930232558139535
Chalet,1,91,0.02197802197802198,0.5934065934065934,0.2087912087912088,0.17582417582417584,2.8494505494505495,2.934065934065934
Chalet,2,109,0.05504587155963303,0.46788990825688076,0.29357798165137616,0.1834862385321101,2.9981651376146794,2.853211009174312
Chalet,3,111,0.036036036036036036,0.6216216216216216,0.25225225225225223,0.09009009009009009,2.6864864864864866,2.3333333333333335
Chalet,4,153,0.0392156862745098,0.4444444444444444,0.39869281045751637,0.11764705882352941,3.0359477124183005,2.392156862745098
Chalet,5,181,0.09392265193370165,0.5193370165745856,0.24861878453038674,0.13812154696132597,2.7513812154696136,2.3977900552486187
Chalet,6,181,0.10497237569060773,0.49171270718232046,0.26519337016574585,0.13812154696132597,2.77182320441989,2.3922651933701657
Chalet,7,212,0.06132075471698113,0.419811320754717,0.3915094339622642,0.12735849056603774,3.0264150943396224,2.6792452830188678
Chalet,8,200,0.095,0.355,0.45,0.1,3.03,2.54
Chalet,9,169,0.0650887573964497,0.5562130177514792,0.26627218934911245,0.11242603550295859,2.7443786982248524,2.5680473372781063
Chalet,10,122,0.03278688524590164,0.5655737704918032,0.319672131147541,0.08196721311475409,2.795901639344262,2.3934426229508197
Chalet,11,92,0.05434782608695652,0.5217391304347826,0.25,0.17391304347826086,2.890217391304348,2.1847826086956523
Chalet,12,78,0.08974358974358974,0.44871794871794873,0.3333333333333333,0.1282051282051282,2.8897435897435897,2.423076923076923
Country house,1,167,0.20359281437125748,0.5449101796407185,0.1377245508982036,0.11377245508982035,2.365269461077844,1.9161676646706587
Country house,2,297,0.13468013468013468,0.5892255892255892,0.18518518518518517,0.09090909090909091,2.4626262626262627,1.9090909090909092
Country house,3,327,0.1651376146788991,0.5626911314984709,0.1437308868501529,0.12844036697247707,2.4547400611620795,1.9327217125382263
Country house,4,497,0.1267605633802817,0.5392354124748491,0.23138832997987926,0.10261569416498995,2.589939637826962,2.074446680080483
Country house,5,598,0.10869565217391304,0.6103678929765887,0.18561872909698995,0.09531772575250837,2.5013377926421407,1.9933110367892977
Country house,6,591,0.1218274111675127,0.5905245346869712,0.1505922165820643,0.13705583756345177,2.534348561759729,2.1404399323181047
Country house,7,612,0.11437908496732026,0.5245098039215687,0.26633986928104575,0.09477124183006536,2.647549019607843,2.284313725490196
Country house,8,675,0.1037037037037037,0.5511111111111111,0.24592592592592594,0.09925925925925926,2.6315555555555554,2.1333333333333333
Country house,9,621,0.1320450885668277,0.6006441223832528,0.15619967793880837,0.1111111111111111,2.464734299516908,2.107890499194847
Country house,10,407,0.14987714987714987,0.5773955773955773,0.1547911547911548,0.11793611793611794,2.4626535626535624,1.8894348894348894
Country house,11,203,0.18226600985221675,0.5369458128078818,0.15270935960591134,0.12807881773399016,2.4536945812807884,1.8177339901477831
Country house,12,168,0.1488095238095238,0.6011904761904762,0.18452380952380953,0.06547619047619048,2.3785714285714286,1.9047619047619047
Cruise,1,5,0.0,0.6,0.4,0.0,2.76,1.2
Cruise,2,9,0.0,0.5555555555555556,0.2222222222222222,0.2222222222222222,3.022222222222222,1.8888888888888888
Cruise,3,10,0.1,0.7,0.2,0.0,2.2800000000000002,1.6
Cruise,4,12,0.0,0.6666666666666666,0.25,0.08333333333333333,2.6999999999999997,1.6666666666666667
Cruise,5,21,0.09523809523809523,0.5238095238095238,0.3333333333333333,0.047619047619047616,2.6666666666666665,1.8571428571428572
Cruise,6,16,0.125,0.625,0.1875,0.0625,2.4000000000000004,1.1875
Cruise,7,28,0.07142857142857142,0.25,0.5714285714285714,0.10714285714285714,3.3035714285714284,1.6071428571428572
Cruise,8,19,0.2631578947368421,0.3684210526315789,0.2631578947368421,0.10526315789473684,2.5210526315789474,1.736842105263158
Cruise,9,19,0.15789473684210525,0.5263157894736842,0.3157894736842105,0.0,2.4421052631578943,1.7894736842105263
Cruise,10,18,0.1111111111111111,0.4444444444444444,0.2777777777777778,0.16666666666666666,2.8666666666666663,1.6111111111111112
Cruise,11,11,0.0,0.45454545454545453,0.2727272727272727,0.2727272727272727,3.2545454545454544,1.5454545454545454
Cruise,12,15,0.0,0.4666666666666667,0.3333333333333333,0.2,3.1733333333333333,2.066666666666667
Farm stay,1,102,0.14705882352941177,0.47058823529411764,0.27450980392156865,0.10784313725490197,2.6656862745098038,1.8137254901960784
Farm stay,2,156,0.1282051282051282,0.4230769230769231,0.2564102564102564,0.19230769230769232,2.878205128205128,2.1666666666666665
Farm stay,3,214,0.12149532710280374,0.5373831775700935,0.24766355140186916,0.09345794392523364,2.6014018691588783,2.0186915887850465
Farm stay,4,394,0.07360406091370558,0.5482233502538071,0.26649746192893403,0.1116751269035533,2.734263959390863,2.550761421319797
Farm stay,5,445,0.08314606741573034,0.5865168539325842,0.2,0.1303370786516854,2.64876404494382,2.4269662921348316
Farm stay,6,478,0.07112970711297072,0.5313807531380753,0.27615062761506276,0.12133891213389121,2.781171548117155,2.6841004184100417
Farm stay,7,468,0.06837606837606838,0.4658119658119658,0.3547008547008547,0.1111111111111111,2.9055555555555554,2.732905982905983
Farm stay,8,380,0.05789473684210526,0.5263157894736842,0.28421052631578947,0.13157894736842105,2.8373684210526315,2.5894736842105264
Farm stay,9,524,0.11450381679389313,0.5629770992366412,0.1946564885496183,0.12786259541984732,2.6005725190839692,2.5553435114503817
Farm stay,10,398,0.09296482412060302,0.550251256281407,0.23115577889447236,0.12562814070351758,2.685427135678392,2.258793969849246
Farm stay,11,182,0.0989010989010989,0.5164835164835165,0.23076923076923078,0.15384615384615385,2.7549450549450554,1.9230769230769231
Farm stay,12,127,0.12598425196850394,0.4251968503937008,0.33070866141732286,0.11811023622047244,2.821259842519685,2.1023622047244093
Guest house,1,5017,0.26749053219055213,0.4588399441897548,0.16085309946182977,0.11281642415786326,2.3427347020131553,2.560892963922663
Guest house,2,6595,0.25473843821076575,0.4694465504169826,0.16254738438210767,0.11326762699014405,2.359924184988628,2.4206216830932523
Guest house,3,8376,0.2589541547277937,0.4670487106017192,0.15007163323782235,0.12392550143266476,2.360780802292264,2.3973256924546322
Guest house,4,10312,0.21450737005430567,0.48312645461598136,0.1904577191621412,0.11190845616757177,2.4495151280062064,2.3861520558572535
Guest house,5,12483,0.22334374749659536,0.5050068092605944,0.14291436353440679,0.12873507970840342,2.3957782584314664,2.3229992790194665
Guest house,6,13087,0.20615878352563613,0.49682891418965386,0.16718881332620159,0.12982348895850845,2.46202338198212,2.358752960953618
Guest house,7,13027,0.18469332923927229,0.46649266907192755,0.2268365702003531,0.12197743148844707,2.5756352191602057,2.4535196131112307
Guest house,8,12496,0.17981754161331626,0.48199423815621,0.22183098591549297,0.1163572343149808,2.5558258642765685,2.367397567221511
