period,scenario,revenue,nights_m,gbv_busd,cor_cash,ops_cash,pd_cash,sm_cash,sm_marketing,sm_field,ga_cash,total_cash_costs,da,adj_ebitda,sbc,op_income,interest_income,net_income,adj_ebitda_margin_pct,eps,cor_cash_pct_rev,ops_cash_pct_rev,pd_cash_pct_rev,sm_cash_pct_rev,sm_marketing_pct_rev,ga_cash_pct_rev,total_cash_costs_pct_rev,sbc_pct_rev,cor_cash_yoy_pct,ops_cash_yoy_pct,pd_cash_yoy_pct,sm_cash_yoy_pct,ga_cash_yoy_pct,total_cash_costs_yoy_pct
FY26,base,14268.1433,583.1113,105.4153,2432.8235762690038,1303.7301811979748,1477.12,3040.423342407566,2118.843342407566,921.5799999999999,995.8000000000001,9249.897099874544,80.26794119981503,5098.514141325271,1813.7397002142038,3204.506499911252,687.0443990564456,3143.2197371535117,35.73355014821916,5.276010983677656,17.050736911711585,9.137349925536387,10.352573344283694,21.30917301908207,14.850168643929768,6.9791841801869205,64.82901738080066,12.71181303746931,16.62625006083431,5.394517477605092,10.480179506357516,27.96394538752382,-6.847521047708128,14.125812459895684
FY27,base,15828.606600000001,621.8413999999999,115.4725,2759.609091731255,1377.8759116079614,1625.2896,3459.6236437687003,2436.6698437687,1022.9537999999999,1044.5400000000002,10266.938247107919,82.53588239963007,5644.204235291712,2052.749616099962,3508.91873679212,745.4101132009419,3399.9313012442753,35.658250772949984,5.933136286313955,17.434314728191268,8.704972878711644,10.26805227441814,21.856779508113494,15.394089355715618,6.599064759117837,64.8631841485524,12.96860594223096,,,,,,
FY26,evidence_only,14268.1433,583.1113,105.4153,2374.4077113482326,1303.7301811979748,1477.12,2972.2715,2050.6915,921.5799999999999,995.8000000000001,9123.329392546208,80.26794119981503,5225.081848653608,1813.7397002142038,3331.0742072395888,687.0443990564456,3247.005257162748,36.620615161985434,5.450218830823369,16.641322289973303,9.137349925536387,10.352573344283694,20.831522627054074,14.372518251901772,6.9791841801869205,63.94195236703438,12.71181303746931,13.825873027240306,5.394517477605092,10.480179506357516,25.09560185185184,-6.847521047708128,12.564212122716938
FY27,evidence_only,15828.606600000001,621.8413999999999,115.4725,2642.777361889714,1377.8759116079614,1625.2896,3381.2490249999996,2358.295225,1022.9537999999999,1044.5400000000002,10071.731898497677,82.53588239963007,5839.410583901954,2052.749616099962,3704.125085402362,745.4101132009419,3560.976538847725,36.89150113757931,6.214172359782085,16.69620977180464,8.704972878711644,10.26805227441814,21.3616340998708,14.898943947472922,6.599064759117837,63.629933783923065,12.96860594223096,,,,,,
FY26,rev_bear,14164.807,581.108,104.39320000000001,2413.7036837628566,1302.7684168082192,1477.12,3040.423342407566,2118.843342407566,921.5799999999999,995.8000000000001,9229.815442978643,80.26794119981503,5015.259498221172,1813.7397002142038,3121.2518568071537,684.8033872803128,3073.1133001517223,35.40647958155146,5.158334727297658,17.040145225860517,9.19721967837768,10.428098314364606,21.46462950330044,14.958504852255071,7.030099315860781,65.16019203776403,12.804549332823271,15.709668445007495,5.3167677290395545,10.480179506357516,27.96394538752382,-6.847521047708128,13.87804371349344
FY27,rev_bear,14948.333900000001,602.2638,107.83319999999999,2618.9965983581956,1369.2567224130878,1625.2896,3459.6236437687003,2436.6698437687,1022.9537999999999,1044.5400000000002,10117.706564539983,82.53588239963007,4913.1632178596465,2052.749616099962,2777.877719360053,723.6915819529897,2778.90467358326,32.86763093952327,4.849398030192636,17.520324444707484,9.159928668793569,10.87271404875429,23.14387454088579,16.300611560253547,6.987668371523331,67.68451007466446,13.732297056195419,,,,,,
FY26,rev_bull,14391.9366,585.4963,106.5137,2453.4965208266904,1304.8640476805085,1477.12,3040.423342407566,2118.843342407566,921.5799999999999,995.8000000000001,9271.703910914764,80.26794119981503,5200.500630285051,1813.7397002142038,3306.4929888710317,689.3263214169051,3228.719834436108,36.13482170485,5.419526070146603,17.04771629432199,9.066632823274864,10.263524924088394,21.12588060183343,14.722433827338884,6.919152214720012,64.42290685823869,12.602471443726367,17.617282877597802,5.486180087349112,10.480179506357516,27.96394538752382,-6.847521047708128,14.394866266684318
FY27,rev_bull,16570.7436,639.2666999999999,122.2118,2884.8865081147287,1385.5947507170763,1625.2896,3459.6236437687003,2436.6698437687,1022.9537999999999,1044.5400000000002,10399.934502600507,82.53588239963007,6253.344979799123,2052.749616099962,4118.059481299531,764.2706260620636,3918.0323385733154,37.73726231452355,6.837261632443404,17.409517507197013,8.361693259903413,9.808187485322021,20.877902206927516,14.704649969773836,6.303519173394247,62.760819632744216,12.387794209186618,,,,,,
FY26,cost_bear,14268.1433,583.1113,105.4153,2442.974127162038,1330.8571283902827,1490.48,3073.6577499290283,2120.837749929028,952.8199999999999,1011.28,9349.249005481348,80.26794119981503,4999.162235718467,1813.7397002142038,3105.154594304448,672.0274421589618,3049.437269899996,35.0372303572145,5.118593631827471,17.12187826962768,9.327472400633113,10.446208512638082,21.542100365147217,14.864146689142297,7.087677623759217,65.5253371718053,12.71181303746931,17.112853651104402,7.587480063887028,11.479431563201189,29.362699912837883,-5.399438727782979,15.351622522903739
FY27,cost_bear,15828.606600000001,621.8413999999999,115.4725,2830.9134012026516,1460.7743921544052,1699.5280000000002,3692.6932549134144,2587.4220549134143,1105.2712,1091.1024000000002,10775.01144827047,82.53588239963007,5136.131034129159,2052.749616099962,3000.8455356295667,710.6440678971692,2952.0889229095565,32.44840916148083,5.151617593723184,17.88479221666076,9.228698577639834,10.73706639471348,23.329237678529545,16.346492905531015,6.893230892477928,68.07302576002155,12.96860594223096,,,,,,
