horizon_quarters,window,model,n,known_mean_pct,known_min_pct,known_max_pct,projected_mean_pct,basis
2,W1,joint,11,11.203008182314262,3.201639671287863,16.2520089647752,88.79699181768574,predictor_dollar_exposure_not_observed_reservation_share
2,W1,fixed,11,32.78452882166224,24.861878453038674,37.11967545638946,67.21547117833775,predictor_dollar_exposure_not_observed_reservation_share
2,W2,joint,10,12.003145033416903,5.149398347074359,16.2520089647752,87.99685496658311,predictor_dollar_exposure_not_observed_reservation_share
2,W2,fixed,10,32.53601074947162,24.861878453038674,37.11967545638946,67.46398925052837,predictor_dollar_exposure_not_observed_reservation_share
3,W1,joint,10,1.7575065418942473,0.0,5.046974222451209,98.24249345810576,predictor_dollar_exposure_not_observed_reservation_share
3,W1,fixed,10,0.0,0.0,0.0,100.0,predictor_dollar_exposure_not_observed_reservation_share
3,W2,joint,10,1.7575065418942473,0.0,5.046974222451209,98.24249345810576,predictor_dollar_exposure_not_observed_reservation_share
3,W2,fixed,10,0.0,0.0,0.0,100.0,predictor_dollar_exposure_not_observed_reservation_share
4,W1,joint,9,0.9682434228506487,0.0,2.319674988338267,99.03175657714934,predictor_dollar_exposure_not_observed_reservation_share
4,W1,fixed,9,0.0,0.0,0.0,100.0,predictor_dollar_exposure_not_observed_reservation_share
4,W2,joint,9,0.9682434228506487,0.0,2.319674988338267,99.03175657714934,predictor_dollar_exposure_not_observed_reservation_share
4,W2,fixed,9,0.0,0.0,0.0,100.0,predictor_dollar_exposure_not_observed_reservation_share
