horizon_quarters,window,model,object,basis,n,rmse_musd,mae_musd,bias_musd,error_sd_musd,worst_abs_miss_musd,relative_rmse_pct
2,W1,fixed,guide,unpaired_own_available_rows,14,84.57568193695109,69.9426985102699,32.3991497444765,81.07298468431166,142.6247615904515,3.427646482014514
2,W1,fixed,revenue,unpaired_own_available_rows,14,96.58232676383234,79.76872303670812,51.186124460579386,84.99491888953611,178.29938630078277,3.957892606248068
2,W1,fixed_oracle,guide,unpaired_own_available_rows,14,53.746181746082684,43.129981773294276,21.78847714862078,50.98627298037244,108.85098644346544,2.1654138100982023
2,W1,fixed_oracle,revenue,unpaired_own_available_rows,14,64.24363753688426,47.271590539530926,40.124961264998284,52.065974615305535,131.64177806603539,2.604276994298442
2,W1,guide_growth,guide,unpaired_own_available_rows,14,75.03912526245227,66.22901858314026,11.769858305410642,76.90792225809521,169.41176470588243,2.900947118200569
2,W1,guide_growth,revenue,unpaired_own_available_rows,14,92.09068838242885,78.10110770379741,29.98826720631202,90.3580833870586,175.95879216975936,3.428191735841992
2,W1,revenue_growth,guide,unpaired_own_available_rows,14,113.11501683759403,90.4953658860396,7.8629436053875805,117.10105304932391,200.8195366665459,3.7816781617010005
2,W1,revenue_growth,revenue,unpaired_own_available_rows,14,123.98622975804781,99.20275684469341,26.092161996955124,125.78521972827056,270.4059405940593,4.250953032725115
2,W1,joint,guide,unpaired_own_available_rows,11,64.2873176719004,46.25691227699053,-27.19274460272469,61.09627844525971,146.16165552470375,1.9616912278860188
2,W1,joint,revenue,unpaired_own_available_rows,11,57.44290676349778,52.048704392931086,-13.739178256666698,58.49798945347249,90.70331775166687,1.94251515049444
2,W1,joint_oracle,guide,unpaired_own_available_rows,11,52.023899076261785,43.59860080629687,-13.270923689100156,52.75799015778242,89.37758697908384,1.8310392742322643
2,W1,joint_oracle,revenue,unpaired_own_available_rows,11,55.02406434377904,41.68908698847558,0.4459313608321777,57.70783033820228,96.58582096593909,1.9759358222710355
