method,object,target,quarter,vintage_date,horizon_q,point,q50,window,prior_basis,n_params,n_train,q05,q10,q25,q75,q90,q95,sd,base_naive,base_ar1,base_trailing4,base_guide_cushion,base_street,street_vendor,street_as_of,knowable_from,spec_id,notes,format_version
rnpl-v2,revenue_next_q,revenue_musd,2026Q3,2026-09-13,0,4766.0494276502795,4766.0494276502795,LIVE,PIT,4,5,,,,,,,,,,,,,,,2026-09-13,team,LIVE scenario team; D1 gross leakage stress applied; D1 assumptions dated 2026-09-11; fixed ADR; no causal inference; two LIVE replays identical,1.1
rnpl-v2,revenue_next_q,revenue_musd,2026Q3,2026-09-13,0,4766.0494276502795,4766.0494276502795,LIVE,full_sample,4,5,,,,,,,,,,,,,,,2026-09-13,team,LIVE scenario team; D1 gross leakage stress applied; D1 assumptions dated 2026-09-11; fixed ADR; no causal inference; two LIVE replays identical,1.1
rnpl-v2,revenue_next_q,revenue_musd,2026Q4,2026-09-13,1,3185.1957350409357,3185.1957350409357,LIVE,PIT,4,5,,,,,,,,,,,,,,,2026-09-13,team,LIVE scenario team; D1 gross leakage stress applied; D1 assumptions dated 2026-09-11; fixed ADR; no causal inference; two LIVE replays identical,1.1
rnpl-v2,revenue_next_q,revenue_musd,2026Q4,2026-09-13,1,3185.1957350409357,3185.1957350409357,LIVE,full_sample,4,5,,,,,,,,,,,,,,,2026-09-13,team,LIVE scenario team; D1 gross leakage stress applied; D1 assumptions dated 2026-09-11; fixed ADR; no causal inference; two LIVE replays identical,1.1
rnpl-v2,revenue_next_q,revenue_musd,2026Q3,2026-09-13,0,4766.0494276502795,4766.0494276502795,LIVE,PIT,4,5,,,,,,,,,,,,,,,2026-09-13,theo,LIVE scenario theo; D1 gross leakage stress applied; D1 assumptions dated 2026-09-11; fixed ADR; no causal inference; two LIVE replays identical,1.1
rnpl-v2,revenue_next_q,revenue_musd,2026Q3,2026-09-13,0,4766.0494276502795,4766.0494276502795,LIVE,full_sample,4,5,,,,,,,,,,,,,,,2026-09-13,theo,LIVE scenario theo; D1 gross leakage stress applied; D1 assumptions dated 2026-09-11; fixed ADR; no causal inference; two LIVE replays identical,1.1
rnpl-v2,revenue_next_q,revenue_musd,2026Q4,2026-09-13,1,3203.1845817483654,3203.1845817483654,LIVE,PIT,4,5,,,,,,,,,,,,,,,2026-09-13,theo,LIVE scenario theo; D1 extra leakage withheld: Theo Q3 nights already contain tail; overlap unidentified; D1 assumptions dated 2026-09-11; fixed ADR; no causal inference; two LIVE replays identical,1.1
rnpl-v2,revenue_next_q,revenue_musd,2026Q4,2026-09-13,1,3203.1845817483654,3203.1845817483654,LIVE,full_sample,4,5,,,,,,,,,,,,,,,2026-09-13,theo,LIVE scenario theo; D1 extra leakage withheld: Theo Q3 nights already contain tail; overlap unidentified; D1 assumptions dated 2026-09-11; fixed ADR; no causal inference; two LIVE replays identical,1.1
rnpl-v2,revenue_next_q,revenue_musd,2026Q3,2026-09-13,0,4766.0494276502795,4766.0494276502795,LIVE,PIT,4,5,,,,,,,,,,,,,,,2026-09-13,exna,LIVE scenario exna; D1 gross leakage stress applied; D1 assumptions dated 2026-09-11; fixed ADR; no causal inference; two LIVE replays identical,1.1
rnpl-v2,revenue_next_q,revenue_musd,2026Q3,2026-09-13,0,4766.0494276502795,4766.0494276502795,LIVE,full_sample,4,5,,,,,,,,,,,,,,,2026-09-13,exna,LIVE scenario exna; D1 gross leakage stress applied; D1 assumptions dated 2026-09-11; fixed ADR; no causal inference; two LIVE replays identical,1.1
rnpl-v2,revenue_next_q,revenue_musd,2026Q4,2026-09-13,1,3185.1957350409357,3185.1957350409357,LIVE,PIT,4,5,,,,,,,,,,,,,,,2026-09-13,exna,LIVE scenario exna; D1 gross leakage stress applied; D1 assumptions dated 2026-09-11; fixed ADR; no causal inference; two LIVE replays identical,1.1
rnpl-v2,revenue_next_q,revenue_musd,2026Q4,2026-09-13,1,3185.1957350409357,3185.1957350409357,LIVE,full_sample,4,5,,,,,,,,,,,,,,,2026-09-13,exna,LIVE scenario exna; D1 gross leakage stress applied; D1 assumptions dated 2026-09-11; fixed ADR; no causal inference; two LIVE replays identical,1.1
