method,object,target,quarter,vintage_date,horizon_q,point,q50,window,prior_basis,n_params,n_train,q05,q10,q25,q75,q90,q95,sd,base_naive,base_ar1,base_trailing4,base_guide_cushion,base_street,street_vendor,street_as_of,knowable_from,spec_id,notes,format_version
fee-takerate,take_rate_lastyear,take_rate_pct,2023Q1,2023-02-14,0,9.469999999999999,9.469999999999999,W1,PIT,2,10,8.483087823829115,8.70106906067324,9.06530614988235,9.874693850117648,10.238930939326758,10.456912176170881,0.6,,,,,,,,2023-02-14,tau_lag4_plus_drift,same-quarter-last-year take rate plus trailing drift,1.0
fee-takerate,take_rate_lastyear,take_rate_pct,2023Q2,2023-05-09,0,13.075,13.075,W1,PIT,2,11,12.088087823829115,12.30606906067324,12.67030614988235,13.479693850117648,13.843930939326759,14.061912176170882,0.6,,,,,,,,2023-05-09,tau_lag4_plus_drift,same-quarter-last-year take rate plus trailing drift,1.0
fee-takerate,take_rate_lastyear,take_rate_pct,2023Q3,2023-08-03,0,18.737499999999997,18.737499999999997,W1,PIT,2,12,17.750587823829115,17.968569060673236,18.332806149882348,19.142193850117646,19.50643093932676,19.72441217617088,0.6,,,,,,,,2023-08-03,tau_lag4_plus_drift,same-quarter-last-year take rate plus trailing drift,1.0
fee-takerate,take_rate_lastyear,take_rate_pct,2023Q4,2023-11-01,0,14.4325,14.4325,W1,PIT,2,13,14.005689008232494,14.099959592921318,14.257481606568994,14.607518393431004,14.765040407078681,14.859310991767504,0.25948265838009266,,,,,,,,2023-11-01,tau_lag4_plus_drift,same-quarter-last-year take rate plus trailing drift,1.0
fee-takerate,take_rate_lastyear,take_rate_pct,2024Q1,2024-02-13,0,9.175,9.175,W1,PIT,2,14,8.806671214027064,8.888024718695725,9.023962857989163,9.326037142010838,9.461975281304277,9.543328785972937,0.22392800182201406,,,,,,,,2024-02-13,tau_lag4_plus_drift,same-quarter-last-year take rate plus trailing drift,1.0
fee-takerate,take_rate_lastyear,take_rate_pct,2024Q1,2024-02-13,0,9.175,9.175,W2,PIT,2,14,8.806671214027064,8.888024718695725,9.023962857989163,9.326037142010838,9.461975281304277,9.543328785972937,0.22392800182201406,,,,,,,,2024-02-13,tau_lag4_plus_drift,same-quarter-last-year take rate plus trailing drift,1.0
fee-takerate,take_rate_lastyear,take_rate_pct,2024Q2,2024-05-08,0,13.35,13.35,W1,PIT,2,15,12.912903166362868,13.009445605211424,13.170763787548797,13.529236212451202,13.690554394788576,13.78709683363713,0.2657360062166954,,,,,,,,2024-05-08,tau_lag4_plus_drift,same-quarter-last-year take rate plus trailing drift,1.0
fee-takerate,take_rate_lastyear,take_rate_pct,2024Q2,2024-05-08,0,13.35,13.35,W2,PIT,2,15,12.912903166362868,13.009445605211424,13.170763787548797,13.529236212451202,13.690554394788576,13.78709683363713,0.2657360062166954,,,,,,,,2024-05-08,tau_lag4_plus_drift,same-quarter-last-year take rate plus trailing drift,1.0
fee-takerate,take_rate_lastyear,take_rate_pct,2024Q3,2024-08-06,0,18.73,18.73,W1,PIT,2,16,18.307133436247558,18.400532807349066,18.556599061291383,18.903400938708618,19.059467192650935,19.152866563752443,0.2570846164203522,,,,,,,,2024-08-06,tau_lag4_plus_drift,same-quarter-last-year take rate plus trailing drift,1.0
fee-takerate,take_rate_lastyear,take_rate_pct,2024Q3,2024-08-06,0,18.73,18.73,W2,PIT,2,16,18.307133436247558,18.400532807349066,18.556599061291383,18.903400938708618,19.059467192650935,19.152866563752443,0.2570846164203522,,,,,,,,2024-08-06,tau_lag4_plus_drift,same-quarter-last-year take rate plus trailing drift,1.0
