method,object,target,quarter,vintage_date,horizon_q,point,q50,window,prior_basis,n_params,n_train,q05,q10,q25,q75,q90,q95,sd,base_naive,base_ar1,base_trailing4,base_guide_cushion,base_street,street_vendor,street_as_of,knowable_from,spec_id,notes,format_version
gbv-decision-0915-v1,guide_growth-p2-guide,guide_mid,2023Q1,2022-11-01,1,1852.822299651568,1852.822299651568,W1,PIT,0,0,,,,,,,,,,,,,,,2022-11-01,frozen_guide_growth_p_plus_2_guide_race_v1,Research only; not promoted. Historical points use prior release dates; LIVE calculation uses September15 with company information through August6. Shared trailing-eight mean cushion where applicable. Simple growth rules fit no regression and report n_train=0; source anchors are separately recorded. q50 is point-format placeholder; no calibrated distribution. Cohort dollars are model allocations. Use local same-origin comparisons because frozen scorer baseline join omits forecast origin.,1.1
gbv-decision-0915-v1,guide_growth-p2-guide,guide_mid,2023Q2,2023-02-14,1,2569.4117647058824,2569.4117647058824,W1,PIT,0,0,,,,,,,,,,,,,,,2023-02-14,frozen_guide_growth_p_plus_2_guide_race_v1,Research only; not promoted. Historical points use prior release dates; LIVE calculation uses September15 with company information through August6. Shared trailing-eight mean cushion where applicable. Simple growth rules fit no regression and report n_train=0; source anchors are separately recorded. q50 is point-format placeholder; no calibrated distribution. Cohort dollars are model allocations. Use local same-origin comparisons because frozen scorer baseline join omits forecast origin.,1.1
gbv-decision-0915-v1,guide_growth-p2-guide,guide_mid,2023Q3,2023-05-09,1,3265.3846153846152,3265.3846153846152,W1,PIT,0,0,,,,,,,,,,,,,,,2023-05-09,frozen_guide_growth_p_plus_2_guide_race_v1,Research only; not promoted. Historical points use prior release dates; LIVE calculation uses September15 with company information through August6. Shared trailing-eight mean cushion where applicable. Simple growth rules fit no regression and report n_train=0; source anchors are separately recorded. q50 is point-format placeholder; no calibrated distribution. Cohort dollars are model allocations. Use local same-origin comparisons because frozen scorer baseline join omits forecast origin.,1.1
gbv-decision-0915-v1,guide_growth-p2-guide,guide_mid,2023Q4,2023-08-03,1,2178.09187279152,2178.09187279152,W1,PIT,0,0,,,,,,,,,,,,,,,2023-08-03,frozen_guide_growth_p_plus_2_guide_race_v1,Research only; not promoted. Historical points use prior release dates; LIVE calculation uses September15 with company information through August6. Shared trailing-eight mean cushion where applicable. Simple growth rules fit no regression and report n_train=0; source anchors are separately recorded. q50 is point-format placeholder; no calibrated distribution. Cohort dollars are model allocations. Use local same-origin comparisons because frozen scorer baseline join omits forecast origin.,1.1
gbv-decision-0915-v1,guide_growth-p2-guide,guide_mid,2024Q1,2023-11-01,1,2085.733695652174,2085.733695652174,W1,PIT,0,0,,,,,,,,,,,,,,,2023-11-01,frozen_guide_growth_p_plus_2_guide_race_v1,Research only; not promoted. Historical points use prior release dates; LIVE calculation uses September15 with company information through August6. Shared trailing-eight mean cushion where applicable. Simple growth rules fit no regression and report n_train=0; source anchors are separately recorded. q50 is point-format placeholder; no calibrated distribution. Cohort dollars are model allocations. Use local same-origin comparisons because frozen scorer baseline join omits forecast origin.,1.1
gbv-decision-0915-v1,guide_growth-p2-guide,guide_mid,2024Q1,2023-11-01,1,2085.733695652174,2085.733695652174,W2,PIT,0,0,,,,,,,,,,,,,,,2023-11-01,frozen_guide_growth_p_plus_2_guide_race_v1,Research only; not promoted. Historical points use prior release dates; LIVE calculation uses September15 with company information through August6. Shared trailing-eight mean cushion where applicable. Simple growth rules fit no regression and report n_train=0; source anchors are separately recorded. q50 is point-format placeholder; no calibrated distribution. Cohort dollars are model allocations. Use local same-origin comparisons because frozen scorer baseline join omits forecast origin.,1.1
gbv-decision-0915-v1,guide_growth-p2-guide,guide_mid,2024Q2,2024-02-13,1,2756.302521008404,2756.302521008404,W1,PIT,0,0,,,,,,,,,,,,,,,2024-02-13,frozen_guide_growth_p_plus_2_guide_race_v1,Research only; not promoted. Historical points use prior release dates; LIVE calculation uses September15 with company information through August6. Shared trailing-eight mean cushion where applicable. Simple growth rules fit no regression and report n_train=0; source anchors are separately recorded. q50 is point-format placeholder; no calibrated distribution. Cohort dollars are model allocations. Use local same-origin comparisons because frozen scorer baseline join omits forecast origin.,1.1
gbv-decision-0915-v1,guide_growth-p2-guide,guide_mid,2024Q2,2024-02-13,1,2756.302521008404,2756.302521008404,W2,PIT,0,0,,,,,,,,,,,,,,,2024-02-13,frozen_guide_growth_p_plus_2_guide_race_v1,Research only; not promoted. Historical points use prior release dates; LIVE calculation uses September15 with company information through August6. Shared trailing-eight mean cushion where applicable. Simple growth rules fit no regression and report n_train=0; source anchors are separately recorded. q50 is point-format placeholder; no calibrated distribution. Cohort dollars are model allocations. Use local same-origin comparisons because frozen scorer baseline join omits forecast origin.,1.1
gbv-decision-0915-v1,guide_growth-p2-guide,guide_mid,2024Q3,2024-05-08,1,3782.7083333333335,3782.7083333333335,W1,PIT,0,0,,,,,,,,,,,,,,,2024-05-08,frozen_guide_growth_p_plus_2_guide_race_v1,Research only; not promoted. Historical points use prior release dates; LIVE calculation uses September15 with company information through August6. Shared trailing-eight mean cushion where applicable. Simple growth rules fit no regression and report n_train=0; source anchors are separately recorded. q50 is point-format placeholder; no calibrated distribution. Cohort dollars are model allocations. Use local same-origin comparisons because frozen scorer baseline join omits forecast origin.,1.1
gbv-decision-0915-v1,guide_growth-p2-guide,guide_mid,2024Q3,2024-05-08,1,3782.7083333333335,3782.7083333333335,W2,PIT,0,0,,,,,,,,,,,,,,,2024-05-08,frozen_guide_growth_p_plus_2_guide_race_v1,Research only; not promoted. Historical points use prior release dates; LIVE calculation uses September15 with company information through August6. Shared trailing-eight mean cushion where applicable. Simple growth rules fit no regression and report n_train=0; source anchors are separately recorded. q50 is point-format placeholder; no calibrated distribution. Cohort dollars are model allocations. Use local same-origin comparisons because frozen scorer baseline join omits forecast origin.,1.1
gbv-decision-0915-v1,guide_growth-p2-guide,guide_mid,2024Q4,2024-08-06,1,2374.626865671642,2374.626865671642,W1,PIT,0,0,,,,,,,,,,,,,,,2024-08-06,frozen_guide_growth_p_plus_2_guide_race_v1,Research only; not promoted. Historical points use prior release dates; LIVE calculation uses September15 with company information through August6. Shared trailing-eight mean cushion where applicable. Simple growth rules fit no regression and report n_train=0; source anchors are separately recorded. q50 is point-format placeholder; no calibrated distribution. Cohort dollars are model allocations. Use local same-origin comparisons because frozen scorer baseline join omits forecast origin.,1.1
gbv-decision-0915-v1,guide_growth-p2-guide,guide_mid,2024Q4,2024-08-06,1,2374.626865671642,2374.626865671642,W2,PIT,0,0,,,,,,,,,,,,,,,2024-08-06,frozen_guide_growth_p_plus_2_guide_race_v1,Research only; not promoted. Historical points use prior release dates; LIVE calculation uses September15 with company information through August6. Shared trailing-eight mean cushion where applicable. Simple growth rules fit no regression and report n_train=0; source anchors are separately recorded. q50 is point-format placeholder; no calibrated distribution. Cohort dollars are model allocations. Use local same-origin comparisons because frozen scorer baseline join omits forecast origin.,1.1
gbv-decision-0915-v1,guide_growth-p2-guide,guide_mid,2025Q1,2024-11-07,1,2302.674418604651,2302.674418604651,W1,PIT,0,0,,,,,,,,,,,,,,,2024-11-07,frozen_guide_growth_p_plus_2_guide_race_v1,Research only; not promoted. Historical points use prior release dates; LIVE calculation uses September15 with company information through August6. Shared trailing-eight mean cushion where applicable. Simple growth rules fit no regression and report n_train=0; source anchors are separately recorded. q50 is point-format placeholder; no calibrated distribution. Cohort dollars are model allocations. Use local same-origin comparisons because frozen scorer baseline join omits forecast origin.,1.1
gbv-decision-0915-v1,guide_growth-p2-guide,guide_mid,2025Q1,2024-11-07,1,2302.674418604651,2302.674418604651,W2,PIT,0,0,,,,,,,,,,,,,,,2024-11-07,frozen_guide_growth_p_plus_2_guide_race_v1,Research only; not promoted. Historical points use prior release dates; LIVE calculation uses September15 with company information through August6. Shared trailing-eight mean cushion where applicable. Simple growth rules fit no regression and report n_train=0; source anchors are separately recorded. q50 is point-format placeholder; no calibrated distribution. Cohort dollars are model allocations. Use local same-origin comparisons because frozen scorer baseline join omits forecast origin.,1.1
gbv-decision-0915-v1,guide_growth-p2-guide,guide_mid,2025Q2,2025-02-13,1,2974.390243902439,2974.390243902439,W1,PIT,0,0,,,,,,,,,,,,,,,2025-02-13,frozen_guide_growth_p_plus_2_guide_race_v1,Research only; not promoted. Historical points use prior release dates; LIVE calculation uses September15 with company information through August6. Shared trailing-eight mean cushion where applicable. Simple growth rules fit no regression and report n_train=0; source anchors are separately recorded. q50 is point-format placeholder; no calibrated distribution. Cohort dollars are model allocations. Use local same-origin comparisons because frozen scorer baseline join omits forecast origin.,1.1
gbv-decision-0915-v1,guide_growth-p2-guide,guide_mid,2025Q2,2025-02-13,1,2974.390243902439,2974.390243902439,W2,PIT,0,0,,,,,,,,,,,,,,,2025-02-13,frozen_guide_growth_p_plus_2_guide_race_v1,Research only; not promoted. Historical points use prior release dates; LIVE calculation uses September15 with company information through August6. Shared trailing-eight mean cushion where applicable. Simple growth rules fit no regression and report n_train=0; source anchors are separately recorded. q50 is point-format placeholder; no calibrated distribution. Cohort dollars are model allocations. Use local same-origin comparisons because frozen scorer baseline join omits forecast origin.,1.1
gbv-decision-0915-v1,guide_growth-p2-guide,guide_mid,2025Q3,2025-05-01,1,4123.247232472325,4123.247232472325,W1,PIT,0,0,,,,,,,,,,,,,,,2025-05-01,frozen_guide_growth_p_plus_2_guide_race_v1,Research only; not promoted. Historical points use prior release dates; LIVE calculation uses September15 with company information through August6. Shared trailing-eight mean cushion where applicable. Simple growth rules fit no regression and report n_train=0; source anchors are separately recorded. q50 is point-format placeholder; no calibrated distribution. Cohort dollars are model allocations. Use local same-origin comparisons because frozen scorer baseline join omits forecast origin.,1.1
gbv-decision-0915-v1,guide_growth-p2-guide,guide_mid,2025Q3,2025-05-01,1,4123.247232472325,4123.247232472325,W2,PIT,0,0,,,,,,,,,,,,,,,2025-05-01,frozen_guide_growth_p_plus_2_guide_race_v1,Research only; not promoted. Historical points use prior release dates; LIVE calculation uses September15 with company information through August6. Shared trailing-eight mean cushion where applicable. Simple growth rules fit no regression and report n_train=0; source anchors are separately recorded. q50 is point-format placeholder; no calibrated distribution. Cohort dollars are model allocations. Use local same-origin comparisons because frozen scorer baseline join omits forecast origin.,1.1
gbv-decision-0915-v1,guide_growth-p2-guide,guide_mid,2025Q4,2025-08-06,1,2649.972972972973,2649.972972972973,W1,PIT,0,0,,,,,,,,,,,,,,,2025-08-06,frozen_guide_growth_p_plus_2_guide_race_v1,Research only; not promoted. Historical points use prior release dates; LIVE calculation uses September15 with company information through August6. Shared trailing-eight mean cushion where applicable. Simple growth rules fit no regression and report n_train=0; source anchors are separately recorded. q50 is point-format placeholder; no calibrated distribution. Cohort dollars are model allocations. Use local same-origin comparisons because frozen scorer baseline join omits forecast origin.,1.1
gbv-decision-0915-v1,guide_growth-p2-guide,guide_mid,2025Q4,2025-08-06,1,2649.972972972973,2649.972972972973,W2,PIT,0,0,,,,,,,,,,,,,,,2025-08-06,frozen_guide_growth_p_plus_2_guide_race_v1,Research only; not promoted. Historical points use prior release dates; LIVE calculation uses September15 with company information through August6. Shared trailing-eight mean cushion where applicable. Simple growth rules fit no regression and report n_train=0; source anchors are separately recorded. q50 is point-format placeholder; no calibrated distribution. Cohort dollars are model allocations. Use local same-origin comparisons because frozen scorer baseline join omits forecast origin.,1.1
gbv-decision-0915-v1,guide_growth-p2-guide,guide_mid,2026Q1,2025-11-06,1,2506.211180124224,2506.211180124224,W1,PIT,0,0,,,,,,,,,,,,,,,2025-11-06,frozen_guide_growth_p_plus_2_guide_race_v1,Research only; not promoted. Historical points use prior release dates; LIVE calculation uses September15 with company information through August6. Shared trailing-eight mean cushion where applicable. Simple growth rules fit no regression and report n_train=0; source anchors are separately recorded. q50 is point-format placeholder; no calibrated distribution. Cohort dollars are model allocations. Use local same-origin comparisons because frozen scorer baseline join omits forecast origin.,1.1
