method,object,target,quarter,vintage_date,horizon_q,point,q50,window,prior_basis,n_params,n_train,q05,q10,q25,q75,q90,q95,sd,base_naive,base_ar1,base_trailing4,base_guide_cushion,base_street,street_vendor,street_as_of,knowable_from,spec_id,notes,format_version
tracker-backlog,nights_yoy_next_q,nights_yoy,2023Q1,2023-02-14,1,18.35492371123267,18.35492371123267,W1,PIT,2,4,,3.8045770443547156,,,32.90527037811062,,11.353695830955289,,,,,,,,,unearned_raw,"raw unearned y/y feature, no RNPL correction",1.0
tracker-backlog,nights_yoy_next_q,nights_yoy,2023Q1,2023-02-14,1,16.882844748313516,16.882844748313516,W1,full_sample,2,18,,11.005756473631722,,,22.759933022995313,,4.5859163475675695,,,,,,,,,unearned_raw,"raw unearned y/y feature, no RNPL correction",1.0
tracker-backlog,nights_yoy_next_q,nights_yoy,2023Q2,2023-05-09,1,16.126078647106805,16.126078647106805,W1,PIT,2,5,,4.244794853999567,,,28.007362440214045,,9.271015004424141,,,,,,,,,unearned_raw,"raw unearned y/y feature, no RNPL correction",1.0
tracker-backlog,nights_yoy_next_q,nights_yoy,2023Q2,2023-05-09,1,14.451490828371025,14.451490828371025,W1,full_sample,2,18,,8.57440255368923,,,20.328579103052817,,4.5859163475675695,,,,,,,,,unearned_raw,"raw unearned y/y feature, no RNPL correction",1.0
tracker-backlog,nights_yoy_next_q,nights_yoy,2023Q3,2023-08-03,1,12.428973380325598,12.428973380325598,W1,PIT,2,6,,1.7739105618795907,,,23.084036198771607,,8.314189693895068,,,,,,,,,unearned_raw,"raw unearned y/y feature, no RNPL correction",1.0
tracker-backlog,nights_yoy_next_q,nights_yoy,2023Q3,2023-08-03,1,12.271915444187648,12.271915444187648,W1,full_sample,2,18,,6.394827169505854,,,18.149003718869444,,4.5859163475675695,,,,,,,,,unearned_raw,"raw unearned y/y feature, no RNPL correction",1.0
tracker-backlog,nights_yoy_next_q,nights_yoy,2023Q4,2023-11-01,1,13.365521957298023,13.365521957298023,W1,PIT,2,7,,3.81950677989888,,,22.911537134697166,,7.448795221394409,,,,,,,,,unearned_raw,"raw unearned y/y feature, no RNPL correction",1.0
tracker-backlog,nights_yoy_next_q,nights_yoy,2023Q4,2023-11-01,1,12.92578805944266,12.92578805944266,W1,full_sample,2,18,,7.048699784760865,,,18.802876334124456,,4.5859163475675695,,,,,,,,,unearned_raw,"raw unearned y/y feature, no RNPL correction",1.0
tracker-backlog,nights_yoy_next_q,nights_yoy,2024Q1,2024-02-13,1,13.294637900612557,13.294637900612557,W1,PIT,2,8,,4.557460742885368,,,22.031815058339745,,6.81765556114341,,,,,,,,,unearned_raw,"raw unearned y/y feature, no RNPL correction",1.0
tracker-backlog,nights_yoy_next_q,nights_yoy,2024Q1,2024-02-13,1,13.11744037770706,13.11744037770706,W1,full_sample,2,18,,7.240352103025266,,,18.994528652388855,,4.5859163475675695,,,,,,,,,unearned_raw,"raw unearned y/y feature, no RNPL correction",1.0
tracker-backlog,nights_yoy_next_q,nights_yoy,2024Q1,2024-02-13,1,13.294637900612557,13.294637900612557,W2,PIT,2,8,,4.557460742885368,,,22.031815058339745,,6.81765556114341,,,,,,,,,unearned_raw,"raw unearned y/y feature, no RNPL correction",1.0
tracker-backlog,nights_yoy_next_q,nights_yoy,2024Q1,2024-02-13,1,13.11744037770706,13.11744037770706,W2,full_sample,2,18,,7.240352103025266,,,18.994528652388855,,4.5859163475675695,,,,,,,,,unearned_raw,"raw unearned y/y feature, no RNPL correction",1.0
tracker-backlog,nights_yoy_next_q,nights_yoy,2024Q2,2024-05-08,1,9.324280176609204,9.324280176609204,W1,PIT,2,9,,1.0617208566037224,,,17.586839496614687,,6.447309294569255,,,,,,,,,unearned_raw,"raw unearned y/y feature, no RNPL correction",1.0
tracker-backlog,nights_yoy_next_q,nights_yoy,2024Q2,2024-05-08,1,9.859350967212254,9.859350967212254,W1,full_sample,2,18,,3.98226269253046,,,15.736439241894049,,4.5859163475675695,,,,,,,,,unearned_raw,"raw unearned y/y feature, no RNPL correction",1.0
tracker-backlog,nights_yoy_next_q,nights_yoy,2024Q2,2024-05-08,1,9.324280176609204,9.324280176609204,W2,PIT,2,9,,1.0617208566037224,,,17.586839496614687,,6.447309294569255,,,,,,,,,unearned_raw,"raw unearned y/y feature, no RNPL correction",1.0
tracker-backlog,nights_yoy_next_q,nights_yoy,2024Q2,2024-05-08,1,9.859350967212254,9.859350967212254,W2,full_sample,2,18,,3.98226269253046,,,15.736439241894049,,4.5859163475675695,,,,,,,,,unearned_raw,"raw unearned y/y feature, no RNPL correction",1.0
tracker-backlog,nights_yoy_next_q,nights_yoy,2024Q3,2024-08-06,1,9.063156021174773,9.063156021174773,W1,PIT,2,10,,1.3297911545247834,,,16.796520887824762,,6.034376668537458,,,,,,,,,unearned_raw,"raw unearned y/y feature, no RNPL correction",1.0
tracker-backlog,nights_yoy_next_q,nights_yoy,2024Q3,2024-08-06,1,9.71279331206889,9.71279331206889,W1,full_sample,2,18,,3.835705037387095,,,15.589881586750684,,4.5859163475675695,,,,,,,,,unearned_raw,"raw unearned y/y feature, no RNPL correction",1.0
tracker-backlog,nights_yoy_next_q,nights_yoy,2024Q3,2024-08-06,1,9.063156021174773,9.063156021174773,W2,PIT,2,10,,1.3297911545247834,,,16.796520887824762,,6.034376668537458,,,,,,,,,unearned_raw,"raw unearned y/y feature, no RNPL correction",1.0
tracker-backlog,nights_yoy_next_q,nights_yoy,2024Q3,2024-08-06,1,9.71279331206889,9.71279331206889,W2,full_sample,2,18,,3.835705037387095,,,15.589881586750684,,4.5859163475675695,,,,,,,,,unearned_raw,"raw unearned y/y feature, no RNPL correction",1.0
tracker-backlog,nights_yoy_next_q,nights_yoy,2024Q4,2024-11-07,1,9.475838617315759,9.475838617315759,W1,PIT,2,11,,2.1811358545256256,,,16.770541380105893,,5.69208681017078,,,,,,,,,unearned_raw,"raw unearned y/y feature, no RNPL correction",1.0
tracker-backlog,nights_yoy_next_q,nights_yoy,2024Q4,2024-11-07,1,10.193803052026599,10.193803052026599,W1,full_sample,2,18,,4.316714777344805,,,16.07089132670839,,4.5859163475675695,,,,,,,,,unearned_raw,"raw unearned y/y feature, no RNPL correction",1.0
tracker-backlog,nights_yoy_next_q,nights_yoy,2024Q4,2024-11-07,1,9.475838617315759,9.475838617315759,W2,PIT,2,11,,2.1811358545256256,,,16.770541380105893,,5.69208681017078,,,,,,,,,unearned_raw,"raw unearned y/y feature, no RNPL correction",1.0
tracker-backlog,nights_yoy_next_q,nights_yoy,2024Q4,2024-11-07,1,10.193803052026599,10.193803052026599,W2,full_sample,2,18,,4.316714777344805,,,16.07089132670839,,4.5859163475675695,,,,,,,,,unearned_raw,"raw unearned y/y feature, no RNPL correction",1.0
tracker-backlog,nights_yoy_next_q,nights_yoy,2025Q1,2025-02-13,1,9.946420258637428,9.946420258637428,W1,PIT,2,12,,2.940917951336025,,,16.95192256593883,,5.466422495706903,,,,,,,,,unearned_raw,"raw unearned y/y feature, no RNPL correction",1.0
tracker-backlog,nights_yoy_next_q,nights_yoy,2025Q1,2025-02-13,1,10.302781821235769,10.302781821235769,W1,full_sample,2,18,,4.425693546553974,,,16.179870095917565,,4.5859163475675695,,,,,,,,,unearned_raw,"raw unearned y/y feature, no RNPL correction",1.0
tracker-backlog,nights_yoy_next_q,nights_yoy,2025Q1,2025-02-13,1,9.946420258637428,9.946420258637428,W2,PIT,2,12,,2.940917951336025,,,16.95192256593883,,5.466422495706903,,,,,,,,,unearned_raw,"raw unearned y/y feature, no RNPL correction",1.0
tracker-backlog,nights_yoy_next_q,nights_yoy,2025Q1,2025-02-13,1,10.302781821235769,10.302781821235769,W2,full_sample,2,18,,4.425693546553974,,,16.179870095917565,,4.5859163475675695,,,,,,,,,unearned_raw,"raw unearned y/y feature, no RNPL correction",1.0
tracker-backlog,nights_yoy_next_q,nights_yoy,2025Q2,2025-05-01,1,9.191339121863654,9.191339121863654,W1,PIT,2,13,,2.4710866499796715,,,15.911591593747637,,5.243840866464226,,,,,,,,,unearned_raw,"raw unearned y/y feature, no RNPL correction",1.0
tracker-backlog,nights_yoy_next_q,nights_yoy,2025Q2,2025-05-01,1,9.787951083937282,9.787951083937282,W1,full_sample,2,18,,3.9108628092554873,,,15.665039358619076,,4.5859163475675695,,,,,,,,,unearned_raw,"raw unearned y/y feature, no RNPL correction",1.0
tracker-backlog,nights_yoy_next_q,nights_yoy,2025Q2,2025-05-01,1,9.191339121863654,9.191339121863654,W2,PIT,2,13,,2.4710866499796715,,,15.911591593747637,,5.243840866464226,,,,,,,,,unearned_raw,"raw unearned y/y feature, no RNPL correction",1.0
tracker-backlog,nights_yoy_next_q,nights_yoy,2025Q2,2025-05-01,1,9.787951083937282,9.787951083937282,W2,full_sample,2,18,,3.9108628092554873,,,15.665039358619076,,4.5859163475675695,,,,,,,,,unearned_raw,"raw unearned y/y feature, no RNPL correction",1.0
tracker-backlog,nights_yoy_next_q,nights_yoy,2025Q3,2025-08-06,1,7.889183327144112,7.889183327144112,W1,PIT,2,14,,1.4256378346182448,,,14.352728819669979,,5.043531346145372,,,,,,,,,unearned_raw,"raw unearned y/y feature, no RNPL correction",1.0
tracker-backlog,nights_yoy_next_q,nights_yoy,2025Q3,2025-08-06,1,8.709437057625852,8.709437057625852,W1,full_sample,2,18,,2.8323487829440577,,,14.586525332307646,,4.5859163475675695,,,,,,,,,unearned_raw,"raw unearned y/y feature, no RNPL correction",1.0
tracker-backlog,nights_yoy_next_q,nights_yoy,2025Q3,2025-08-06,1,7.889183327144112,7.889183327144112,W2,PIT,2,14,,1.4256378346182448,,,14.352728819669979,,5.043531346145372,,,,,,,,,unearned_raw,"raw unearned y/y feature, no RNPL correction",1.0
tracker-backlog,nights_yoy_next_q,nights_yoy,2025Q3,2025-08-06,1,8.709437057625852,8.709437057625852,W2,full_sample,2,18,,2.8323487829440577,,,14.586525332307646,,4.5859163475675695,,,,,,,,,unearned_raw,"raw unearned y/y feature, no RNPL correction",1.0
tracker-backlog,nights_yoy_next_q,nights_yoy,2025Q4,2025-11-06,1,8.307684287577157,8.307684287577157,W1,PIT,2,15,,2.090216329858422,,,14.525152245295892,,4.851516025480096,,,,,,,,,unearned_raw,"raw unearned y/y feature, no RNPL correction",1.0
tracker-backlog,nights_yoy_next_q,nights_yoy,2025Q4,2025-11-06,1,9.025099699473099,9.025099699473099,W1,full_sample,2,18,,3.1480114247913047,,,14.902187974154893,,4.5859163475675695,,,,,,,,,unearned_raw,"raw unearned y/y feature, no RNPL correction",1.0
tracker-backlog,nights_yoy_next_q,nights_yoy,2025Q4,2025-11-06,1,8.307684287577157,8.307684287577157,W2,PIT,2,15,,2.090216329858422,,,14.525152245295892,,4.851516025480096,,,,,,,,,unearned_raw,"raw unearned y/y feature, no RNPL correction",1.0
tracker-backlog,nights_yoy_next_q,nights_yoy,2025Q4,2025-11-06,1,9.025099699473099,9.025099699473099,W2,full_sample,2,18,,3.1480114247913047,,,14.902187974154893,,4.5859163475675695,,,,,,,,,unearned_raw,"raw unearned y/y feature, no RNPL correction",1.0
tracker-backlog,nights_yoy_next_q,nights_yoy,2026Q1,2026-02-12,1,7.676784198909424,7.676784198909424,W1,PIT,2,16,,1.6651381711652515,,,13.688430226653596,,4.6909123201683265,,,,,,,,,unearned_raw,"raw unearned y/y feature, no RNPL correction",1.0
tracker-backlog,nights_yoy_next_q,nights_yoy,2026Q1,2026-02-12,1,8.281037757976016,8.281037757976016,W1,full_sample,2,18,,2.4039494832942214,,,14.15812603265781,,4.5859163475675695,,,,,,,,,unearned_raw,"raw unearned y/y feature, no RNPL correction",1.0
tracker-backlog,nights_yoy_next_q,nights_yoy,2026Q1,2026-02-12,1,7.676784198909424,7.676784198909424,W2,PIT,2,16,,1.6651381711652515,,,13.688430226653596,,4.6909123201683265,,,,,,,,,unearned_raw,"raw unearned y/y feature, no RNPL correction",1.0
tracker-backlog,nights_yoy_next_q,nights_yoy,2026Q1,2026-02-12,1,8.281037757976016,8.281037757976016,W2,full_sample,2,18,,2.4039494832942214,,,14.15812603265781,,4.5859163475675695,,,,,,,,,unearned_raw,"raw unearned y/y feature, no RNPL correction",1.0
tracker-backlog,nights_yoy_next_q,nights_yoy,2026Q2,2026-05-07,1,4.9213786115518285,4.9213786115518285,W1,PIT,2,17,,-0.9051818172861914,,,10.747939040389848,,4.5464892599635665,,,,,,,,,unearned_raw,"raw unearned y/y feature, no RNPL correction",1.0
