method,object,target,quarter,vintage_date,horizon_q,point,q50,window,prior_basis,n_params,n_train,q05,q10,q25,q75,q90,q95,sd,base_naive,base_ar1,base_trailing4,base_guide_cushion,base_street,street_vendor,street_as_of,knowable_from,spec_id,notes,format_version
fx-lag-v2,fx_rev_next_q_h2_v2,fx_pts_revenue,2024Q1,2024-02-13,0,1.7252,1.7252,W1,PIT,2,5,-2.6547,-1.6873,-0.0708,3.5212,5.1377,6.1051,2.6628,,,,,,,,2024-02-12,H2_phi_2/3ADRFX(q-1)+1/3ADRFX(q-2)_scale_free_FXrefresh_2026-09-11,Phi-implied lag; interval likelihood on letter integers; FX refreshed to 2026-09-04,1.0
fx-lag-v2,fx_rev_next_q_h2_v2,fx_pts_revenue,2024Q1,2024-02-13,0,1.7252,1.7252,W2,PIT,2,5,-2.6547,-1.6873,-0.0708,3.5212,5.1377,6.1051,2.6628,,,,,,,,2024-02-12,H2_phi_2/3ADRFX(q-1)+1/3ADRFX(q-2)_scale_free_FXrefresh_2026-09-11,Phi-implied lag; interval likelihood on letter integers; FX refreshed to 2026-09-04,1.0
fx-lag-v2,fx_rev_next_q_h2_v2,fx_pts_revenue,2024Q2,2024-05-08,0,0.7828,0.7828,W1,PIT,2,6,-3.367,-2.4504,-0.9189,2.4845,4.016,4.9326,2.5229,,,,,,,,2024-05-07,H2_phi_2/3ADRFX(q-1)+1/3ADRFX(q-2)_scale_free_FXrefresh_2026-09-11,Phi-implied lag; interval likelihood on letter integers; FX refreshed to 2026-09-04,1.0
fx-lag-v2,fx_rev_next_q_h2_v2,fx_pts_revenue,2024Q2,2024-05-08,0,0.7828,0.7828,W2,PIT,2,6,-3.367,-2.4504,-0.9189,2.4845,4.016,4.9326,2.5229,,,,,,,,2024-05-07,H2_phi_2/3ADRFX(q-1)+1/3ADRFX(q-2)_scale_free_FXrefresh_2026-09-11,Phi-implied lag; interval likelihood on letter integers; FX refreshed to 2026-09-04,1.0
fx-lag-v2,fx_rev_next_q_h2_v2,fx_pts_revenue,2024Q3,2024-08-06,0,-0.2814,-0.2814,W1,PIT,2,7,-4.1496,-3.2952,-1.8676,1.3048,2.7324,3.5868,2.3517,,,,,,,,2024-08-05,H2_phi_2/3ADRFX(q-1)+1/3ADRFX(q-2)_scale_free_FXrefresh_2026-09-11,Phi-implied lag; interval likelihood on letter integers; FX refreshed to 2026-09-04,1.0
fx-lag-v2,fx_rev_next_q_h2_v2,fx_pts_revenue,2024Q3,2024-08-06,0,-0.2814,-0.2814,W2,PIT,2,7,-4.1496,-3.2952,-1.8676,1.3048,2.7324,3.5868,2.3517,,,,,,,,2024-08-05,H2_phi_2/3ADRFX(q-1)+1/3ADRFX(q-2)_scale_free_FXrefresh_2026-09-11,Phi-implied lag; interval likelihood on letter integers; FX refreshed to 2026-09-04,1.0
fx-lag-v2,fx_rev_next_q_h2_v2,fx_pts_revenue,2024Q4,2024-11-07,0,-0.4916,-0.4916,W1,PIT,2,8,-4.1099,-3.3108,-1.9753,0.9921,2.3276,3.1267,2.1998,,,,,,,,2024-11-06,H2_phi_2/3ADRFX(q-1)+1/3ADRFX(q-2)_scale_free_FXrefresh_2026-09-11,Phi-implied lag; interval likelihood on letter integers; FX refreshed to 2026-09-04,1.0
fx-lag-v2,fx_rev_next_q_h2_v2,fx_pts_revenue,2024Q4,2024-11-07,0,-0.4916,-0.4916,W2,PIT,2,8,-4.1099,-3.3108,-1.9753,0.9921,2.3276,3.1267,2.1998,,,,,,,,2024-11-06,H2_phi_2/3ADRFX(q-1)+1/3ADRFX(q-2)_scale_free_FXrefresh_2026-09-11,Phi-implied lag; interval likelihood on letter integers; FX refreshed to 2026-09-04,1.0
fx-lag-v2,fx_rev_next_q_h2_v2,fx_pts_revenue,2025Q1,2025-02-13,0,-0.6525,-0.6525,W1,PIT,2,9,-4.071,-3.3159,-2.0543,0.7493,2.0109,2.766,2.0783,,,,,,,,2025-02-12,H2_phi_2/3ADRFX(q-1)+1/3ADRFX(q-2)_scale_free_FXrefresh_2026-09-11,Phi-implied lag; interval likelihood on letter integers; FX refreshed to 2026-09-04,1.0
fx-lag-v2,fx_rev_next_q_h2_v2,fx_pts_revenue,2025Q1,2025-02-13,0,-0.6525,-0.6525,W2,PIT,2,9,-4.071,-3.3159,-2.0543,0.7493,2.0109,2.766,2.0783,,,,,,,,2025-02-12,H2_phi_2/3ADRFX(q-1)+1/3ADRFX(q-2)_scale_free_FXrefresh_2026-09-11,Phi-implied lag; interval likelihood on letter integers; FX refreshed to 2026-09-04,1.0
