method,object,target,quarter,vintage_date,horizon_q,point,q50,window,prior_basis,n_params,n_train,q05,q10,q25,q75,q90,q95,sd,base_naive,base_ar1,base_trailing4,base_guide_cushion,base_street,street_vendor,street_as_of,knowable_from,spec_id,notes,format_version
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2023Q1,2023-02-14,1,25.24893319912772,25.24893319912772,W1,PIT,2,4,,19.04315041177106,,,31.45471598648438,,4.842398038599008,,,,,,,,,unearned_raw,"raw unearned y/y feature, no RNPL correction",1.0
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2023Q1,2023-02-14,1,23.237033114153164,23.237033114153164,W1,full_sample,2,18,,17.75639850932697,,,28.717667718979357,,4.276561905253635,,,,,,,,,unearned_raw,"raw unearned y/y feature, no RNPL correction",1.0
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2023Q2,2023-05-09,1,20.093306992933275,20.093306992933275,W1,PIT,2,5,,14.276343677446082,,,25.91027030842047,,4.53900059262559,,,,,,,,,unearned_raw,"raw unearned y/y feature, no RNPL correction",1.0
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2023Q2,2023-05-09,1,19.763966077190215,19.763966077190215,W1,full_sample,2,18,,14.28333147236402,,,25.24460068201641,,4.276561905253635,,,,,,,,,unearned_raw,"raw unearned y/y feature, no RNPL correction",1.0
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2023Q3,2023-08-03,1,16.306564382511908,16.306564382511908,W1,PIT,2,6,,11.151146443323938,,,21.461982321699878,,4.022793992684293,,,,,,,,,unearned_raw,"raw unearned y/y feature, no RNPL correction",1.0
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2023Q3,2023-08-03,1,16.650552040963767,16.650552040963767,W1,full_sample,2,18,,11.169917436137572,,,22.13118664578996,,4.276561905253635,,,,,,,,,unearned_raw,"raw unearned y/y feature, no RNPL correction",1.0
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2023Q4,2023-11-01,1,17.633983208355133,17.633983208355133,W1,PIT,2,7,,12.96503693504029,,,22.302929481669977,,3.6431981348567555,,,,,,,,,unearned_raw,"raw unearned y/y feature, no RNPL correction",1.0
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2023Q4,2023-11-01,1,17.584576251831702,17.584576251831702,W1,full_sample,2,18,,12.103941647005508,,,23.0652108566579,,4.276561905253635,,,,,,,,,unearned_raw,"raw unearned y/y feature, no RNPL correction",1.0
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2024Q1,2024-02-13,1,17.713660382192487,17.713660382192487,W1,PIT,2,8,,13.424740284302839,,,22.002580480082134,,3.3466621345564462,,,,,,,,,unearned_raw,"raw unearned y/y feature, no RNPL correction",1.0
tracker-backlog,revenue_yoy_next_q,revenue_yoy,2024Q1,2024-02-13,1,17.858341968810237,17.858341968810237,W1,full_sample,2,18,,12.377707363984042,,,23.33897657363643,,4.276561905253635,,,,,,,,,unearned_raw,"raw unearned y/y feature, no RNPL correction",1.0
