method,object,target,quarter,vintage_date,horizon_q,point,q50,window,prior_basis,n_params,n_train,q05,q10,q25,q75,q90,q95,sd,base_naive,base_ar1,base_trailing4,base_guide_cushion,base_street,street_vendor,street_as_of,knowable_from,spec_id,notes,format_version
l0-dolthub-v2,street_dolthub,revenue_musd,2023Q1,2023-02-14,0,1680.0,1680.0,W1,PIT,0,5,1487.8453138315,1530.2868979640596,1601.2049241651935,1758.7950758348068,1829.7131020359402,1872.1546861685,116.82175424000145,,,,,,DoltHub post-no-preference/earnings,2023-02-12,2023-02-12,street_dolthub|revenue_musd|PIT,DoltHub next-quarter snapshot 2023-02-12 (n=8) strictly before guide date 2023-02-14; sigma from 5 actual/street ratios (PIT),1.0
l0-dolthub-v2,street_dolthub,revenue_musd,2023Q1,2023-02-14,0,1680.0,1680.0,W1,full_sample,0,19,1550.230675693949,1578.8930820353225,1626.7867063061867,1733.2132936938133,1781.1069179646772,1809.7693243060512,78.89414728443765,,,,,,DoltHub post-no-preference/earnings,2023-02-12,2023-02-12,street_dolthub|revenue_musd|full_sample,DoltHub next-quarter snapshot 2023-02-12 (n=8) strictly before guide date 2023-02-14; sigma from 19 actual/street ratios (full_sample),1.0
l0-dolthub-v2,street_dolthub,revenue_musd,2023Q2,2023-05-09,0,2430.0,2430.0,W1,PIT,0,6,2181.016400606486,2236.009898771922,2327.901622973527,2532.098377026473,2623.9901012280784,2678.983599393514,151.3712802852699,,,,,,DoltHub post-no-preference/earnings,2023-05-07,2023-05-07,street_dolthub|revenue_musd|PIT,DoltHub next-quarter snapshot 2023-05-07 (n=10) strictly before guide date 2023-05-09; sigma from 6 actual/street ratios (PIT),1.0
l0-dolthub-v2,street_dolthub,revenue_musd,2023Q2,2023-05-09,0,2430.0,2430.0,W1,full_sample,0,19,2242.2979416287476,2283.756065086806,2353.030771621449,2506.969228378551,2576.2439349131937,2617.7020583712524,114.11474875070446,,,,,,DoltHub post-no-preference/earnings,2023-05-07,2023-05-07,street_dolthub|revenue_musd|full_sample,DoltHub next-quarter snapshot 2023-05-07 (n=10) strictly before guide date 2023-05-09; sigma from 19 actual/street ratios (full_sample),1.0
l0-dolthub-v2,street_dolthub,revenue_musd,2023Q3,2023-08-03,0,3180.0,3180.0,W1,PIT,0,7,2864.7593265838696,2934.3871552336645,3050.7322040209942,3309.2677959790058,3425.612844766336,3495.2406734161304,191.65272109980333,,,,,,DoltHub post-no-preference/earnings,2023-07-30,2023-07-30,street_dolthub|revenue_musd|PIT,DoltHub next-quarter snapshot 2023-07-30 (n=10) strictly before guide date 2023-08-03; sigma from 7 actual/street ratios (PIT),1.0
l0-dolthub-v2,street_dolthub,revenue_musd,2023Q3,2023-08-03,0,3180.0,3180.0,W1,full_sample,0,19,2934.3652075635464,2988.619048138289,3079.274836936711,3280.725163063289,3371.3809518617104,3425.634792436454,149.33535021697128,,,,,,DoltHub post-no-preference/earnings,2023-07-30,2023-07-30,street_dolthub|revenue_musd|full_sample,DoltHub next-quarter snapshot 2023-07-30 (n=10) strictly before guide date 2023-08-03; sigma from 19 actual/street ratios (full_sample),1.0
l0-dolthub-v2,street_dolthub,revenue_musd,2023Q4,2023-11-01,0,2170.0,2170.0,W1,PIT,0,8,1970.8381064333753,2014.827386270119,2088.3315441330183,2251.668455866982,2325.1726137298815,2369.1618935666247,121.08183385031411,,,,,,DoltHub post-no-preference/earnings,2023-10-29,2023-10-29,street_dolthub|revenue_musd|PIT,DoltHub next-quarter snapshot 2023-10-29 (n=11) strictly before guide date 2023-11-01; sigma from 8 actual/street ratios (PIT),1.0
l0-dolthub-v2,street_dolthub,revenue_musd,2023Q4,2023-11-01,0,2170.0,2170.0,W1,full_sample,0,19,2002.3812894380176,2039.403564295625,2101.266162312158,2238.733837687842,2300.596435704375,2337.618710561983,101.90494024239864,,,,,,DoltHub post-no-preference/earnings,2023-10-29,2023-10-29,street_dolthub|revenue_musd|full_sample,DoltHub next-quarter snapshot 2023-10-29 (n=11) strictly before guide date 2023-11-01; sigma from 19 actual/street ratios (full_sample),1.0
l0-dolthub-v2,street_dolthub,revenue_musd,2024Q1,2024-02-13,0,2040.0,2040.0,W1,PIT,0,8,1845.3935166315202,1888.376634042366,1960.1995386075673,2119.8004613924327,2191.6233659576337,2234.6064833684795,118.31234109819134,,,,,,DoltHub post-no-preference/earnings,2024-02-11,2024-02-11,street_dolthub|revenue_musd|PIT,DoltHub next-quarter snapshot 2024-02-11 (n=10) strictly before guide date 2024-02-13; sigma from 8 actual/street ratios (PIT),1.0
l0-dolthub-v2,street_dolthub,revenue_musd,2024Q1,2024-02-13,0,2040.0,2040.0,W2,PIT,0,8,1845.3935166315202,1888.376634042366,1960.1995386075673,2119.8004613924327,2191.6233659576337,2234.6064833684795,118.31234109819134,,,,,,DoltHub post-no-preference/earnings,2024-02-11,2024-02-11,street_dolthub|revenue_musd|PIT,DoltHub next-quarter snapshot 2024-02-11 (n=10) strictly before guide date 2024-02-13; sigma from 8 actual/street ratios (PIT),1.0
l0-dolthub-v2,street_dolthub,revenue_musd,2024Q1,2024-02-13,0,2040.0,2040.0,W1,full_sample,0,19,1882.4229633426526,1917.2273139000345,1975.3838576575126,2104.6161423424874,2162.772686099965,2197.577036657348,95.80003598824572,,,,,,DoltHub post-no-preference/earnings,2024-02-11,2024-02-11,street_dolthub|revenue_musd|full_sample,DoltHub next-quarter snapshot 2024-02-11 (n=10) strictly before guide date 2024-02-13; sigma from 19 actual/street ratios (full_sample),1.0
