method,object,target,quarter,vintage_date,horizon_q,point,q50,window,prior_basis,n_params,n_train,q05,q10,q25,q75,q90,q95,sd,base_naive,base_ar1,base_trailing4,base_guide_cushion,base_street,street_vendor,street_as_of,knowable_from,spec_id,notes,format_version
fx-lag,fx_rev_next_q_h3,fx_pts_revenue,2023Q1,2023-02-14,0,-3.6789,-3.6789,W1,PIT,4,7,-5.1542,-4.8283,-4.2838,-3.074,-2.5295,-2.2036,0.8969,,,,,,,,2023-02-13,H3_free_nonneg_weights_on_basket_lags012,Object A; lag-0 basket is QTD actual plus spot held,1.0
fx-lag,fx_rev_next_q_h3,fx_pts_revenue,2023Q2,2023-05-09,0,0.1395,0.1395,W1,PIT,4,8,-1.2399,-0.9352,-0.4261,0.7051,1.2142,1.5189,0.8386,,,,,,,,2023-05-08,H3_free_nonneg_weights_on_basket_lags012,Object A; lag-0 basket is QTD actual plus spot held,1.0
fx-lag,fx_rev_next_q_h3,fx_pts_revenue,2023Q3,2023-08-03,0,4.6099,4.6099,W1,PIT,4,9,3.2665,3.5633,4.059,5.1608,5.6565,5.9533,0.8167,,,,,,,,2023-08-02,H3_free_nonneg_weights_on_basket_lags012,Object A; lag-0 basket is QTD actual plus spot held,1.0
fx-lag,fx_rev_next_q_h3,fx_pts_revenue,2023Q4,2023-11-01,0,2.4485,2.4485,W1,PIT,4,10,1.1769,1.4577,1.9271,2.9699,3.4393,3.7201,0.7731,,,,,,,,2023-10-31,H3_free_nonneg_weights_on_basket_lags012,Object A; lag-0 basket is QTD actual plus spot held,1.0
fx-lag,fx_rev_next_q_h3,fx_pts_revenue,2024Q1,2024-02-13,0,1.655,1.655,W1,PIT,4,11,0.3832,0.6641,1.1335,2.1765,2.6459,2.9268,0.7732,,,,,,,,2024-02-12,H3_free_nonneg_weights_on_basket_lags012,Object A; lag-0 basket is QTD actual plus spot held,1.0
fx-lag,fx_rev_next_q_h3,fx_pts_revenue,2024Q1,2024-02-13,0,1.655,1.655,W2,PIT,4,11,0.3832,0.6641,1.1335,2.1765,2.6459,2.9268,0.7732,,,,,,,,2024-02-12,H3_free_nonneg_weights_on_basket_lags012,Object A; lag-0 basket is QTD actual plus spot held,1.0
fx-lag,fx_rev_next_q_h3,fx_pts_revenue,2024Q2,2024-05-08,0,-0.4185,-0.4185,W1,PIT,4,12,-1.8849,-1.561,-1.0198,0.1828,0.724,1.0479,0.8915,,,,,,,,2024-05-07,H3_free_nonneg_weights_on_basket_lags012,Object A; lag-0 basket is QTD actual plus spot held,1.0
fx-lag,fx_rev_next_q_h3,fx_pts_revenue,2024Q2,2024-05-08,0,-0.4185,-0.4185,W2,PIT,4,12,-1.8849,-1.561,-1.0198,0.1828,0.724,1.0479,0.8915,,,,,,,,2024-05-07,H3_free_nonneg_weights_on_basket_lags012,Object A; lag-0 basket is QTD actual plus spot held,1.0
fx-lag,fx_rev_next_q_h3,fx_pts_revenue,2024Q3,2024-08-06,0,-1.3656,-1.3656,W1,PIT,4,13,-2.7886,-2.4743,-1.9491,-0.7821,-0.2569,0.0574,0.8651,,,,,,,,2024-08-05,H3_free_nonneg_weights_on_basket_lags012,Object A; lag-0 basket is QTD actual plus spot held,1.0
fx-lag,fx_rev_next_q_h3,fx_pts_revenue,2024Q3,2024-08-06,0,-1.3656,-1.3656,W2,PIT,4,13,-2.7886,-2.4743,-1.9491,-0.7821,-0.2569,0.0574,0.8651,,,,,,,,2024-08-05,H3_free_nonneg_weights_on_basket_lags012,Object A; lag-0 basket is QTD actual plus spot held,1.0
