q,index_yoy,nights_yoy_pct
1Q23,51.61603081534456,18.609206660137122
2Q23,35.07419572044636,10.993249758919955
3Q23,27.92246100889419,13.54062186559679
4Q23,30.92587693125033,12.01814058956916
1Q24,27.73409810692524,9.496284062758043
2Q24,23.13972820215617,8.688097306689846
3Q24,22.50899167411966,8.480565371024728
4Q24,25.07159100565694,12.348178137651832
1Q25,22.12102081615059,7.918552036199089
2Q25,22.96229913473424,7.434052757793785
3Q25,21.56613821889352,8.794788273615639
4Q25,27.069304394356198,9.81981981981983
1Q26,29.26043943674499,9.15443745632425
2Q26,25.023077793095688,10.342261904761907
