accommodation_id,review_id,user_id
842298552,9b7015a7-73a2-4ce0-94ff-309f27d1f5fb,495ef092-0399-4fcf-a6d1-7b4f52b7de04
1596437394,826320b2-f123-42f7-b5b9-6df66895f959,312f1bc9-fdd9-4f3c-ac9e-5821919eebf7
-1257837707,34b17750-7827-45f7-a797-42b92f427a8f,80f94a05-de92-49fb-b259-dd1c34bcf442
760669881,51153c31-19d4-4d93-807d-c0a55ff3eb91,3821d21d-d973-4b36-bc03-1b986c67759c
-1914121319,9741bdd6-91cf-4ed5-9f6b-761222eb5533,5e43d83e-8e68-4b33-a43b-794db3272e72
-1159078222,ad3c08ad-1313-4df5-9ff4-2580a3a7b716,1d014985-6ecf-44d4-b3fe-2a9232b7b54c
-298765330,0926d786-138b-414f-998e-b1ae5a69511b,76ce65ed-0fdd-499f-9028-1d60abd28e78
639512652,5b6bb1a8-a2da-472b-af85-f5b9e4255282,e003e14c-1573-4db5-aaef-6502ade7733d
1743191055,ae587998-065c-4307-9ab7-05995db8d364,d31f2c43-8ad0-4600-87f0-63ad45d8197f
-650058398,da0d5321-804a-4f7d-9e7d-a25b8f449edb,eb97d45f-701d-4979-845f-a626a43a0c06
-2005618708,5bca7ed3-f6a9-4d2a-8ca6-b21c691c9bf5,557bc43e-8765-4264-910c-09d85b2ee016
1770111340,5b1befc0-e8fb-450b-970c-28b7e8c2069b,60a29a0d-c393-41c9-935b-d3f4fcc98f3e
-2123217228,62e677b8-6d13-4044-a01b-6aefa6cfac94,271e0ced-8022-4111-981c-06c298870d31
-57400887,39b4d5ee-9c15-45f9-8ab4-f68d67aa13f0,aa565f0d-14d7-4375-8156-6c78f606068b
-526013592,3c565a65-8e2b-4a09-b1c8-2ba9f77ebb78,eec3d065-ee9c-4c2c-b746-52b9f4f1fafd
-1910296631,25edb845-b48a-4d86-976d-39be64834504,1ae4b2fd-347b-4621-a5fe-f1f18460bb90
-1880139766,bfc7d671-0ca0-437d-9cb5-1d8c2c1a41ad,dde2ddee-a832-4f77-b0aa-db60760d7db0
-1300865214,b8c07907-297a-4619-9bc2-6fb9ac0f8fac,d7b36e45-4b88-4fa0-98c4-26b4bf58a4a5
1401228916,3a1d124b-daa9-4ac6-8115-db48f5edf2b5,06f35290-31fe-47bf-b72a-a53111ca0997
160682111,ea9ab997-4ca3-482f-8b8f-056c4ceafd4c,add045c7-7713-42f5-be56-39425f1eb51a
354972897,9e2d2ab7-7977-45cf-be19-76e18fa9bffa,c9deaf58-fcfa-413c-98de-50ce184645c7
1286201902,05b4f802-31bb-4a7c-86ef-06204177afb1,cbe5c1c7-8d24-4a24-b03e-f9faa8ec2aaa
2131474732,8c17f57b-752e-421e-a651-f2690d85df7f,6d254913-93be-4c41-8506-4eedf68cdffb
1570935802,7d08688f-0db4-4861-b175-078100b9ebd5,690252bb-12eb-4190-bdcd-cf98f7105974
-1786649723,527a2619-a9a6-4a85-8382-c7330c9875ac,48da54c5-228f-40c6-a8f1-c939db15b160
-1344970131,f58dd297-8507-49a1-a7c0-3a1bc1b86d13,5da465e1-46dc-4e85-a1ac-ec4ed3d554b9
-565530733,c05ecbd6-0cca-4c68-936b-9de0bcab7bcb,148c91d7-36a4-498d-bea1-a8ef21d98385
594471075,c1a3c2a6-8ca6-4360-8cde-09134e18869c,ce23f038-e2c6-4dbe-9e4e-aa503699834f
215285681,d781efcf-fd6f-485a-9a2b-5a9af4835a01,78ea5cf3-42f2-4bf0-9c8b-758f21782195
1588350157,6a1fd487-4362-4f78-84c4-6f26a5f44a80,d80e18b0-cc80-4ef4-a004-eddcc2d3e204
1482461278,c65da3a9-61dc-45cd-814b-cf28852f3c09,10409f83-2f74-48dc-addb-a2b36d4a195e
-1354044772,14daf391-62ba-4b24-aa7e-4963b091bd24,fcf77c8d-332a-4be8-8b9c-325cea80d46b
-748110701,75b5120c-bf75-4446-be49-03d1a42b62b9,e77a436a-d9c3-4338-a8a9-152a94e9c5a0
-1536909841,3a729277-688c-43e2-9e72-2e05a61f2c00,a79ea880-fe6b-4f9e-8381-6e002a0505cf
-466997400,66c2fed2-2fbb-418d-8533-e2b81d104f16,d6d507f3-0dbd-4c47-a6f6-4b84e375e079
1842056846,c8849dbb-1d4e-4367-8894-4ecea56e5d6d,c4b443f1-8d47-485a-8a55-d18615226080
-573353656,61e12f51-3ed8-449a-88b8-6122825dc368,86cd03ab-d241-4518-8f33-7a7104e2edc4
-1333477874,9a18e84e-e55e-404c-9f08-d01cbcdedf67,b3e3993e-820e-4f5b-adfe-6f260dad92f1
108113176,dfdad541-3d12-42be-a33c-8c0c4fcfc739,d745f31b-8b06-40f1-a8da-88d1de444460
