market_key,dump_date,ymi,n_reviews,n_mature12,n_mature24,n_lag12,n_mature12_lag12,yoy_all,yoy_mature,yoy_cohort,country,region,ym,vintage_late,vintage_old,n_vm_cur,n_vm_prior,yoy_vmatch
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2025-08-29,24180,753.0,447.0,232.0,,,,,,argentina,LatAm,2015-01,,,,,
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2025-08-29,24181,519.0,299.0,153.0,,,,,,argentina,LatAm,2015-02,,,,,
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2025-08-29,24182,657.0,361.0,207.0,,,,,,argentina,LatAm,2015-03,,,,,
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2025-08-29,24183,599.0,341.0,163.0,,,,,,argentina,LatAm,2015-04,,,,,
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2025-08-29,24184,585.0,333.0,177.0,,,,,,argentina,LatAm,2015-05,,,,,
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2025-08-29,24185,485.0,293.0,141.0,,,,,,argentina,LatAm,2015-06,,,,,
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2025-08-29,24186,680.0,428.0,211.0,,,,,,argentina,LatAm,2015-07,,,,,
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2025-08-29,24187,673.0,418.0,211.0,,,,,,argentina,LatAm,2015-08,,,,,
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2025-08-29,24188,665.0,414.0,210.0,,,,,,argentina,LatAm,2015-09,,,,,
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2025-08-29,24189,776.0,496.0,258.0,,,,,,argentina,LatAm,2015-10,,,,,
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2025-08-29,24190,930.0,625.0,329.0,,,,,,argentina,LatAm,2015-11,,,,,
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2025-08-29,24191,1053.0,707.0,413.0,,,,,,argentina,LatAm,2015-12,,,,,
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2025-08-29,24192,1023.0,665.0,380.0,753.0,447.0,0.35856573705179273,0.4876957494407159,-0.14988814317673382,argentina,LatAm,2016-01,2026-08-30,2025-08-29,927.0,753.0,0.2310756972111554
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2025-08-29,24193,859.0,524.0,328.0,519.0,299.0,0.6551059730250481,0.7525083612040133,0.09698996655518388,argentina,LatAm,2016-02,2026-08-30,2025-08-29,783.0,519.0,0.5086705202312138
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2025-08-29,24194,1049.0,667.0,394.0,657.0,361.0,0.5966514459665144,0.8476454293628808,0.09141274238227148,argentina,LatAm,2016-03,2026-08-30,2025-08-29,935.0,657.0,0.42313546423135473
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2025-08-29,24195,941.0,570.0,324.0,599.0,341.0,0.5709515859766277,0.6715542521994136,-0.04985337243401755,argentina,LatAm,2016-04,2026-08-30,2025-08-29,858.0,599.0,0.43238731218697835
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2025-08-29,24196,821.0,519.0,315.0,585.0,333.0,0.4034188034188033,0.5585585585585586,-0.05405405405405406,argentina,LatAm,2016-05,2026-08-30,2025-08-29,757.0,585.0,0.2940170940170941
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2025-08-29,24197,747.0,441.0,283.0,485.0,293.0,0.5402061855670104,0.5051194539249146,-0.03412969283276446,argentina,LatAm,2016-06,2026-08-30,2025-08-29,666.0,485.0,0.3731958762886598
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2025-08-29,24198,1205.0,692.0,434.0,680.0,428.0,0.7720588235294117,0.6168224299065421,0.014018691588784993,argentina,LatAm,2016-07,2026-08-30,2025-08-29,1058.0,680.0,0.5558823529411765
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2025-08-29,24199,1134.0,680.0,454.0,673.0,418.0,0.6849925705794948,0.6267942583732058,0.0861244019138756,argentina,LatAm,2016-08,2026-08-30,2025-08-29,999.0,673.0,0.4843982169390788
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2025-08-29,24200,1077.0,619.0,368.0,665.0,414.0,0.6195488721804512,0.49516908212560384,-0.11111111111111116,argentina,LatAm,2016-09,2026-08-30,2025-08-29,980.0,665.0,0.4736842105263157
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2025-08-29,24201,1411.0,825.0,530.0,776.0,496.0,0.8182989690721649,0.6633064516129032,0.06854838709677424,argentina,LatAm,2016-10,2026-08-30,2025-08-29,1293.0,776.0,0.6662371134020619
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2025-08-29,24202,1577.0,899.0,588.0,930.0,625.0,0.6956989247311829,0.4383999999999999,-0.05920000000000003,argentina,LatAm,2016-11,2026-08-30,2025-08-29,1436.0,930.0,0.5440860215053764
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2025-08-29,24203,1495.0,931.0,621.0,1053.0,707.0,0.4197530864197532,0.3168316831683169,-0.12164073550212162,argentina,LatAm,2016-12,2026-08-30,2025-08-29,1365.0,1053.0,0.2962962962962963
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2025-08-29,24204,1495.0,965.0,632.0,1023.0,665.0,0.46138807429130013,0.45112781954887216,-0.049624060150375904,argentina,LatAm,2017-01,2026-08-30,2025-08-29,1333.0,1023.0,0.303030303030303
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2025-08-29,24205,1238.0,732.0,473.0,859.0,524.0,0.4412107101280558,0.3969465648854962,-0.09732824427480913,argentina,LatAm,2017-02,2026-08-30,2025-08-29,1095.0,859.0,0.27473806752037255
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2025-08-29,24206,1684.0,1075.0,704.0,1049.0,667.0,0.6053384175405148,0.6116941529235382,0.05547226386806603,argentina,LatAm,2017-03,2026-08-30,2025-08-29,1545.0,1049.0,0.47283126787416596
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2025-08-29,24207,1839.0,1165.0,768.0,941.0,570.0,0.9543039319872475,1.043859649122807,0.34736842105263155,argentina,LatAm,2017-04,2026-08-30,2025-08-29,1684.0,941.0,0.789585547290117
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2025-08-29,24208,1569.0,968.0,641.0,821.0,519.0,0.9110840438489647,0.8651252408477843,0.23506743737957603,argentina,LatAm,2017-05,2026-08-30,2025-08-29,1430.0,821.0,0.7417783191230207
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2025-08-29,24209,1311.0,782.0,511.0,747.0,441.0,0.7550200803212852,0.7732426303854876,0.15873015873015883,argentina,LatAm,2017-06,2026-08-30,2025-08-29,1186.0,747.0,0.5876840696117804
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2025-08-29,24210,2011.0,1241.0,753.0,1205.0,692.0,0.6688796680497926,0.7933526011560694,0.08815028901734112,argentina,LatAm,2017-07,2026-08-30,2025-08-29,1847.0,1205.0,0.532780082987552
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2025-08-29,24211,1757.0,1078.0,664.0,1134.0,680.0,0.5493827160493827,0.5852941176470587,-0.02352941176470591,argentina,LatAm,2017-08,2026-08-30,2025-08-29,1576.0,1134.0,0.38977072310405636
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2025-08-29,24212,1845.0,1148.0,686.0,1077.0,619.0,0.7130919220055709,0.8546042003231018,0.10823909531502429,argentina,LatAm,2017-09,2026-08-30,2025-08-29,1687.0,1077.0,0.5663881151346333
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2025-08-29,24213,2181.0,1372.0,806.0,1411.0,825.0,0.5457122608079377,0.6630303030303031,-0.023030303030303068,argentina,LatAm,2017-10,2026-08-30,2025-08-29,1994.0,1411.0,0.41318214032600986
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2025-08-29,24214,2309.0,1427.0,850.0,1577.0,899.0,0.46417247939124917,0.5873192436040044,-0.05450500556173521,argentina,LatAm,2017-11,2026-08-30,2025-08-29,2130.0,1577.0,0.35066582117945466
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2025-08-29,24215,2416.0,1507.0,923.0,1495.0,931.0,0.6160535117056856,0.6186895810955961,-0.008592910848549962,argentina,LatAm,2017-12,2026-08-30,2025-08-29,2265.0,1495.0,0.5150501672240804
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2025-08-29,24216,2124.0,1344.0,853.0,1495.0,965.0,0.4207357859531773,0.3927461139896373,-0.11606217616580305,argentina,LatAm,2018-01,2026-08-30,2025-08-29,1962.0,1495.0,0.3123745819397994
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2025-08-29,24217,1937.0,1184.0,727.0,1238.0,732.0,0.5646203554119547,0.6174863387978142,-0.006830601092896127,argentina,LatAm,2018-02,2026-08-30,2025-08-29,1814.0,1238.0,0.4652665589660743
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2025-08-29,24218,2697.0,1662.0,1010.0,1684.0,1075.0,0.6015439429928742,0.546046511627907,-0.06046511627906981,argentina,LatAm,2018-03,2026-08-30,2025-08-29,2515.0,1684.0,0.4934679334916865
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2025-08-29,24219,2496.0,1508.0,944.0,1839.0,1165.0,0.3572593800978794,0.2944206008583692,-0.18969957081545064,argentina,LatAm,2018-04,2026-08-30,2025-08-29,2344.0,1839.0,0.27460576400217507
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2025-08-29,24220,2341.0,1393.0,820.0,1569.0,968.0,0.4920331421287445,0.43904958677685957,-0.15289256198347112,argentina,LatAm,2018-05,2026-08-30,2025-08-29,2215.0,1569.0,0.4117272147864881
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2025-08-29,24221,1943.0,1127.0,698.0,1311.0,782.0,0.4820747520976354,0.4411764705882353,-0.10741687979539638,argentina,LatAm,2018-06,2026-08-30,2025-08-29,1823.0,1311.0,0.39054157131960343
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2025-08-29,24222,2977.0,1738.0,1070.0,2011.0,1241.0,0.4803580308304327,0.4004834810636584,-0.1377921031426269,argentina,LatAm,2018-07,2026-08-30,2025-08-29,2717.0,2011.0,0.3510691198408751
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2025-08-29,24223,2612.0,1546.0,943.0,1757.0,1078.0,0.4866249288560045,0.43413729128014844,-0.12523191094619668,argentina,LatAm,2018-08,2026-08-30,2025-08-29,2410.0,1757.0,0.3716562322140011
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2025-08-29,24224,2999.0,1745.0,1118.0,1845.0,1148.0,0.6254742547425474,0.5200348432055748,-0.026132404181184676,argentina,LatAm,2018-09,2026-08-30,2025-08-29,2800.0,1845.0,0.5176151761517616
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2025-08-29,24225,3471.0,2002.0,1286.0,2181.0,1372.0,0.5914718019257221,0.4591836734693877,-0.06268221574344024,argentina,LatAm,2018-10,2026-08-30,2025-08-29,3249.0,2181.0,0.48968363136176074
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2025-08-29,24226,4308.0,2487.0,1582.0,2309.0,1427.0,0.8657427457773927,0.7428170988086895,0.10861948142957245,argentina,LatAm,2018-11,2026-08-30,2025-08-29,4055.0,2309.0,0.7561715028150715
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2025-08-29,24227,3725.0,2145.0,1294.0,2416.0,1507.0,0.5418046357615893,0.42335766423357657,-0.14134041141340414,argentina,LatAm,2018-12,2026-08-30,2025-08-29,3480.0,2416.0,0.4403973509933774
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2025-08-29,24228,3776.0,2132.0,1351.0,2124.0,1344.0,0.7777777777777777,0.5863095238095237,0.005208333333333259,argentina,LatAm,2019-01,2026-08-30,2025-08-29,3535.0,2124.0,0.6643126177024483
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2025-08-29,24229,3210.0,1726.0,1047.0,1937.0,1184.0,0.6572018585441404,0.4577702702702702,-0.11570945945945943,argentina,LatAm,2019-02,2026-08-30,2025-08-29,3013.0,1937.0,0.5554981930820857
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2025-08-29,24230,4394.0,2308.0,1428.0,2697.0,1662.0,0.6292176492398962,0.38868832731648606,-0.1407942238267148,argentina,LatAm,2019-03,2026-08-30,2025-08-29,4139.0,2697.0,0.5346681497960697
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2025-08-29,24231,4616.0,2418.0,1492.0,2496.0,1508.0,0.8493589743589745,0.603448275862069,-0.010610079575596787,argentina,LatAm,2019-04,2026-08-30,2025-08-29,4305.0,2496.0,0.7247596153846154
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2025-08-29,24232,3784.0,1882.0,1120.0,2341.0,1393.0,0.6164032464758651,0.3510409188801149,-0.1959798994974874,argentina,LatAm,2019-05,2026-08-30,2025-08-29,3551.0,2341.0,0.5168731311405381
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2025-08-29,24233,3751.0,1768.0,1043.0,1943.0,1127.0,0.930519814719506,0.5687666370896185,-0.07453416149068326,argentina,LatAm,2019-06,2026-08-30,2025-08-29,3550.0,1943.0,0.827071538857437
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2025-08-29,24234,5689.0,2838.0,1781.0,2977.0,1738.0,0.910984212294256,0.6329113924050633,0.02474108170310707,argentina,LatAm,2019-07,2026-08-30,2025-08-29,5275.0,2977.0,0.7719180382935842
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2025-08-29,24235,4554.0,2226.0,1368.0,2612.0,1546.0,0.7434915773353752,0.43984476067270384,-0.1151358344113842,argentina,LatAm,2019-08,2026-08-30,2025-08-29,4255.0,2612.0,0.6290199081163859
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2025-08-29,24236,4758.0,2290.0,1360.0,2999.0,1745.0,0.5865288429476492,0.31232091690544417,-0.22063037249283668,argentina,LatAm,2019-09,2026-08-30,2025-08-29,4430.0,2999.0,0.4771590530176726
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2025-08-29,24237,5376.0,2627.0,1544.0,3471.0,2002.0,0.5488331892826275,0.3121878121878121,-0.2287712287712288,argentina,LatAm,2019-10,2026-08-30,2025-08-29,4945.0,3471.0,0.4246614808412561
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2025-08-29,24238,6140.0,3198.0,1815.0,4308.0,2487.0,0.42525533890436407,0.2858866103739446,-0.27020506634499397,argentina,LatAm,2019-11,2026-08-30,2025-08-29,5786.0,4308.0,0.34308263695450325
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2025-08-29,24239,6022.0,3219.0,1896.0,3725.0,2145.0,0.6166442953020135,0.5006993006993008,-0.1160839160839161,argentina,LatAm,2019-12,2026-08-30,2025-08-29,5617.0,3725.0,0.5079194630872483
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2025-08-29,24240,5579.0,3026.0,1783.0,3776.0,2132.0,0.4774894067796611,0.4193245778611632,-0.16369606003752346,argentina,LatAm,2020-01,2026-08-30,2025-08-29,5142.0,3776.0,0.3617584745762712
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2025-08-29,24241,4927.0,2745.0,1591.0,3210.0,1726.0,0.5348909657320873,0.5903823870220162,-0.078215527230591,argentina,LatAm,2020-02,2026-08-30,2025-08-29,4537.0,3210.0,0.4133956386292834
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2025-08-29,24242,3608.0,2069.0,1150.0,4394.0,2308.0,-0.17888029130632677,-0.10355285961871752,-0.5017331022530329,argentina,LatAm,2020-03,2026-08-30,2025-08-29,3368.0,4394.0,-0.23350022758306777
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2025-08-29,24243,325.0,178.0,109.0,4616.0,2418.0,-0.9295927209705372,-0.9263854425144747,-0.9549214226633581,argentina,LatAm,2020-04,2026-08-30,2025-08-29,313.0,4616.0,-0.9321923743500866
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2025-08-29,24244,288.0,182.0,107.0,3784.0,1882.0,-0.9238900634249472,-0.9032943676939427,-0.9431455897980872,argentina,LatAm,2020-05,2026-08-30,2025-08-29,253.0,3784.0,-0.9331395348837209
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2025-08-29,24245,273.0,175.0,103.0,3751.0,1768.0,-0.9272194081578246,-0.9010180995475113,-0.9417420814479638,argentina,LatAm,2020-06,2026-08-30,2025-08-29,231.0,3751.0,-0.9384164222873901
