market_key,cdn_path,kind,dump_date,why,url,http_status,bytes,last_modified,already_held,probed_utc
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,argentina/ciudad-autónoma-de-buenos-aires/buenos-aires,reviews,2026-08-01,aug_batch,https://data.insideairbnb.com/argentina/ciudad-aut%C3%B3noma-de-buenos-aires/buenos-aires/2026-08-01/data/reviews.csv.gz,403,0,,False,2026-09-11T19:22:09
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,argentina/ciudad-autónoma-de-buenos-aires/buenos-aires,reviews,2026-08-02,aug_batch,https://data.insideairbnb.com/argentina/ciudad-aut%C3%B3noma-de-buenos-aires/buenos-aires/2026-08-02/data/reviews.csv.gz,403,0,,False,2026-09-11T19:22:09
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,argentina/ciudad-autónoma-de-buenos-aires/buenos-aires,reviews,2026-08-03,aug_batch,https://data.insideairbnb.com/argentina/ciudad-aut%C3%B3noma-de-buenos-aires/buenos-aires/2026-08-03/data/reviews.csv.gz,403,0,,False,2026-09-11T19:22:09
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,argentina/ciudad-autónoma-de-buenos-aires/buenos-aires,reviews,2026-08-04,aug_batch,https://data.insideairbnb.com/argentina/ciudad-aut%C3%B3noma-de-buenos-aires/buenos-aires/2026-08-04/data/reviews.csv.gz,403,0,,False,2026-09-11T19:22:09
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,argentina/ciudad-autónoma-de-buenos-aires/buenos-aires,reviews,2026-08-05,aug_batch,https://data.insideairbnb.com/argentina/ciudad-aut%C3%B3noma-de-buenos-aires/buenos-aires/2026-08-05/data/reviews.csv.gz,403,0,,False,2026-09-11T19:22:09
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,argentina/ciudad-autónoma-de-buenos-aires/buenos-aires,reviews,2026-08-06,aug_batch,https://data.insideairbnb.com/argentina/ciudad-aut%C3%B3noma-de-buenos-aires/buenos-aires/2026-08-06/data/reviews.csv.gz,403,0,,False,2026-09-11T19:22:09
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,argentina/ciudad-autónoma-de-buenos-aires/buenos-aires,reviews,2026-08-07,aug_batch,https://data.insideairbnb.com/argentina/ciudad-aut%C3%B3noma-de-buenos-aires/buenos-aires/2026-08-07/data/reviews.csv.gz,403,0,,False,2026-09-11T19:22:09
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,argentina/ciudad-autónoma-de-buenos-aires/buenos-aires,reviews,2026-08-08,aug_batch,https://data.insideairbnb.com/argentina/ciudad-aut%C3%B3noma-de-buenos-aires/buenos-aires/2026-08-08/data/reviews.csv.gz,403,0,,False,2026-09-11T19:22:09
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,argentina/ciudad-autónoma-de-buenos-aires/buenos-aires,reviews,2026-08-09,aug_batch,https://data.insideairbnb.com/argentina/ciudad-aut%C3%B3noma-de-buenos-aires/buenos-aires/2026-08-09/data/reviews.csv.gz,403,0,,False,2026-09-11T19:22:09
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,argentina/ciudad-autónoma-de-buenos-aires/buenos-aires,reviews,2026-08-10,aug_batch,https://data.insideairbnb.com/argentina/ciudad-aut%C3%B3noma-de-buenos-aires/buenos-aires/2026-08-10/data/reviews.csv.gz,403,0,,False,2026-09-11T19:22:09
