ymi,ym,region,measure,n_markets,w_equal,w_reviews,w_median,reviews,reviews_lag12,regions_weight_covered
24113,2009-06,NAM,yoy_stable,1,0.0,0.0,0.0,1.0,1.0,
24115,2009-08,NAM,yoy_stable,1,-0.6666666666666667,-0.6666666666666667,-0.6666666666666667,1.0,3.0,
24121,2010-02,NAM,yoy_stable,1,0.0,0.0,0.0,2.0,2.0,
24122,2010-03,NAM,yoy_stable,2,0.25,0.33333333333333326,0.25,4.0,3.0,
24123,2010-04,NAM,yoy_stable,2,1.1,0.5,1.1,9.0,6.0,
24124,2010-05,NAM,yoy_stable,6,5.944444444444444,4.2,2.75,52.0,10.0,
24125,2010-06,EMEA,yoy_stable,1,1.0,1.0,1.0,2.0,1.0,
24125,2010-06,NAM,yoy_stable,6,5.375,3.3076923076923075,3.75,56.0,13.0,
24126,2010-07,NAM,yoy_stable,10,3.6166666666666663,2.727272727272727,2.0,82.0,22.0,
24127,2010-08,EMEA,yoy_stable,1,0.0,0.0,0.0,1.0,1.0,
24127,2010-08,NAM,yoy_stable,10,4.2727272727272725,3.096774193548387,2.0,127.0,31.0,
24128,2010-09,NAM,yoy_stable,8,3.4125,3.5,2.0,117.0,26.0,
24129,2010-10,NAM,yoy_stable,11,6.8649350649350644,5.551724137931035,4.0,190.0,29.0,
24130,2010-11,NAM,yoy_stable,10,3.0287445887445887,3.1891891891891895,2.75,155.0,37.0,
24131,2010-12,APAC,yoy_stable,1,2.0,2.0,2.0,3.0,1.0,
24131,2010-12,EMEA,yoy_stable,1,15.0,15.0,15.0,16.0,1.0,
24131,2010-12,NAM,yoy_stable,8,3.4057692307692307,3.0,2.123076923076923,108.0,27.0,
24132,2011-01,EMEA,yoy_stable,1,23.0,23.0,23.0,24.0,1.0,
24132,2011-01,NAM,yoy_stable,8,4.991666666666667,4.0,4.3,130.0,26.0,
24133,2011-02,EMEA,yoy_stable,1,5.0,5.0,5.0,6.0,1.0,
24133,2011-02,NAM,yoy_stable,10,5.395,4.0,3.5,130.0,26.0,
24134,2011-03,APAC,yoy_stable,1,3.0,3.0,3.0,4.0,1.0,
24134,2011-03,NAM,yoy_stable,8,3.8516369047619046,3.177777777777778,4.2023809523809526,188.0,45.0,
24135,2011-04,EMEA,yoy_stable,1,25.5,25.5,25.5,53.0,2.0,
24135,2011-04,NAM,yoy_stable,12,4.156471306471307,2.9838709677419355,2.166666666666667,247.0,62.0,
24136,2011-05,APAC,yoy_stable,1,1.0,1.0,1.0,2.0,1.0,
24136,2011-05,EMEA,yoy_stable,3,12.425925925925926,9.833333333333334,6.777777777777778,130.0,12.0,
24136,2011-05,LatAm,yoy_stable,1,6.0,6.0,6.0,7.0,1.0,
24136,2011-05,NAM,yoy_stable,17,5.021022611943328,4.1125,2.6,409.0,80.0,
24137,2011-06,EMEA,yoy_stable,6,15.65,10.789473684210526,11.0,224.0,19.0,
24137,2011-06,LatAm,yoy_stable,1,11.0,11.0,11.0,12.0,1.0,
24137,2011-06,NAM,yoy_stable,18,6.0721768336964415,4.21978021978022,3.784313725490196,475.0,91.0,
24138,2011-07,EMEA,yoy_stable,10,11.538888888888888,5.694444444444445,8.0,241.0,36.0,
24138,2011-07,LatAm,yoy_stable,1,15.0,15.0,15.0,16.0,1.0,
24138,2011-07,NAM,yoy_stable,20,4.443927722604193,3.026315789473684,3.772727272727273,459.0,114.0,
24139,2011-08,APAC,yoy_stable,1,7.0,7.0,7.0,8.0,1.0,
24139,2011-08,EMEA,yoy_stable,11,12.369421487603306,5.825,8.0,273.0,40.0,
24139,2011-08,LatAm,yoy_stable,2,6.083333333333334,6.0,6.083333333333334,35.0,5.0,
24139,2011-08,NAM,yoy_stable,18,2.9996524755296683,2.562130177514793,2.178571428571429,602.0,169.0,
24140,2011-09,APAC,yoy_stable,1,5.0,5.0,5.0,12.0,2.0,
24140,2011-09,EMEA,yoy_stable,13,10.188405143243852,4.568181818181818,5.2,490.0,88.0,
24140,2011-09,LatAm,yoy_stable,2,14.5,8.8,14.5,49.0,5.0,
24140,2011-09,NAM,yoy_stable,20,2.759158459403662,2.128205128205128,3.154761904761905,732.0,234.0,
24141,2011-10,APAC,yoy_stable,2,3.9166666666666665,4.4,3.9166666666666665,27.0,5.0,
24141,2011-10,EMEA,yoy_stable,15,8.01388199614006,4.254901960784314,4.0,536.0,102.0,
24141,2011-10,LatAm,yoy_stable,2,10.875,7.800000000000001,10.875,44.0,5.0,
24141,2011-10,NAM,yoy_stable,22,4.3984048188653455,2.2254098360655736,2.105964912280702,787.0,244.0,
24142,2011-11,APAC,yoy_stable,2,5.05,4.428571428571429,5.05,38.0,7.0,
24142,2011-11,EMEA,yoy_stable,16,8.317651888341544,3.602150537634409,5.5,428.0,93.0,
24142,2011-11,LatAm,yoy_stable,3,6.861111111111112,8.090909090909092,7.833333333333334,100.0,11.0,
24142,2011-11,NAM,yoy_stable,20,3.8964031877961967,2.6538461538461537,2.763888888888889,665.0,182.0,
24143,2011-12,APAC,yoy_stable,3,1.4814814814814816,0.9230769230769231,0.7777777777777777,25.0,13.0,
24143,2011-12,EMEA,yoy_stable,15,7.298333333333333,4.016666666666667,5.0,301.0,60.0,
24143,2011-12,LatAm,yoy_stable,3,4.968253968253968,5.583333333333333,5.571428571428571,79.0,12.0,
24143,2011-12,NAM,yoy_stable,20,2.6292435897435897,2.051948051948052,2.0,470.0,154.0,
24144,2012-01,APAC,yoy_stable,2,2.8095238095238093,2.6,2.8095238095238093,36.0,10.0,
24144,2012-01,EMEA,yoy_stable,13,7.197619047619048,4.035714285714286,4.25,423.0,84.0,
24144,2012-01,LatAm,yoy_stable,3,10.533333333333333,12.0,12.6,130.0,10.0,
24144,2012-01,NAM,yoy_stable,20,3.1641604953017994,2.3353293413173652,2.601449275362319,557.0,167.0,
24145,2012-02,APAC,yoy_stable,2,2.571428571428571,2.4,2.571428571428571,34.0,10.0,
24145,2012-02,EMEA,yoy_stable,15,8.404615384615385,4.492063492063492,3.0,346.0,63.0,
24145,2012-02,LatAm,yoy_stable,3,14.555555555555557,17.857142857142858,14.0,132.0,7.0,
24145,2012-02,NAM,yoy_stable,20,3.161840831376426,2.039473684210526,2.125,462.0,152.0,
24146,2012-03,APAC,yoy_stable,4,4.863970588235294,1.8260869565217392,4.375,65.0,23.0,
24146,2012-03,EMEA,yoy_stable,24,8.394862043100582,5.423076923076923,6.5,835.0,130.0,
24146,2012-03,LatAm,yoy_stable,4,4.184523809523809,5.178571428571429,4.535714285714286,173.0,28.0,
24146,2012-03,NAM,yoy_stable,22,2.5407698412326374,2.115079365079365,2.083333333333333,785.0,252.0,
24147,2012-04,APAC,yoy_stable,5,2.1222222222222222,1.3636363636363638,1.1111111111111112,52.0,22.0,
24147,2012-04,EMEA,yoy_stable,23,9.535289789965754,4.04524886877828,4.285714285714286,1115.0,221.0,
24147,2012-04,LatAm,yoy_stable,3,6.587962962962963,8.0,6.888888888888889,162.0,18.0,
24147,2012-04,NAM,yoy_stable,23,2.9900684498973114,2.074675324675325,2.5,947.0,308.0,
24148,2012-05,APAC,yoy_stable,6,2.91025641025641,1.8181818181818183,1.7307692307692308,62.0,22.0,
24148,2012-05,EMEA,yoy_stable,26,10.32415027280412,4.134969325153374,6.541666666666666,1674.0,326.0,
24148,2012-05,LatAm,yoy_stable,3,6.380952380952382,8.0625,8.857142857142858,145.0,16.0,
24148,2012-05,NAM,yoy_stable,28,2.2805992266542847,1.3825242718446602,1.4190909090909092,1227.0,515.0,
24149,2012-06,APAC,yoy_stable,5,4.927777777777778,2.7058823529411766,6.0,63.0,17.0,
24149,2012-06,EMEA,yoy_stable,32,8.755826438505498,3.584810126582278,3.875,1811.0,395.0,
24149,2012-06,LatAm,yoy_stable,4,4.120833333333334,5.625,3.45,159.0,24.0,
24149,2012-06,NAM,yoy_stable,29,3.0948828432194144,1.2633587786259541,1.5499999999999998,1186.0,524.0,
24150,2012-07,APAC,yoy_stable,5,3.083333333333333,1.6666666666666665,1.25,64.0,24.0,
24150,2012-07,EMEA,yoy_stable,38,6.834746982557067,3.6296296296296298,4.483333333333333,2125.0,459.0,
24150,2012-07,LatAm,yoy_stable,5,6.272115384615384,4.212121212121212,3.9375,172.0,33.0,
24150,2012-07,NAM,yoy_stable,31,4.659815715941753,1.7039848197343455,1.6666666666666665,1425.0,527.0,
24151,2012-08,APAC,yoy_stable,6,2.629166666666667,2.3333333333333335,2.5,80.0,24.0,
24151,2012-08,EMEA,yoy_stable,40,6.433696901703565,3.606122448979592,4.392045454545455,2257.0,490.0,
24151,2012-08,LatAm,yoy_stable,4,6.8375,3.8499999999999996,3.925,194.0,40.0,
24151,2012-08,NAM,yoy_stable,31,3.0025097622184216,1.4600591715976332,1.5,1663.0,676.0,
24152,2012-09,APAC,yoy_stable,6,1.3597222222222223,1.0606060606060606,1.0416666666666667,68.0,33.0,
24152,2012-09,EMEA,yoy_stable,40,8.241467800463294,3.6452119309262168,4.340909090909091,2959.0,637.0,
24152,2012-09,LatAm,yoy_stable,4,2.13875,2.111111111111111,2.166666666666667,168.0,54.0,
24152,2012-09,NAM,yoy_stable,32,1.6642105972617676,0.9287469287469288,0.75,1570.0,814.0,
24153,2012-10,APAC,yoy_stable,8,5.1299242424242415,1.9523809523809526,3.8,124.0,42.0,
24153,2012-10,EMEA,yoy_stable,42,5.256494797461313,3.4267241379310347,3.698879551820728,3081.0,696.0,
24153,2012-10,LatAm,yoy_stable,4,3.119417211328976,3.26,3.3564814814814814,213.0,50.0,
24153,2012-10,NAM,yoy_stable,33,2.036922247325595,1.1617122473246138,1.4827586206896552,1818.0,841.0,
24154,2012-11,APAC,yoy_stable,8,4.394746376811594,1.5714285714285716,2.0,144.0,56.0,
24154,2012-11,EMEA,yoy_stable,38,3.728542201414035,2.893258426966292,3.0,2079.0,534.0,
24154,2012-11,LatAm,yoy_stable,5,1.469449319877139,1.6837606837606836,1.6279069767441858,314.0,117.0,
24154,2012-11,NAM,yoy_stable,32,1.358502167258479,0.7692307692307692,1.1066666666666667,1288.0,728.0,
