feature,lag,target,window,wf_n,wf_ratio_vs_naive,jk_min,jk_max,jk_max_above_1
GLOBAL|yoy_cohort|w_equal,0,nights_yoy,2023Q1+,10,0.6007470987496989,0.3682743622526479,0.78253009183651,False
GLOBAL_NW|yoy_cohort|w_equal,0,nights_yoy,2023Q1+,10,0.6496444766599543,0.4602092075415627,0.8357667520269081,False
GLOBAL|yoy_mature|w_equal,0,nights_yoy,2023Q1+,10,0.6502844951176693,0.5086009282493505,0.8537037639117097,False
NAM|yoy_all|w_reviews,0,gbv_yoy,2022Q1+,14,0.6579599839355171,0.5866131099319337,0.7326656147503287,False
EMEA|yoy_cohort|w_reviews,0,nights_yoy,2023Q1+,10,0.6603525089769399,0.5909429218075839,0.8236123981927962,False
EMEA|yoy_all|w_median,0,nights_yoy,2023Q1+,10,0.6623586206336237,0.5677970249092968,0.862365929886188,False
APAC|yoy_mature|w_equal,0,nights_yoy,2023Q1+,10,0.669032393335822,0.5957491382838401,0.8237960396796111,False
APAC|yoy_cohort|w_equal,0,nights_yoy,2023Q1+,10,0.671074247722957,0.5582523710087397,0.843824226461001,False
GLOBAL|yoy_vmatch|w_reviews,0,nights_yoy,2023Q1+,10,0.6736908246940783,0.5887900289273137,0.8667928413602385,False
GLOBAL|yoy_cohort|w_reviews,0,nights_yoy,2023Q1+,10,0.6762258850988009,0.581034838643035,0.8513198842486335,False
GLOBAL|yoy_all|w_reviews,0,nights_yoy,2023Q1+,10,0.6811750394001421,0.6256837342542049,0.8566447848426232,False
EMEA|yoy_all|w_reviews,0,nights_yoy,2023Q1+,10,0.6816140486535616,0.6347373065529056,0.8389602918986313,False
EMEA|yoy_cohort|w_equal,0,nights_yoy,2023Q1+,10,0.6823643820579292,0.589163423172893,0.8723093381840374,False
APAC|yoy_all|w_reviews,0,nights_yoy,2023Q1+,10,0.6840634707334527,0.6034077350773561,0.8953460574825856,False
GLOBAL|yoy_all|w_equal,0,nights_yoy,2023Q1+,10,0.6844142781223489,0.33591181151569127,0.8970439394986693,False
NAM|yoy_mature|w_equal,0,gbv_yoy,2023Q1+,10,0.6860594619521294,0.4286966370823881,0.8542560973227253,False
APAC|yoy_cohort|w_reviews,0,nights_yoy,2023Q1+,10,0.6920976596742708,0.6058003818162669,0.8793932994684786,False
GLOBAL|yoy_vmatch|w_reviews,0,bkng_room_nights_yoy,2022Q1+,14,0.6998046610726919,0.6639097684508318,1.0475972262262547,True
GLOBAL|yoy_all|w_median,0,nights_yoy,2023Q1+,10,0.7014602620784138,0.5602221338905631,0.9069103810734511,False
GLOBAL|yoy_cohort|w_median,0,nights_yoy,2023Q1+,10,0.701914210963272,0.5393048428078863,0.9132629060778369,False
GLOBAL|yoy_vmatch|w_median,0,nights_yoy,2023Q1+,10,0.7040800592686576,0.5244602075094288,0.9204196335745513,False
GLOBAL_NW|yoy_vmatch|w_equal,0,nights_yoy,2022Q1+,14,0.7052292626945875,0.6762553691096149,0.8141014838490495,False
NAM|yoy_vmatch|w_reviews,1,nights_yoy,2023Q1+,10,0.7084105956320289,0.6625399774073619,0.782159687209234,False
NAM|yoy_vmatch|w_reviews,0,gbv_yoy,2022Q1+,14,0.7086325721915984,0.6306082551545878,0.792585316265402,False
APAC|yoy_vmatch|w_reviews,0,nights_yoy,2023Q1+,10,0.7097658911214733,0.6488110866782564,0.9304609509263427,False
NAM|yoy_vmatch|w_reviews,0,nights_yoy,2022Q1+,14,0.7137478218302012,0.628832129158184,0.9581410446855961,False
EMEA|yoy_all|w_equal,0,nights_yoy,2023Q1+,10,0.7149724917695469,0.5912690234692691,0.9168456472161411,False
EMEA|yoy_vmatch|w_reviews,0,nights_yoy,2023Q1+,10,0.7182939935312384,0.6538125653585858,0.9122071714400329,False
APAC|yoy_all|w_equal,0,nights_yoy,2023Q1+,10,0.7198330287896035,0.5486121280006493,0.9275482025381772,False
GLOBAL_NW|yoy_all|w_equal,0,nights_yoy,2023Q1+,10,0.7235906102491586,0.3858633151474857,0.9451576153422082,False
