year,region,n_markets,partial_eq,partial_cw,full_eq,full_cw,gap_eq_pp,gap_cw_pp
2022,APAC,17,1.9484441600879232,0.6648386867032263,2.610022070865623,1.233143434052066,66.15779107776999,56.830474734883964
2022,EMEA,57,0.8128725772078381,0.7314036750591402,0.7331466659148478,0.7114106213016271,-7.972591129299033,-1.9993053757513035
2022,LatAm,7,1.5031252030457039,1.1498736835198007,1.5795183651062992,1.2311355746120292,7.639316206059532,8.126189109222848
2022,NAM,42,0.4748798426397404,0.3701487082257806,0.4484966415040913,0.3847775427168436,-2.6383201135649124,1.4628834491063003
2023,APAC,17,0.7936970386138041,0.4512748117727583,0.7575611125104026,0.3870692995769691,-3.613592610340155,-6.420551219578918
2023,EMEA,57,0.27741661478285,0.24782864713675834,0.2924158539160925,0.26162268171103653,1.499923913324247,1.3794034574278191
2023,LatAm,7,0.5684795406886584,0.6046912675884382,0.5089975289709229,0.5646316405444765,-5.948201171773548,-4.005962704396171
2023,NAM,42,0.266426077841334,0.21766476050749395,0.2600880800225351,0.20133400189747164,-0.6337997818798902,-1.6330758610022311
2024,APAC,17,0.27274816636944077,0.24425202652910838,0.22510407099566643,0.19574131252782823,-4.764409537377434,-4.851071400128015
2024,EMEA,57,0.2150883565665021,0.19207023339035367,0.2223068820339061,0.20492475489741824,0.7218525467404008,1.2854521507064565
2024,LatAm,7,0.48428329810421983,0.4467565074323103,0.49213918120048505,0.4731187365593683,0.7855883096265226,2.636222912705799
2024,NAM,42,0.2261170189523069,0.18913766015054057,0.21416610661012733,0.17766941022091576,-1.1950912342179572,-1.1468249929624807
2025,APAC,17,0.2716368157669671,0.2527643696881756,0.2460326546055568,0.24530469299494517,-2.560416116141029,-0.7459676693230444
2025,EMEA,57,0.22533279124147257,0.1873355737907716,0.2267426460943217,0.1928768363797868,0.14098548528491406,0.5541262589015217
2025,LatAm,7,0.4178384209197802,0.4530353327855383,0.3829575089365457,0.41820342973203783,-3.488091198323451,-3.483190305350048
2025,NAM,42,0.19970509428191807,0.19313880421297447,0.19245765970516776,0.18732199362045532,-0.7247434576750311,-0.581681059251915
2026,APAC,17,0.22790240654163507,0.28259810989821443,,,,
2026,EMEA,57,0.20793628082200152,0.19370217657625743,,,,
2026,LatAm,7,0.5027859139135755,0.5571314178689215,,,,
2026,NAM,42,0.2717258575707264,0.2958986731001205,,,,
2022,GLOBAL,123,0.8936920116628495,0.6464368622708718,0.9435221354534782,0.6839405303170454,4.983012379062868,3.7503668046173555
2023,GLOBAL,123,0.36158413620498986,0.2812891858104316,0.3579912573141223,0.2802429005025602,-0.3592878890867568,-0.10462853078714307
2024,GLOBAL,123,0.24214352061217514,0.2165770675854286,0.23527001812103834,0.2189897600309061,-0.6873502491136801,0.24126924454774823
2025,GLOBAL,123,0.2339372184965967,0.21997872331335255,0.22659195305563956,0.2191821361832782,-0.7345265440957149,-0.07965871300743554
2026,GLOBAL,123,0.24925769376770263,0.26449236027694223,,,,
