market_key,region,year,n_partial_cur,n_partial_prior,partial_yoy,n_full_cur,n_full_prior,full_yoy
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,LatAm,2026,57819,39667,0.45760959991932837,,,
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,LatAm,2025,39667,27880,0.42277618364418945,79262.0,55396.0,0.4308253303487617
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,LatAm,2024,27880,24661,0.13052998661854742,55396.0,48653.0,0.13859371467329873
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,LatAm,2023,24661,12238,1.015116849158359,48653.0,24897.0,0.9541711852833674
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,LatAm,2022,12238,2029,5.031542631838344,24897.0,4119.0,5.044428259286234
australia_nsw_mid-north-coast,APAC,2026,5522,4671,0.18218796831513595,,,
australia_nsw_mid-north-coast,APAC,2025,4671,4185,0.11612903225806459,11451.0,10448.0,0.09599923430321589
australia_nsw_mid-north-coast,APAC,2024,4185,3136,0.33450255102040827,10448.0,8964.0,0.16555109326193662
australia_nsw_mid-north-coast,APAC,2023,3136,2738,0.14536157779401027,8964.0,8077.0,0.1098180017333168
australia_nsw_mid-north-coast,APAC,2022,2738,1182,1.3164128595600677,8077.0,2035.0,2.969041769041769
australia_nsw_northern-rivers,APAC,2026,7866,6470,0.21576506955177743,,,
australia_nsw_northern-rivers,APAC,2025,6470,5426,0.1924069295982307,13900.0,12044.0,0.15410162736632338
australia_nsw_northern-rivers,APAC,2024,5426,4591,0.18187758658244402,12044.0,10509.0,0.14606527738129227
australia_nsw_northern-rivers,APAC,2023,4591,4008,0.14545908183632728,10509.0,9121.0,0.15217629645872166
australia_nsw_northern-rivers,APAC,2022,4008,1361,1.9448934606906687,9121.0,2040.0,3.4710784313725487
australia_nsw_sydney,APAC,2026,19064,14096,0.3524404086265607,,,
australia_nsw_sydney,APAC,2025,14096,9734,0.44811999178138473,43720.0,30958.0,0.41223593255378255
australia_nsw_sydney,APAC,2024,9734,7810,0.24635083226632526,30958.0,25845.0,0.1978332366028246
australia_nsw_sydney,APAC,2023,7810,5811,0.34400275339872666,25845.0,18370.0,0.40691344583560163
australia_nsw_sydney,APAC,2022,5811,823,6.060753341433779,18370.0,2347.0,6.827013208351087
australia_qld_brisbane,APAC,2026,9391,7345,0.27855684138869985,,,
australia_qld_brisbane,APAC,2025,7345,4997,0.4698819291574945,21756.0,15710.0,0.38485041374920437
australia_qld_brisbane,APAC,2024,4997,3566,0.4012899607403253,15710.0,11098.0,0.4155703730401874
australia_qld_brisbane,APAC,2023,3566,2583,0.38056523422377087,11098.0,8125.0,0.36590769230769227
