origin_date,last_reported_quarter,last_company_publication,target,quarter,year,horizon_quarters,guide_announcements_ahead,is_live,guide_event_date,actual_revenue_musd,actual_guide_mid_musd,cushion_pct,cushion_divisor,n_cushion,knowable_from,predictive_interval,gbv_quarter,lag,gbv_musd,gbv_status,input_last_publication,forecast_growth_pct,oracle_realized_gbv_musd
2022-11-01,2022Q3,2022-11-01,2023Q1,2023Q1,2023,2,1,False,2023-02-14,1818.0,1785.0,3.5626552469511132,1.0356265524695112,4,2022-11-01,not_calculated,2023Q1,0,22547.899159663866,forecast,2022-11-01,31.092436974789916,20400.0
2022-11-01,2022Q3,2022-11-01,2023Q1,2023Q1,2023,2,1,False,2023-02-14,1818.0,1785.0,3.5626552469511132,1.0356265524695112,4,2022-11-01,not_calculated,2022Q4,1,14813.44537815126,forecast,2022-11-01,31.092436974789916,13500.0
2022-11-01,2022Q3,2022-11-01,2023Q1,2023Q1,2023,2,1,False,2023-02-14,1818.0,1785.0,3.5626552469511132,1.0356265524695112,4,2022-11-01,not_calculated,2022Q3,2,15600.0,reported,2022-11-01,,15600.0
2022-11-01,2022Q3,2022-11-01,2023Q1,2023Q1,2023,2,1,False,2023-02-14,1818.0,1785.0,3.5626552469511132,1.0356265524695112,4,2022-11-01,not_calculated,2022Q2,3,17000.0,reported,2022-08-02,,17000.0
2022-11-01,2022Q3,2022-11-01,2023Q1,2023Q1,2023,2,1,False,2023-02-14,1818.0,1785.0,3.5626552469511132,1.0356265524695112,4,2022-11-01,not_calculated,2022Q1,4,17200.0,reported,2022-05-03,,17200.0
2023-02-14,2022Q4,2023-02-14,2023Q2,2023Q2,2023,2,1,False,2023-05-09,2484.0,2400.0,3.5240372410391534,1.0352403724103916,5,2023-02-14,not_calculated,2023Q2,0,20309.73451327434,forecast,2023-02-14,19.469026548672574,19100.0
2023-02-14,2022Q4,2023-02-14,2023Q2,2023Q2,2023,2,1,False,2023-05-09,2484.0,2400.0,3.5240372410391534,1.0352403724103916,5,2023-02-14,not_calculated,2023Q1,1,20548.672566371682,forecast,2023-02-14,19.469026548672574,20400.0
2023-02-14,2022Q4,2023-02-14,2023Q2,2023Q2,2023,2,1,False,2023-05-09,2484.0,2400.0,3.5240372410391534,1.0352403724103916,5,2023-02-14,not_calculated,2022Q4,2,13500.0,reported,2023-02-14,,13500.0
2023-02-14,2022Q4,2023-02-14,2023Q2,2023Q2,2023,2,1,False,2023-05-09,2484.0,2400.0,3.5240372410391534,1.0352403724103916,5,2023-02-14,not_calculated,2022Q3,3,15600.0,reported,2022-11-01,,15600.0
2023-02-14,2022Q4,2023-02-14,2023Q2,2023Q2,2023,2,1,False,2023-05-09,2484.0,2400.0,3.5240372410391534,1.0352403724103916,5,2023-02-14,not_calculated,2022Q2,4,17000.0,reported,2022-08-02,,17000.0
2023-05-09,2023Q1,2023-05-09,2023Q3,2023Q3,2023,2,1,False,2023-08-03,3397.0,3350.0,3.2448209501656797,1.0324482095016567,6,2023-05-09,not_calculated,2023Q3,0,18502.32558139535,forecast,2023-05-09,18.60465116279071,18300.0
2023-05-09,2023Q1,2023-05-09,2023Q3,2023Q3,2023,2,1,False,2023-08-03,3397.0,3350.0,3.2448209501656797,1.0324482095016567,6,2023-05-09,not_calculated,2023Q2,1,20162.79069767442,forecast,2023-05-09,18.60465116279071,19100.0
2023-05-09,2023Q1,2023-05-09,2023Q3,2023Q3,2023,2,1,False,2023-08-03,3397.0,3350.0,3.2448209501656797,1.0324482095016567,6,2023-05-09,not_calculated,2023Q1,2,20400.0,reported,2023-05-09,,20400.0
2023-05-09,2023Q1,2023-05-09,2023Q3,2023Q3,2023,2,1,False,2023-08-03,3397.0,3350.0,3.2448209501656797,1.0324482095016567,6,2023-05-09,not_calculated,2022Q4,3,13500.0,reported,2023-02-14,,13500.0
2023-05-09,2023Q1,2023-05-09,2023Q3,2023Q3,2023,2,1,False,2023-08-03,3397.0,3350.0,3.2448209501656797,1.0324482095016567,6,2023-05-09,not_calculated,2022Q3,4,15600.0,reported,2022-11-01,,15600.0
