horizon_quarters,window,object,candidate,reference,n,n_year_clusters,n_bootstrap,candidate_rmse_musd,reference_rmse_musd,rmse_ratio,ratio_p05,ratio_p95,loss_difference_p05_musd2,loss_difference_p95_musd2,basis
2,W1,guide,joint,fixed,11,4,2000,64.2873176719004,74.59238075721366,0.8618483150597566,0.5426905568090975,1.5742502687591262,-3587.585710277931,3514.409311796376,paired_year_cluster_conditional_uncertainty_reused_history
2,W1,guide,joint,guide_growth,11,4,2000,64.2873176719004,59.062532976620496,1.0884619137033642,0.74439783044922,1.5190475438716795,-1392.3060950556578,3234.648966062653,paired_year_cluster_conditional_uncertainty_reused_history
2,W1,guide,joint,revenue_growth,11,4,2000,64.2873176719004,118.6912406241341,0.5416348951603134,0.3569657105069403,0.7758574870316556,-15983.332040528652,-3774.8076113443776,paired_year_cluster_conditional_uncertainty_reused_history
2,W1,guide,fixed,guide_growth,11,4,2000,74.59238075721366,59.062532976620496,1.2629390748740923,0.820506475228729,1.6698654259354693,-1603.2068660916339,3963.0831603230467,paired_year_cluster_conditional_uncertainty_reused_history
2,W1,guide,fixed,revenue_growth,11,4,2000,74.59238075721366,118.6912406241341,0.6284573348881687,0.4238817281429178,0.8644233438375177,-17148.29273115775,-2397.1318652456653,paired_year_cluster_conditional_uncertainty_reused_history
2,W1,guide,joint_oracle,fixed,11,4,2000,52.023899076261785,74.59238075721366,0.6974425343198429,0.5738036009299324,0.7997093701491206,-3565.9628897482307,-1338.5612128583475,paired_year_cluster_conditional_uncertainty_reused_history
2,W1,guide,joint_oracle,guide_growth,11,4,2000,52.023899076261785,59.062532976620496,0.8808274290717448,0.5766590787992685,1.1451586155287348,-3433.2539360511423,642.0276149671055,paired_year_cluster_conditional_uncertainty_reused_history
2,W1,guide,joint_oracle,revenue_growth,11,4,2000,52.023899076261785,118.6912406241341,0.4383128763562987,0.2952572092395478,0.627932363457813,-18116.694728913382,-5603.143473743734,paired_year_cluster_conditional_uncertainty_reused_history
2,W1,guide,fixed_oracle,fixed,11,4,2000,46.8055819372268,74.59238075721366,0.6274847573181975,0.5905864354477642,0.6435347701155072,-4009.65053752348,-1863.1774019703576,paired_year_cluster_conditional_uncertainty_reused_history
2,W1,guide,fixed_oracle,guide_growth,11,4,2000,46.8055819372268,59.062532976620496,0.7924750189050387,0.42526145960748746,0.996917894636676,-4070.465414992958,-15.905228173532054,paired_year_cluster_conditional_uncertainty_reused_history
2,W1,guide,fixed_oracle,revenue_growth,11,4,2000,46.8055819372268,118.6912406241341,0.3943473982671437,0.2290526594510867,0.5344611860791878,-18957.383420882896,-6523.909248225616,paired_year_cluster_conditional_uncertainty_reused_history
2,W1,revenue,joint,fixed,11,4,2000,57.44290676349778,78.23563447533196,0.7342294486230541,0.5801047588377686,1.855787046413869,-5300.974097808003,3426.2819323997705,paired_year_cluster_conditional_uncertainty_reused_history
2,W1,revenue,joint,guide_growth,11,4,2000,57.44290676349778,83.63488594959509,0.6868294983760408,0.5939639681372234,0.8888219100386348,-4932.471442125721,-1002.7621814636503,paired_year_cluster_conditional_uncertainty_reused_history
2,W1,revenue,joint,revenue_growth,11,4,2000,57.44290676349778,126.68406250737164,0.45343435967057993,0.35848735110379565,0.7280389564185386,-21719.32636055463,-2851.1657191095055,paired_year_cluster_conditional_uncertainty_reused_history
