file,url,bytes,sha256,status,mode,downloaded_utc
australia_nsw_mid-north-coast_2026-08-18_reviews.csv.gz,https://data.insideairbnb.com/australia/nsw/mid-north-coast/2026-08-18/data/reviews.csv.gz,28278673,a41b446e1ba62835572f579cb47a026ee201b00869d0239dbd83d4ea6f7aadfb,downloaded,latest,2026-09-11T14:57:52
australia_qld_brisbane_2026-08-13_reviews.csv.gz,https://data.insideairbnb.com/australia/qld/brisbane/2026-08-13/data/reviews.csv.gz,31216589,4bb59daff106574558d7db397e3f03525251e8a3cd2dedcbac5e7e9e1afc68dc,downloaded,latest,2026-09-11T14:57:52
australia_nsw_northern-rivers_2026-08-27_reviews.csv.gz,https://data.insideairbnb.com/australia/nsw/northern-rivers/2026-08-27/data/reviews.csv.gz,32961878,bfc7f9dbc29b48695f0ec554b909eca968ab512a312378898f54a6fc8e0db675,downloaded,latest,2026-09-11T14:57:53
australia_sa_barossa-valley_2026-08-30_reviews.csv.gz,https://data.insideairbnb.com/australia/sa/barossa-valley/2026-08-30/data/reviews.csv.gz,2434378,d136e4f86cf0d8ee80c55462b880db2f3402d32c6c1a37e5b48cb1a777cfc18c,downloaded,latest,2026-09-11T14:57:53
australia_qld_sunshine-coast_2026-08-31_reviews.csv.gz,https://data.insideairbnb.com/australia/qld/sunshine-coast/2026-08-31/data/reviews.csv.gz,39510760,c0806402a1aa47c7f638804c39c08f96b54430231df2c5674710826f6a4290e9,downloaded,latest,2026-09-11T14:58:00
australia_tas_tasmania_2026-08-13_reviews.csv.gz,https://data.insideairbnb.com/australia/tas/tasmania/2026-08-13/data/reviews.csv.gz,65334563,21fe7f30709e81d2f78f664fb436dc2e02503c144e7102be72f607f17d7410f7,downloaded,latest,2026-09-11T14:58:03
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires_2026-08-30_reviews.csv.gz,https://data.insideairbnb.com/argentina/ciudad-autónoma-de-buenos-aires/buenos-aires/2026-08-30/data/reviews.csv.gz,127692482,1e285019e7e19fb409a5c741691fdf1be23d380fbdaf0737af9ee24e66388a9e,downloaded,latest,2026-09-11T14:58:06
australia_nsw_sydney_2026-08-15_reviews.csv.gz,https://data.insideairbnb.com/australia/nsw/sydney/2026-08-15/data/reviews.csv.gz,86188658,64b9706d0bfebaa8585a07fe6e58954d2b71a2c1e5f70da07ae93b32c5d9bb08,downloaded,latest,2026-09-11T14:58:08
australia_vic_mornington-peninsula_2026-08-26_reviews.csv.gz,https://data.insideairbnb.com/australia/vic/mornington-peninsula/2026-08-26/data/reviews.csv.gz,20996920,05c0a50c84307e1a1ce069d1debc5700ea7fe295f9a123448dda74500d7167f9,downloaded,latest,2026-09-11T14:58:11
australia_vic_barwon-south-west-vic_2026-08-31_reviews.csv.gz,https://data.insideairbnb.com/australia/vic/barwon-south-west-vic/2026-08-31/data/reviews.csv.gz,41808079,05a8353fd8949b5f109b9d02ae03b628a33e21ad4ea41ec1e84f09bc7ca7cd44,downloaded,latest,2026-09-11T14:58:15
belgium_bru_brussels_2026-08-28_reviews.csv.gz,https://data.insideairbnb.com/belgium/bru/brussels/2026-08-28/data/reviews.csv.gz,39308351,11fdf78a258c4004151ef5b71ec609f45fa7b2d597d3e3e9f072714187546d50,downloaded,latest,2026-09-11T14:58:17
australia_vic_melbourne_2026-08-15_reviews.csv.gz,https://data.insideairbnb.com/australia/vic/melbourne/2026-08-15/data/reviews.csv.gz,102019504,7d6651f33ce7fe7e0112f6cad3222b00abf0c3da1fcefadf25e8556a2d89059b,downloaded,latest,2026-09-11T14:58:23
belgium_vlg_antwerp_2026-08-31_reviews.csv.gz,https://data.insideairbnb.com/belgium/vlg/antwerp/2026-08-31/data/reviews.csv.gz,14974840,73c4eb04398a1dcca6fd8fcf9ee28d84da2a65a798650d3f9a4ea126a42f8ed8,downloaded,latest,2026-09-11T14:58:24
belgium_vlg_ghent_2026-08-30_reviews.csv.gz,https://data.insideairbnb.com/belgium/vlg/ghent/2026-08-30/data/reviews.csv.gz,12717270,b3ff03c9d70dc355c881edfdf610b0af68ba73d4423f2788e3444e38980b8996,downloaded,latest,2026-09-11T14:58:24
australia_wa_western-australia_2026-08-30_reviews.csv.gz,https://data.insideairbnb.com/australia/wa/western-australia/2026-08-30/data/reviews.csv.gz,81218903,bd859053477762cf254bd64041fe4ad988817318f44e91d7ab5931ddfb4ff264,downloaded,latest,2026-09-11T14:58:25
austria_vienna_vienna_2026-08-25_reviews.csv.gz,https://data.insideairbnb.com/austria/vienna/vienna/2026-08-25/data/reviews.csv.gz,81865634,f13d2ff16645d48a05dbb3e1d70dbce8a2154c6f9e7c178ff6ac67a85f7bcad8,downloaded,latest,2026-09-11T14:58:29
belize_bz_belize_2026-08-31_reviews.csv.gz,https://data.insideairbnb.com/belize/bz/belize/2026-08-31/data/reviews.csv.gz,14974042,d4c16ee7328d429ed60c37b98540e359859c3e594cfdb670aafac77b5f096fbc,downloaded,latest,2026-09-11T14:58:31
