family,build,geo,window,n,r,perm_p,first_ym,last_ym,n_markets,wf_n,wf_rmse,wf_rmse_naive,wf_rmse_prior,wf_rmse_ar1,wf_ratio_vs_naive,wf_ratio_vs_prior,wf_ratio_vs_ar1,sign_acc,wf_first_t,wf_last_t
eurostat_country,within_vintage,austria,2022M1+,51,0.7865450720357173,0.000999000999000999,24264,24314,1,29,27.20706383840259,22.163687887402236,39.375043123251515,20.606006270600894,1.2275512981694257,0.6909722931156979,1.320346285501213,0.6896551724137931,22,50
eurostat_country,within_vintage,austria,2023M1+,39,0.6841318570831825,0.000999000999000999,24276,24314,1,22,14.745984049618752,19.68433888077641,20.585610679040094,14.898396270694384,0.7491226471425758,0.7163248290046043,0.9897698907784167,0.7272727272727273,17,38
eurostat_country,within_vintage,belgium,2022M1+,51,0.8315323385472323,0.000999000999000999,24264,24314,3,29,12.48373827529897,20.29139449918261,19.962576928670448,17.382894769511598,0.6152232797899547,0.6253570528447008,0.7181622187113845,0.7241379310344828,22,50
eurostat_country,within_vintage,belgium,2023M1+,39,0.47282945310680424,0.002997002997002997,24276,24314,3,22,10.05792366158506,17.501893066451434,19.411118936411444,11.253108064531228,0.574676329206046,0.5181526986946833,0.8937907290952549,0.7272727272727273,17,38
eurostat_country,within_vintage,czech-republic,2022M1+,51,0.9868024988478715,0.000999000999000999,24264,24314,1,29,10.889049809089178,23.62672785461728,32.58151275637131,23.465062191573782,0.4608784541004976,0.3342094607611436,0.4640537374326413,0.7241379310344828,22,50
eurostat_country,within_vintage,czech-republic,2023M1+,39,0.8798985666147902,0.000999000999000999,24276,24314,1,22,8.274981100815982,20.46702744865956,23.830907946618783,14.974348135224998,0.4043079104463668,0.34723734065659323,0.5526104392718292,0.8181818181818182,17,38
eurostat_country,within_vintage,denmark,2022M1+,51,0.7146573245303354,0.000999000999000999,24264,24314,1,29,18.49303497927902,30.565869942988027,30.368753399767435,25.84618349250056,0.6050223669004854,0.6089494269271073,0.7155035088505386,0.5862068965517241,22,50
eurostat_country,within_vintage,denmark,2023M1+,39,0.5466402834248105,0.001998001998001998,24276,24314,1,22,13.312508542227391,22.931205594213964,30.777340970763962,17.783251030118596,0.580541153300131,0.4325425173952883,0.7485981342601905,0.6363636363636364,17,38
eurostat_country,within_vintage,france,2022M1+,51,0.9267047136414807,0.000999000999000999,24264,24314,4,29,12.825789328441747,19.032015488920486,20.123068083728054,18.34891591656617,0.6739059946598035,0.6373674866613882,0.6989943921897908,0.7241379310344828,22,50
eurostat_country,within_vintage,france,2023M1+,39,0.4276127114415673,0.003996003996003996,24276,24314,4,22,10.45760543525559,14.429792076718556,20.44667681182349,11.253932173968304,0.7247232239838157,0.511457462329936,0.9292401334571118,0.5909090909090909,17,38
eurostat_country,within_vintage,germany,2022M1+,51,0.9386467601576449,0.000999000999000999,24264,24314,2,29,17.289727548629813,22.72724207821407,23.250669079655356,20.55975389364185,0.760749038054355,0.7436227959460553,0.8409501221693465,0.4482758620689655,22,50
eurostat_country,within_vintage,germany,2023M1+,39,0.4116823271375522,0.017982017982017984,24276,24314,2,22,10.349442640617262,18.076292743180847,23.77704894740624,11.893605931436348,0.5725423231221742,0.4352702752772122,0.8701686183550389,0.7727272727272727,17,38
eurostat_country,within_vintage,greece,2022M1+,51,0.9921263995627385,0.000999000999000999,24264,24314,4,29,8.649959412238001,13.875439325949138,16.98895970234166,23.578328693426442,0.6234007593591137,0.5091517999801801,0.36686058306794156,0.8620689655172413,22,50
eurostat_country,within_vintage,greece,2023M1+,39,0.760199489277819,0.000999000999000999,24276,24314,4,22,7.2566051948325025,10.008187748798893,14.928126093329698,9.000329041751755,0.725066852957808,0.48610288722540707,0.8062599890703699,0.8181818181818182,17,38
eurostat_country,within_vintage,hungary,2022M1+,51,0.9905687841556953,0.000999000999000999,24264,24314,1,29,10.17813941855324,14.843275145932502,19.40632566044401,14.254562308456027,0.6857071177678973,0.5244753487415384,0.7140267935491369,0.7241379310344828,22,50
eurostat_country,within_vintage,hungary,2023M1+,39,0.8017782196646114,0.000999000999000999,24276,24314,1,22,7.11987340425786,11.99008754734213,15.53406469079567,11.69292681235007,0.5938132958700655,0.4583393687343511,0.6089042990278405,0.8636363636363636,17,38
eurostat_country,within_vintage,ireland,2022M1+,51,0.9521396559019296,0.000999000999000999,24264,24314,2,29,10.34080263195946,17.702297818793898,18.20574951781203,17.875552409115468,0.5841503028483116,0.5679965343828491,0.5784885633344828,0.7931034482758621,22,50
eurostat_country,within_vintage,ireland,2023M1+,39,0.5444783435839775,0.000999000999000999,24276,24314,2,22,7.874936489629095,13.172515820064815,16.646268368200655,8.392549336065676,0.5978308621678579,0.47307518510710644,0.9383247180672243,0.7727272727272727,17,38
eurostat_country,within_vintage,italy,2022M1+,51,0.9957818015615856,0.000999000999000999,24264,24314,10,29,9.194883889105002,14.238318126331073,22.810247337530896,33.10562619406457,0.6457844112993096,0.4031032085292726,0.277743844360616,0.7586206896551724,22,50
eurostat_country,within_vintage,italy,2023M1+,39,0.8825952870892665,0.000999000999000999,24276,24314,10,22,6.955682743747486,11.104328688152473,15.854807086550798,9.990622613948789,0.626393809034913,0.4387112820595467,0.6962211478227638,0.8181818181818182,17,38
eurostat_country,within_vintage,latvia,2022M1+,51,0.9092586148252481,0.000999000999000999,24264,24314,1,29,10.479343111033362,14.396370959641736,24.14532002834459,13.881849216875295,0.7279156073715225,0.43401135701376037,0.7548953275111417,0.7241379310344828,22,50
eurostat_country,within_vintage,latvia,2023M1+,39,0.8062493312839785,0.000999000999000999,24276,24314,1,22,7.281380457802237,12.743836673320358,16.843758893558693,9.627278009254539,0.5713648600853499,0.4322895206358449,0.7563280556355358,0.8636363636363636,17,38
eurostat_country,within_vintage,malta,2022M1+,51,0.9808680465653049,0.000999000999000999,24264,24314,1,29,9.91754434577928,12.904633941284667,17.436195630766186,21.3990137419117,0.7685258172299602,0.568790609820858,0.4634580109808971,0.6206896551724138,22,50
