market_key,cdn_path,dump_date,why,url,http_status,bytes,last_modified
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,argentina/ciudad-autónoma-de-buenos-aires/buenos-aires,2026-08-31,newer_than_held,https://data.insideairbnb.com/argentina/ciudad-autónoma-de-buenos-aires/buenos-aires/2026-08-31/data/reviews.csv.gz,403,0,
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,argentina/ciudad-autónoma-de-buenos-aires/buenos-aires,2026-09-01,newer_than_held,https://data.insideairbnb.com/argentina/ciudad-autónoma-de-buenos-aires/buenos-aires/2026-09-01/data/reviews.csv.gz,403,0,
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,argentina/ciudad-autónoma-de-buenos-aires/buenos-aires,2026-09-02,newer_than_held,https://data.insideairbnb.com/argentina/ciudad-autónoma-de-buenos-aires/buenos-aires/2026-09-02/data/reviews.csv.gz,403,0,
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,argentina/ciudad-autónoma-de-buenos-aires/buenos-aires,2026-09-03,newer_than_held,https://data.insideairbnb.com/argentina/ciudad-autónoma-de-buenos-aires/buenos-aires/2026-09-03/data/reviews.csv.gz,403,0,
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,argentina/ciudad-autónoma-de-buenos-aires/buenos-aires,2026-09-04,newer_than_held,https://data.insideairbnb.com/argentina/ciudad-autónoma-de-buenos-aires/buenos-aires/2026-09-04/data/reviews.csv.gz,403,0,
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,argentina/ciudad-autónoma-de-buenos-aires/buenos-aires,2026-09-05,newer_than_held,https://data.insideairbnb.com/argentina/ciudad-autónoma-de-buenos-aires/buenos-aires/2026-09-05/data/reviews.csv.gz,403,0,
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,argentina/ciudad-autónoma-de-buenos-aires/buenos-aires,2026-09-06,newer_than_held,https://data.insideairbnb.com/argentina/ciudad-autónoma-de-buenos-aires/buenos-aires/2026-09-06/data/reviews.csv.gz,403,0,
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,argentina/ciudad-autónoma-de-buenos-aires/buenos-aires,2026-09-07,newer_than_held,https://data.insideairbnb.com/argentina/ciudad-autónoma-de-buenos-aires/buenos-aires/2026-09-07/data/reviews.csv.gz,403,0,
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,argentina/ciudad-autónoma-de-buenos-aires/buenos-aires,2026-09-08,newer_than_held,https://data.insideairbnb.com/argentina/ciudad-autónoma-de-buenos-aires/buenos-aires/2026-09-08/data/reviews.csv.gz,403,0,
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,argentina/ciudad-autónoma-de-buenos-aires/buenos-aires,2026-09-09,newer_than_held,https://data.insideairbnb.com/argentina/ciudad-autónoma-de-buenos-aires/buenos-aires/2026-09-09/data/reviews.csv.gz,403,0,
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,argentina/ciudad-autónoma-de-buenos-aires/buenos-aires,2026-09-10,newer_than_held,https://data.insideairbnb.com/argentina/ciudad-autónoma-de-buenos-aires/buenos-aires/2026-09-10/data/reviews.csv.gz,403,0,
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,argentina/ciudad-autónoma-de-buenos-aires/buenos-aires,2026-09-11,newer_than_held,https://data.insideairbnb.com/argentina/ciudad-autónoma-de-buenos-aires/buenos-aires/2026-09-11/data/reviews.csv.gz,403,0,
australia_nsw_mid-north-coast,australia/nsw/mid-north-coast,2026-08-19,newer_than_held,https://data.insideairbnb.com/australia/nsw/mid-north-coast/2026-08-19/data/reviews.csv.gz,403,0,
australia_nsw_mid-north-coast,australia/nsw/mid-north-coast,2026-08-20,newer_than_held,https://data.insideairbnb.com/australia/nsw/mid-north-coast/2026-08-20/data/reviews.csv.gz,403,0,
australia_nsw_mid-north-coast,australia/nsw/mid-north-coast,2026-08-21,newer_than_held,https://data.insideairbnb.com/australia/nsw/mid-north-coast/2026-08-21/data/reviews.csv.gz,403,0,
australia_nsw_mid-north-coast,australia/nsw/mid-north-coast,2026-08-22,newer_than_held,https://data.insideairbnb.com/australia/nsw/mid-north-coast/2026-08-22/data/reviews.csv.gz,403,0,
australia_nsw_mid-north-coast,australia/nsw/mid-north-coast,2026-08-23,newer_than_held,https://data.insideairbnb.com/australia/nsw/mid-north-coast/2026-08-23/data/reviews.csv.gz,403,0,
australia_nsw_mid-north-coast,australia/nsw/mid-north-coast,2026-08-24,newer_than_held,https://data.insideairbnb.com/australia/nsw/mid-north-coast/2026-08-24/data/reviews.csv.gz,403,0,
australia_nsw_mid-north-coast,australia/nsw/mid-north-coast,2026-08-25,newer_than_held,https://data.insideairbnb.com/australia/nsw/mid-north-coast/2026-08-25/data/reviews.csv.gz,403,0,
australia_nsw_mid-north-coast,australia/nsw/mid-north-coast,2026-08-26,newer_than_held,https://data.insideairbnb.com/australia/nsw/mid-north-coast/2026-08-26/data/reviews.csv.gz,403,0,
