ymi,measure,n_markets,n_regions,w_equal,w_reviews,w_median,w_nights,regions_weight_covered,reviews,reviews_lag12,ym
24192,yoy_all,121,4,1.8276082073767907,1.1834683049427532,1.4237288135593222,1.8025912258591756,100.1,62552.0,28648.0,2016-01
24193,yoy_all,120,4,1.7463991865789477,1.3956231454005934,1.51,1.7628640785221419,100.1,64586.0,26960.0,2016-02
24194,yoy_all,122,4,1.4974479283669369,1.1506012649637611,1.3225995807127884,1.4960390580884182,100.1,79226.0,36839.0,2016-03
24195,yoy_all,122,4,1.3071442565419942,0.9523039115297973,1.0789473684210527,1.3722272520740597,100.1,95331.0,48830.0,2016-04
24196,yoy_all,122,4,1.3524617195614939,0.916325969975599,1.099349658479872,1.3865008681169564,100.1,118588.0,61883.0,2016-05
24197,yoy_all,123,4,1.1037130306227825,0.8009429970380222,0.9359795134443021,1.1034756795559837,100.1,119172.0,66172.0,2016-06
24198,yoy_all,123,4,1.2161526816670212,0.8780352618243243,1.0408163265306123,1.2315508854628148,100.1,142310.0,75776.0,2016-07
24199,yoy_all,123,4,1.0563280813623819,0.8303326952434031,0.9095378564405112,1.106125533275511,100.1,151072.0,82538.0,2016-08
24200,yoy_all,123,4,1.1410689803082628,0.8115357454906702,1.0235934664246824,1.1735725822060048,100.1,151352.0,83549.0,2016-09
24201,yoy_all,123,4,1.1653139685772946,0.8253968253968254,0.9653579676674364,1.184188109461812,100.1,153180.0,83916.0,2016-10
24202,yoy_all,123,4,1.1755799382622893,0.9935496243091997,1.0921704658077305,1.1745963916481956,100.1,114352.0,57361.0,2016-11
24203,yoy_all,123,4,1.026018627861328,0.8354499115416281,0.9093198992443325,1.0050247394425322,100.1,104784.0,57089.0,2016-12
24204,yoy_all,123,4,1.160063405219683,0.9303422150472325,0.9222222222222223,1.1399104434101568,100.1,120768.0,62563.0,2017-01
24205,yoy_all,123,4,0.9732434301952863,0.7381221281928307,0.7516778523489933,0.9603716521989838,100.1,112347.0,64637.0,2017-02
24206,yoy_all,123,4,0.9719821154711414,0.8089859279358869,0.8166969147005445,0.9732272288739113,100.1,143335.0,79235.0,2017-03
24207,yoy_all,123,4,1.179056689502369,0.9533693429125807,1.0711462450592886,1.1701556165738292,100.1,186244.0,95345.0,2017-04
24208,yoy_all,123,4,0.8695200285037665,0.6919853282178845,0.7916666666666667,0.8772252337229083,100.1,200661.0,118595.0,2017-05
24209,yoy_all,123,4,0.884477974457059,0.7171483234316787,0.7985495568090251,0.9122532925952901,100.1,204636.0,119172.0,2017-06
24210,yoy_all,123,4,0.8519828296668719,0.6847305178834937,0.7518796992481203,0.8726410589957699,100.1,239754.0,142310.0,2017-07
24211,yoy_all,123,4,0.7233396394089696,0.5798096271976276,0.6581691772885283,0.7389768586655587,100.1,238665.0,151072.0,2017-08
24212,yoy_all,123,4,0.660262176268148,0.5591601035995559,0.6141304347826086,0.7053849844399113,100.1,235982.0,151352.0,2017-09
24213,yoy_all,123,4,0.6232664793101556,0.4881707794751273,0.5819277108433736,0.652241151226747,100.1,227958.0,153180.0,2017-10
24214,yoy_all,123,4,0.6741357097804382,0.46918287393311875,0.5817378497790868,0.6705313573302918,100.1,168004.0,114352.0,2017-11
24215,yoy_all,123,4,0.6761583780604226,0.5741907161398687,0.6448311156601843,0.6981058894359705,100.1,164950.0,104784.0,2017-12
24216,yoy_all,123,4,0.6387500016875786,0.5243441971383147,0.5691202872531418,0.6540359813569857,100.1,184092.0,120768.0,2018-01
24217,yoy_all,123,4,0.6781233128979909,0.5753335647591835,0.6170212765957446,0.7047088116558774,100.1,176984.0,112347.0,2018-02
24218,yoy_all,123,4,0.6842005719753241,0.5731886838525133,0.6470588235294117,0.7039027618893297,100.1,225493.0,143335.0,2018-03
24219,yoy_all,123,4,0.5216900391431226,0.4287386439294689,0.46714628297362104,0.537285496692737,100.1,266094.0,186244.0,2018-04
24220,yoy_all,123,4,0.5462128688668281,0.46198812923288535,0.5059790732436473,0.5682693831685299,100.1,293364.0,200661.0,2018-05
24221,yoy_all,123,4,0.5784516174269209,0.4680896811900155,0.5294117647058822,0.588080847556852,100.1,300424.0,204636.0,2018-06
24222,yoy_all,123,4,0.5286315193907178,0.4454691058334792,0.5,0.5414381529972,100.1,346557.0,239754.0,2018-07
24223,yoy_all,123,4,0.5712808375030871,0.46873651352313916,0.5100872410032715,0.5871553177470629,100.1,350536.0,238665.0,2018-08
24224,yoy_all,123,4,0.6007497506686565,0.4905925028180116,0.565040650406504,0.6021961774199273,100.1,351753.0,235982.0,2018-09
24225,yoy_all,123,4,0.5701446451365815,0.5108265557690452,0.5190582959641257,0.5830147624850317,100.1,344405.0,227958.0,2018-10
24226,yoy_all,123,4,0.6905600498292139,0.6377586247946478,0.6270009060706736,0.7168988073849241,100.1,275150.0,168004.0,2018-11
24227,yoy_all,123,4,0.6160179660060047,0.5337617459836315,0.5505050505050506,0.6230638155742875,100.1,252994.0,164950.0,2018-12
24228,yoy_all,123,4,0.5635056607345699,0.48522477891489046,0.5255319148936171,0.5781085646692679,100.1,273418.0,184092.0,2019-01
24229,yoy_all,123,4,0.567311882364673,0.477862405641188,0.5111336032388665,0.568852758891667,100.1,261558.0,176984.0,2019-02
24230,yoy_all,123,4,0.5918723278917734,0.50507998030981,0.5162224797219004,0.5952565445204913,100.1,339385.0,225493.0,2019-03
24231,yoy_all,123,4,0.5232394487739074,0.4586574669101897,0.4877742946708463,0.5515166795510841,100.1,388140.0,266094.0,2019-04
24232,yoy_all,123,4,0.4783250977766032,0.3869799975457111,0.4367855314792697,0.4898953374764543,100.1,406890.0,293364.0,2019-05
24233,yoy_all,123,4,0.5421006607794777,0.4689871648070727,0.4931506849315068,0.5731195448483706,100.1,441319.0,300424.0,2019-06
24234,yoy_all,123,4,0.39144729155814784,0.34027591420747516,0.3517543859649124,0.41481709844386766,100.1,464482.0,346557.0,2019-07
24235,yoy_all,123,4,0.3854771350375586,0.344843325649862,0.35887323943661964,0.3999616324638993,100.1,471416.0,350536.0,2019-08
24236,yoy_all,123,4,0.39008851746625983,0.3445116317415915,0.35541373239436624,0.4138244254088337,100.1,472936.0,351753.0,2019-09
24237,yoy_all,123,4,0.36516015178617683,0.32007665393940266,0.33684210526315783,0.39309618489227616,100.1,454641.0,344405.0,2019-10
24238,yoy_all,123,4,0.3768978717742279,0.3273741595493367,0.3415805022156573,0.38133233692691315,100.1,365227.0,275150.0,2019-11
24239,yoy_all,123,4,0.3858489537898318,0.34331248962425986,0.3269080489710863,0.3997123580298977,100.1,339850.0,252994.0,2019-12
24240,yoy_all,123,4,0.3427797269312527,0.3131907921204895,0.31543624161073835,0.3467885204882583,100.1,359050.0,273418.0,2020-01
24241,yoy_all,123,4,0.3674459475450527,0.31933261456350026,0.3522935779816514,0.38281500958516773,100.1,345082.0,261558.0,2020-02
24242,yoy_all,123,4,-0.3208124544733186,-0.3529943869057265,-0.35748875821515047,-0.29646502416642434,100.1,219584.0,339385.0,2020-03
24243,yoy_all,123,4,-0.8955241055400138,-0.9316226103983098,-0.920863309352518,-0.8936931173766767,100.1,26540.0,388140.0,2020-04
24244,yoy_all,122,4,-0.8294702981357651,-0.8802597115136311,-0.8806352285562836,-0.8357719339406389,100.1,48687.0,406605.0,2020-05
