year,region,n_markets,partial_eq,partial_cw,full_eq,full_cw,gap_eq_pp,gap_cw_pp
2022,APAC,16,2.0405615852576164,0.6820502863799631,2.736158654376357,1.284215546018121,69.55970691187407,60.21652596381579
2022,EMEA,57,0.8128725772078381,0.7314036750591402,0.7331466659148478,0.7114106213016271,-7.972591129299033,-1.9993053757513035
2022,LatAm,7,1.5031252030457039,1.1498736835198007,1.5795183651062992,1.2311355746120292,7.639316206059532,8.126189109222848
2022,NAM,42,0.4748798426397404,0.3701487082257806,0.4484966415040913,0.3847775427168436,-2.6383201135649124,1.4628834491063003
2023,APAC,16,0.7040290860599179,0.31035159406237733,0.6663060795549698,0.28547569340888757,-3.7723006504948087,-2.487590065348977
2023,EMEA,57,0.27741661478285,0.24782864713675834,0.2924158539160925,0.26162268171103653,1.499923913324247,1.3794034574278191
2023,LatAm,7,0.5684795406886584,0.6046912675884382,0.5089975289709229,0.5646316405444765,-5.948201171773548,-4.005962704396171
2023,NAM,42,0.266426077841334,0.21766476050749395,0.2600880800225351,0.20133400189747164,-0.6337997818798902,-1.6330758610022311
2024,APAC,16,0.2578052067621203,0.19197329128531293,0.2070022692391132,0.151428173700922,-5.0802937523007135,-4.054511758439094
2024,EMEA,57,0.2150883565665021,0.19207023339035367,0.2223068820339061,0.20492475489741824,0.7218525467404008,1.2854521507064565
2024,LatAm,7,0.48428329810421983,0.4467565074323103,0.49213918120048505,0.4731187365593683,0.7855883096265226,2.636222912705799
2024,NAM,42,0.2261170189523069,0.18913766015054057,0.21416610661012733,0.17766941022091576,-1.1950912342179572,-1.1468249929624807
2025,APAC,16,0.26782738208895673,0.23298402234802018,0.2375701693161895,0.22042763138957167,-3.0257212772767246,-1.2556390958448516
2025,EMEA,57,0.22533279124147257,0.1873355737907716,0.2267426460943217,0.1928768363797868,0.14098548528491406,0.5541262589015217
2025,LatAm,7,0.4178384209197802,0.4530353327855383,0.3829575089365457,0.41820342973203783,-3.488091198323451,-3.483190305350048
2025,NAM,42,0.19970509428191807,0.19313880421297447,0.19245765970516776,0.18732199362045532,-0.7247434576750311,-0.581681059251915
2026,APAC,16,0.22280030287734987,0.2753836010549029,,,,
2026,EMEA,57,0.20793628082200152,0.19370217657625743,,,,
2026,LatAm,7,0.5027859139135755,0.5571314178689215,,,,
2026,NAM,42,0.2717258575707264,0.2958986731001205,,,,
2022,GLOBAL,122,0.8971274760422758,0.6477003940107837,0.9464048026728191,0.6844905853160124,4.927732663054329,3.6790191305228648
2023,GLOBAL,122,0.34628249568637515,0.26847900617882203,0.34274822139212885,0.2693089391266974,-0.3534274294246298,0.0829932947875367
2024,GLOBAL,122,0.239932930452549,0.21163313731870415,0.23297933876874757,0.21475875505772302,-0.6953591683801413,0.3125617739018871
2025,GLOBAL,122,0.23312860754480544,0.21762596876281237,0.2253227689066249,0.2162877242436605,-0.7805838638180546,-0.13382445191518766
2026,GLOBAL,122,0.24876360875620673,0.26346240250216724,,,,
