market_key,vintage_old,vintage_late,ymi,n_stable_cur,n_stable_prior,yoy_stable,stable_share_of_late_reviews,n_stable_listings,region,ym
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2025-08-29,2026-08-30,24136,7,1,6.0,1.0,18073,LatAm,2011-05
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2025-08-29,2026-08-30,24139,15,2,6.5,1.0,18073,LatAm,2011-08
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2025-08-29,2026-08-30,24140,25,1,24.0,1.0,18073,LatAm,2011-09
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2025-08-29,2026-08-30,24141,17,1,16.0,1.0,18073,LatAm,2011-10
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2025-08-29,2026-08-30,24142,43,4,9.75,0.9347826086956522,18073,LatAm,2011-11
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2025-08-29,2026-08-30,24143,31,3,9.333333333333334,0.9393939393939394,18073,LatAm,2011-12
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2025-08-29,2026-08-30,24144,60,3,19.0,0.9523809523809523,18073,LatAm,2012-01
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2025-08-29,2026-08-30,24145,45,3,14.0,1.0,18073,LatAm,2012-02
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2025-08-29,2026-08-30,24146,85,14,5.071428571428571,0.9883720930232558,18073,LatAm,2012-03
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2025-08-29,2026-08-30,24147,71,9,6.888888888888889,1.0,18073,LatAm,2012-04
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2025-08-29,2026-08-30,24148,72,7,9.285714285714286,0.9473684210526315,18073,LatAm,2012-05
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2025-08-29,2026-08-30,24149,49,10,3.9000000000000004,1.0,18073,LatAm,2012-06
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2025-08-29,2026-08-30,24150,64,13,3.9230769230769234,0.9846153846153847,18073,LatAm,2012-07
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2025-08-29,2026-08-30,24151,87,15,4.8,0.9775280898876404,18073,LatAm,2012-08
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2025-08-29,2026-08-30,24152,67,25,1.6800000000000002,0.9852941176470589,18073,LatAm,2012-09
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2025-08-29,2026-08-30,24153,81,17,3.764705882352941,1.0,18073,LatAm,2012-10
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2025-08-29,2026-08-30,24154,113,43,1.6279069767441858,0.9912280701754386,18073,LatAm,2012-11
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2025-08-29,2026-08-30,24155,149,31,3.806451612903226,0.9675324675324676,18073,LatAm,2012-12
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2025-08-29,2026-08-30,24156,161,60,1.6833333333333331,0.9640718562874252,18073,LatAm,2013-01
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2025-08-29,2026-08-30,24157,123,45,1.7333333333333334,0.968503937007874,18073,LatAm,2013-02
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2025-08-29,2026-08-30,24158,136,85,0.6000000000000001,0.9784172661870504,18073,LatAm,2013-03
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2025-08-29,2026-08-30,24159,118,71,0.6619718309859155,0.9291338582677166,18073,LatAm,2013-04
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2025-08-29,2026-08-30,24160,83,72,0.15277777777777768,0.9325842696629213,18073,LatAm,2013-05
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2025-08-29,2026-08-30,24161,95,49,0.9387755102040816,0.9134615384615384,18073,LatAm,2013-06
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2025-08-29,2026-08-30,24162,129,64,1.015625,0.9847328244274809,18073,LatAm,2013-07
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2025-08-29,2026-08-30,24163,129,87,0.48275862068965525,0.9084507042253521,18073,LatAm,2013-08
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2025-08-29,2026-08-30,24164,144,67,1.1492537313432836,0.972972972972973,18073,LatAm,2013-09
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2025-08-29,2026-08-30,24165,180,81,1.2222222222222223,0.9625668449197861,18073,LatAm,2013-10
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2025-08-29,2026-08-30,24166,282,113,1.495575221238938,0.9724137931034482,18073,LatAm,2013-11
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2025-08-29,2026-08-30,24167,299,149,1.0067114093959733,0.943217665615142,18073,LatAm,2013-12
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2025-08-29,2026-08-30,24168,332,161,1.062111801242236,0.9512893982808023,18073,LatAm,2014-01
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,2025-08-29,2026-08-30,24169,222,123,0.8048780487804879,0.9527896995708155,18073,LatAm,2014-02
